state,counts_lpn,updated_date,scrape_date
ALABAMA,17247,2021-12-30,2021-12-31
ALASKA,760,2021-12-30,2021-12-31
AMERICAN SAMOA,132,2021-12-30,2021-12-31
ARIZONA,10823,2021-12-30,2021-12-31
ARKANSAS,14315,2021-12-30,2021-12-31
CALIFORNIA-RN (Non-Participating),NA,2021-12-30,2021-12-31
CALIFORNIA-VN,105966,2021-12-30,2021-12-31
COLORADO,8037,2021-12-30,2021-12-31
CONNECTICUT,13826,2021-12-30,2021-12-31
DELAWARE,3169,2021-12-30,2021-12-31
DISTRICT OF COLUMBIA,2177,2021-12-30,2021-12-31
FLORIDA,61420,2021-12-30,2021-12-31
GEORGIA,29752,2021-12-30,2021-12-31
GUAM,211,2021-12-30,2021-12-31
HAWAII,1680,2021-12-30,2021-12-31
IDAHO,3524,2021-12-30,2021-12-31
ILLINOIS,25615,2021-12-30,2021-12-31
INDIANA,22889,2021-12-30,2021-12-31
IOWA,10068,2021-12-30,2021-12-31
KANSAS,9633,2021-12-30,2021-12-31
KENTUCKY,12739,2021-12-30,2021-12-31
LOUISIANA-PN,21834,2021-12-30,2021-12-31
LOUISIANA-RN (Non-Participating),NA,2021-12-30,2021-12-31
MAINE,1900,2021-12-30,2021-12-31
MARYLAND,11280,2021-12-30,2021-12-31
MASSACHUSETTS,19849,2021-12-30,2021-12-31
MICHIGAN (Non-Participating),NA,2021-12-30,2021-12-31
MINNESOTA,19641,2021-12-30,2021-12-31
MISSISSIPPI,14075,2021-12-30,2021-12-31
MISSOURI,24508,2021-12-30,2021-12-31
MONTANA,2416,2021-12-30,2021-12-31
NEBRASKA,5208,2021-12-30,2021-12-31
NEVADA,4390,2021-12-30,2021-12-31
NEW HAMPSHIRE,3084,2021-12-30,2021-12-31
NEW JERSEY,23859,2021-12-30,2021-12-31
NEW MEXICO,2476,2021-12-30,2021-12-31
NEW YORK,68035,2021-12-30,2021-12-31
NORTH CAROLINA,22761,2021-12-30,2021-12-31
NORTH DAKOTA,3445,2021-12-30,2021-12-31
NORTHERN MARIANA ISLANDS,48,2021-12-30,2021-12-31
OHIO,53659,2021-12-30,2021-12-31
OKLAHOMA,15594,2021-12-30,2021-12-31
OREGON,6013,2021-12-30,2021-12-31
PENNSYLVANIA,52743,2021-12-30,2021-12-31
RHODE ISLAND,2559,2021-12-30,2021-12-31
SOUTH CAROLINA,12354,2021-12-30,2021-12-31
SOUTH DAKOTA,2675,2021-12-30,2021-12-31
TENNESSEE,30140,2021-12-30,2021-12-31
TEXAS,105610,2021-12-30,2021-12-31
UTAH,2804,2021-12-30,2021-12-31
VERMONT,2587,2021-12-30,2021-12-31
VIRGIN ISLANDS,92,2021-12-30,2021-12-31
VIRGINIA,27024,2021-12-30,2021-12-31
WASHINGTON,11069,2021-12-30,2021-12-31
WEST VIRGINIA-PN,7976,2021-12-30,2021-12-31
WEST VIRGINIA-RN (Non-Participating),NA,2021-12-30,2021-12-31
WISCONSIN,15045,2021-12-30,2021-12-31
WYOMING,867,2021-12-30,2021-12-31
TOTALS,951603,2021-12-30,2021-12-31
