state,counts_all,updated_date,scrape_date
ALABAMA,114399,2022-08-10,2022-08-10
ALASKA,21136,2022-08-10,2022-08-10
AMERICAN SAMOA,299,2022-08-10,2022-08-10
ARIZONA,119618,2022-08-10,2022-08-10
ARKANSAS,59956,2022-08-10,2022-08-10
CALIFORNIA,590407,2022-08-10,2022-08-10
COLORADO,94286,2022-08-10,2022-08-10
CONNECTICUT,101058,2022-08-10,2022-08-10
DELAWARE,23355,2022-08-10,2022-08-10
DISTRICT OF COLUMBIA,35532,2022-08-10,2022-08-10
FLORIDA,424221,2022-08-10,2022-08-10
GEORGIA,167969,2022-08-10,2022-08-10
GUAM,1527,2022-08-10,2022-08-10
HAWAII,32753,2022-08-10,2022-08-10
IDAHO,31478,2022-08-10,2022-08-10
ILLINOIS,254665,2022-08-10,2022-08-10
INDIANA,149266,2022-08-10,2022-08-10
IOWA,69914,2022-08-10,2022-08-10
KANSAS,63286,2022-08-10,2022-08-10
KENTUCKY,89387,2022-08-10,2022-08-10
LOUISIANA,86638,2022-08-10,2022-08-10
MAINE,30582,2022-08-10,2022-08-10
MARYLAND,98983,2022-08-10,2022-08-10
MASSACHUSETTS,183944,2022-08-10,2022-08-10
MICHIGAN (Non-Participating),NA,2022-08-10,2022-08-10
MINNESOTA,143666,2022-08-10,2022-08-10
MISSISSIPPI,65564,2022-08-10,2022-08-10
MISSOURI,142980,2022-08-10,2022-08-10
MONTANA,23305,2022-08-10,2022-08-10
NEBRASKA,38119,2022-08-10,2022-08-10
NEVADA,60246,2022-08-10,2022-08-10
NEW HAMPSHIRE,29502,2022-08-10,2022-08-10
NEW JERSEY,161217,2022-08-10,2022-08-10
NEW MEXICO,33464,2022-08-10,2022-08-10
NEW YORK,441086,2022-08-10,2022-08-10
NORTH CAROLINA,175958,2022-08-10,2022-08-10
NORTH DAKOTA,20253,2022-08-10,2022-08-10
NORTHERN MARIANA ISLANDS,3811,2022-08-10,2022-08-10
OHIO,289847,2022-08-10,2022-08-10
OKLAHOMA,67643,2022-08-10,2022-08-10
OREGON,85126,2022-08-10,2022-08-10
PENNSYLVANIA,285065,2022-08-10,2022-08-10
RHODE ISLAND,30377,2022-08-10,2022-08-10
SOUTH CAROLINA,88776,2022-08-10,2022-08-10
SOUTH DAKOTA,22359,2022-08-10,2022-08-10
TENNESSEE,142223,2022-08-10,2022-08-10
TEXAS,480378,2022-08-10,2022-08-10
UTAH,45514,2022-08-10,2022-08-10
VERMONT,23510,2022-08-10,2022-08-10
VIRGIN ISLANDS,1696,2022-08-10,2022-08-10
VIRGINIA,141522,2022-08-10,2022-08-10
WASHINGTON,136074,2022-08-10,2022-08-10
WEST VIRGINIA,42751,2022-08-10,2022-08-10
WISCONSIN,131492,2022-08-10,2022-08-10
WYOMING,10407,2022-08-10,2022-08-10
