state,counts_all,updated_date,scrape_date
ALABAMA,107524,2025-10-25,2025-10-26
ALASKA,22575,2025-10-25,2025-10-26
AMERICAN SAMOA,217,2025-10-25,2025-10-26
ARIZONA,126948,2025-10-25,2025-10-26
ARKANSAS,62893,2025-10-25,2025-10-26
CALIFORNIA,701790,2025-10-25,2025-10-26
COLORADO,100553,2025-10-25,2025-10-26
CONNECTICUT,95722,2025-10-25,2025-10-26
DELAWARE,22177,2025-10-25,2025-10-26
DISTRICT OF COLUMBIA,51010,2025-10-25,2025-10-26
FLORIDA,446208,2025-10-25,2025-10-26
GEORGIA,176626,2025-10-25,2025-10-26
GUAM,1306,2025-10-25,2025-10-26
HAWAII,35300,2025-10-25,2025-10-26
IDAHO,31443,2025-10-25,2025-10-26
ILLINOIS,276425,2025-10-25,2025-10-26
INDIANA,160009,2025-10-25,2025-10-26
IOWA,67578,2025-10-25,2025-10-26
KANSAS,62880,2025-10-25,2025-10-26
KENTUCKY,92667,2025-10-25,2025-10-26
LOUISIANA,90490,2025-10-25,2025-10-26
MAINE,30458,2025-10-25,2025-10-26
MARYLAND,102809,2025-10-25,2025-10-26
MASSACHUSETTS,189828,2025-10-25,2025-10-26
MICHIGAN,201990,2025-10-25,2025-10-26
MINNESOTA,157166,2025-10-25,2025-10-26
MISSISSIPPI,68843,2025-10-25,2025-10-26
MISSOURI,141853,2025-10-25,2025-10-26
MONTANA,28799,2025-10-25,2025-10-26
NEBRASKA,38479,2025-10-25,2025-10-26
NEVADA,67410,2025-10-25,2025-10-26
NEW HAMPSHIRE,30980,2025-10-25,2025-10-26
NEW JERSEY,175292,2025-10-25,2025-10-26
NEW MEXICO,37247,2025-10-25,2025-10-26
NEW YORK,602450,2025-10-25,2025-10-26
NORTH CAROLINA,188653,2025-10-25,2025-10-26
NORTH DAKOTA,20673,2025-10-25,2025-10-26
NORTHERN MARIANA ISLANDS,4073,2025-10-25,2025-10-26
OHIO,293516,2025-10-25,2025-10-26
OKLAHOMA,72499,2025-10-25,2025-10-26
OREGON,97802,2025-10-25,2025-10-26
PENNSYLVANIA,293172,2025-10-25,2025-10-26
RHODE ISLAND,24280,2025-10-25,2025-10-26
SOUTH CAROLINA,102231,2025-10-25,2025-10-26
SOUTH DAKOTA,23121,2025-10-25,2025-10-26
TENNESSEE,147582,2025-10-25,2025-10-26
TEXAS,529880,2025-10-25,2025-10-26
UTAH,48952,2025-10-25,2025-10-26
VERMONT,13355,2025-10-25,2025-10-26
VIRGIN ISLANDS,1273,2025-10-25,2025-10-26
VIRGINIA,150060,2025-10-25,2025-10-26
WASHINGTON,120799,2025-10-25,2025-10-26
WEST VIRGINIA,43134,2025-10-25,2025-10-26
WISCONSIN,131852,2025-10-25,2025-10-26
WYOMING,9534,2025-10-25,2025-10-26
