state,counts_rn,updated_date,scrape_date
ALABAMA,90024,2025-07-08,2025-07-08
ALASKA,20690,2025-07-08,2025-07-08
AMERICAN SAMOA,114,2025-07-08,2025-07-08
ARIZONA,118578,2025-07-08,2025-07-08
ARKANSAS,48939,2025-07-08,2025-07-08
CALIFORNIA-RN,572432,2025-07-08,2025-07-08
CALIFORNIA-VN (Non-Participating),NA,2025-07-08,2025-07-08
COLORADO,90888,2025-07-08,2025-07-08
CONNECTICUT,82447,2025-07-08,2025-07-08
DELAWARE,22185,2025-07-08,2025-07-08
DISTRICT OF COLUMBIA,45821,2025-07-08,2025-07-08
FLORIDA,380837,2025-07-08,2025-07-08
GEORGIA,146140,2025-07-08,2025-07-08
GUAM,1295,2025-07-08,2025-07-08
HAWAII,31560,2025-07-08,2025-07-08
IDAHO,31257,2025-07-08,2025-07-08
ILLINOIS,244258,2025-07-08,2025-07-08
INDIANA,136584,2025-07-08,2025-07-08
IOWA,58268,2025-07-08,2025-07-08
KANSAS,53696,2025-07-08,2025-07-08
KENTUCKY,78796,2025-07-08,2025-07-08
LOUISIANA-PN (Non-Participating),NA,2025-07-08,2025-07-08
LOUISIANA-RN,67832,2025-07-08,2025-07-08
MAINE,29150,2025-07-08,2025-07-08
MARYLAND,90760,2025-07-08,2025-07-08
MASSACHUSETTS,164124,2025-07-08,2025-07-08
MICHIGAN,179292,2025-07-08,2025-07-08
MINNESOTA,138259,2025-07-08,2025-07-08
MISSISSIPPI,53268,2025-07-08,2025-07-08
MISSOURI,117682,2025-07-08,2025-07-08
MONTANA,25660,2025-07-08,2025-07-08
NEBRASKA,32325,2025-07-08,2025-07-08
NEVADA,61865,2025-07-08,2025-07-08
NEW HAMPSHIRE,27682,2025-07-08,2025-07-08
NEW JERSEY,147454,2025-07-08,2025-07-08
NEW MEXICO,34347,2025-07-08,2025-07-08
NEW YORK,507850,2025-07-08,2025-07-08
NORTH CAROLINA,165045,2025-07-08,2025-07-08
NORTH DAKOTA,17576,2025-07-08,2025-07-08
NORTHERN MARIANA ISLANDS,4266,2025-07-08,2025-07-08
OHIO,240088,2025-07-08,2025-07-08
OKLAHOMA,55026,2025-07-08,2025-07-08
OREGON,89782,2025-07-08,2025-07-08
PENNSYLVANIA,238590,2025-07-08,2025-07-08
RHODE ISLAND,21098,2025-07-08,2025-07-08
SOUTH CAROLINA,87862,2025-07-08,2025-07-08
SOUTH DAKOTA,20195,2025-07-08,2025-07-08
TENNESSEE,117719,2025-07-08,2025-07-08
TEXAS,424835,2025-07-08,2025-07-08
UTAH,45073,2025-07-08,2025-07-08
VERMONT,11170,2025-07-08,2025-07-08
VIRGIN ISLANDS,1233,2025-07-08,2025-07-08
VIRGINIA,122681,2025-07-08,2025-07-08
WASHINGTON,107074,2025-07-08,2025-07-08
WEST VIRGINIA-PN (Non-Participating),NA,2025-07-08,2025-07-08
WEST VIRGINIA-RN,35272,2025-07-08,2025-07-08
WISCONSIN,119235,2025-07-08,2025-07-08
WYOMING,8583,2025-07-08,2025-07-08
TOTALS,5864762,2025-07-08,2025-07-08
