state,counts_all,updated_date,scrape_date
ALABAMA,106021,2025-08-19,2025-08-19
ALASKA,21922,2025-08-19,2025-08-19
AMERICAN SAMOA,183,2025-08-19,2025-08-19
ARIZONA,125259,2025-08-19,2025-08-19
ARKANSAS,63015,2025-08-19,2025-08-19
CALIFORNIA,693728,2025-08-19,2025-08-19
COLORADO,99519,2025-08-19,2025-08-19
CONNECTICUT,95104,2025-08-19,2025-08-19
DELAWARE,25777,2025-08-19,2025-08-19
DISTRICT OF COLUMBIA,49733,2025-08-19,2025-08-19
FLORIDA,440926,2025-08-19,2025-08-19
GEORGIA,174994,2025-08-19,2025-08-19
GUAM,1525,2025-08-19,2025-08-19
HAWAII,34309,2025-08-19,2025-08-19
IDAHO,34878,2025-08-19,2025-08-19
ILLINOIS,271928,2025-08-19,2025-08-19
INDIANA,158509,2025-08-19,2025-08-19
IOWA,67358,2025-08-19,2025-08-19
KANSAS,63114,2025-08-19,2025-08-19
KENTUCKY,92061,2025-08-19,2025-08-19
LOUISIANA,90010,2025-08-19,2025-08-19
MAINE,30648,2025-08-19,2025-08-19
MARYLAND,102699,2025-08-19,2025-08-19
MASSACHUSETTS,187349,2025-08-19,2025-08-19
MICHIGAN,201039,2025-08-19,2025-08-19
MINNESOTA,157000,2025-08-19,2025-08-19
MISSISSIPPI,68154,2025-08-19,2025-08-19
MISSOURI,141915,2025-08-19,2025-08-19
MONTANA,28229,2025-08-19,2025-08-19
NEBRASKA,38244,2025-08-19,2025-08-19
NEVADA,67029,2025-08-19,2025-08-19
NEW HAMPSHIRE,30837,2025-08-19,2025-08-19
NEW JERSEY,172977,2025-08-19,2025-08-19
NEW MEXICO,37005,2025-08-19,2025-08-19
NEW YORK,591968,2025-08-19,2025-08-19
NORTH CAROLINA,188282,2025-08-19,2025-08-19
NORTH DAKOTA,20497,2025-08-19,2025-08-19
NORTHERN MARIANA ISLANDS,4219,2025-08-19,2025-08-19
OHIO,292956,2025-08-19,2025-08-19
OKLAHOMA,72297,2025-08-19,2025-08-19
OREGON,97292,2025-08-19,2025-08-19
PENNSYLVANIA,290700,2025-08-19,2025-08-19
RHODE ISLAND,23876,2025-08-19,2025-08-19
SOUTH CAROLINA,100997,2025-08-19,2025-08-19
SOUTH DAKOTA,22975,2025-08-19,2025-08-19
TENNESSEE,147195,2025-08-19,2025-08-19
TEXAS,527183,2025-08-19,2025-08-19
UTAH,48299,2025-08-19,2025-08-19
VERMONT,12998,2025-08-19,2025-08-19
VIRGIN ISLANDS,1308,2025-08-19,2025-08-19
VIRGINIA,149807,2025-08-19,2025-08-19
WASHINGTON,119447,2025-08-19,2025-08-19
WEST VIRGINIA,42629,2025-08-19,2025-08-19
WISCONSIN,130578,2025-08-19,2025-08-19
WYOMING,9446,2025-08-19,2025-08-19
