state,counts_lpn,updated_date,scrape_date
ALABAMA,15848,2025-04-01,2025-04-01
ALASKA,719,2025-04-01,2025-04-01
AMERICAN SAMOA,14,2025-04-01,2025-04-01
ARIZONA,11064,2025-04-01,2025-04-01
ARKANSAS,13801,2025-04-01,2025-04-01
CALIFORNIA-RN (Non-Participating),NA,2025-04-01,2025-04-01
CALIFORNIA-VN,114106,2025-04-01,2025-04-01
COLORADO,7454,2025-04-01,2025-04-01
CONNECTICUT,12651,2025-04-01,2025-04-01
DELAWARE,3113,2025-04-01,2025-04-01
DISTRICT OF COLUMBIA,2869,2025-04-01,2025-04-01
FLORIDA,65716,2025-04-01,2025-04-01
GEORGIA,30564,2025-04-01,2025-04-01
GUAM,190,2025-04-01,2025-04-01
HAWAII,2254,2025-04-01,2025-04-01
IDAHO,3234,2025-04-01,2025-04-01
ILLINOIS,27584,2025-04-01,2025-04-01
INDIANA,20331,2025-04-01,2025-04-01
IOWA,8734,2025-04-01,2025-04-01
KANSAS,9116,2025-04-01,2025-04-01
KENTUCKY,12528,2025-04-01,2025-04-01
LOUISIANA-PN,21279,2025-04-01,2025-04-01
LOUISIANA-RN (Non-Participating),NA,2025-04-01,2025-04-01
MAINE,1648,2025-04-01,2025-04-01
MARYLAND,11195,2025-04-01,2025-04-01
MASSACHUSETTS,20322,2025-04-01,2025-04-01
MICHIGAN,20616,2025-04-01,2025-04-01
MINNESOTA,17570,2025-04-01,2025-04-01
MISSISSIPPI,14334,2025-04-01,2025-04-01
MISSOURI,22875,2025-04-01,2025-04-01
MONTANA,2125,2025-04-01,2025-04-01
NEBRASKA,5398,2025-04-01,2025-04-01
NEVADA,4762,2025-04-01,2025-04-01
NEW HAMPSHIRE,3182,2025-04-01,2025-04-01
NEW JERSEY,24399,2025-04-01,2025-04-01
NEW MEXICO,2416,2025-04-01,2025-04-01
NEW YORK,76675,2025-04-01,2025-04-01
NORTH CAROLINA,22966,2025-04-01,2025-04-01
NORTH DAKOTA,2638,2025-04-01,2025-04-01
NORTHERN MARIANA ISLANDS,54,2025-04-01,2025-04-01
OHIO,50979,2025-04-01,2025-04-01
OKLAHOMA,17115,2025-04-01,2025-04-01
OREGON,6538,2025-04-01,2025-04-01
PENNSYLVANIA,49512,2025-04-01,2025-04-01
RHODE ISLAND,2336,2025-04-01,2025-04-01
SOUTH CAROLINA,12368,2025-04-01,2025-04-01
SOUTH DAKOTA,2766,2025-04-01,2025-04-01
TENNESSEE,29299,2025-04-01,2025-04-01
TEXAS,101687,2025-04-01,2025-04-01
UTAH,2677,2025-04-01,2025-04-01
VERMONT,1566,2025-04-01,2025-04-01
VIRGIN ISLANDS,77,2025-04-01,2025-04-01
VIRGINIA,26293,2025-04-01,2025-04-01
WASHINGTON,10312,2025-04-01,2025-04-01
WEST VIRGINIA-PN,7632,2025-04-01,2025-04-01
WEST VIRGINIA-RN (Non-Participating),NA,2025-04-01,2025-04-01
WISCONSIN,12429,2025-04-01,2025-04-01
WYOMING,707,2025-04-01,2025-04-01
TOTALS,970637,2025-04-01,2025-04-01
