state,counts_all,updated_date,scrape_date
ALABAMA,107640,2026-01-05,2026-02-03
ALASKA,23174,2026-01-05,2026-02-03
AMERICAN SAMOA,228,2026-01-05,2026-02-03
ARIZONA,127854,2026-01-05,2026-02-03
ARKANSAS,62992,2026-01-05,2026-02-03
CALIFORNIA,707672,2026-01-05,2026-02-03
COLORADO,96783,2026-01-05,2026-02-03
CONNECTICUT,94572,2026-01-05,2026-02-03
DELAWARE,22452,2026-01-05,2026-02-03
DISTRICT OF COLUMBIA,51998,2026-01-05,2026-02-03
FLORIDA,449830,2026-01-05,2026-02-03
GEORGIA,177678,2026-01-05,2026-02-03
GUAM,1346,2026-01-05,2026-02-03
HAWAII,36317,2026-01-05,2026-02-03
IDAHO,31953,2026-01-05,2026-02-03
ILLINOIS,279849,2026-01-05,2026-02-03
INDIANA,148884,2026-01-05,2026-02-03
IOWA,67339,2026-01-05,2026-02-03
KANSAS,62456,2026-01-05,2026-02-03
KENTUCKY,90296,2026-01-05,2026-02-03
LOUISIANA,90541,2026-01-05,2026-02-03
MAINE,30246,2026-01-05,2026-02-03
MARYLAND,101876,2026-01-05,2026-02-03
MASSACHUSETTS,191402,2026-01-05,2026-02-03
MICHIGAN,201569,2026-01-05,2026-02-03
MINNESOTA,156221,2026-01-05,2026-02-03
MISSISSIPPI,67068,2026-01-05,2026-02-03
MISSOURI,142520,2026-01-05,2026-02-03
MONTANA,29329,2026-01-05,2026-02-03
NEBRASKA,37775,2026-01-05,2026-02-03
NEVADA,67519,2026-01-05,2026-02-03
NEW HAMPSHIRE,30830,2026-01-05,2026-02-03
NEW JERSEY,176768,2026-01-05,2026-02-03
NEW MEXICO,37070,2026-01-05,2026-02-03
NEW YORK,610499,2026-01-05,2026-02-03
NORTH CAROLINA,187871,2026-01-05,2026-02-03
NORTH DAKOTA,19284,2026-01-05,2026-02-03
NORTHERN MARIANA ISLANDS,3904,2026-01-05,2026-02-03
OHIO,281075,2026-01-05,2026-02-03
OKLAHOMA,72315,2026-01-05,2026-02-03
OREGON,97803,2026-01-05,2026-02-03
PENNSYLVANIA,287682,2026-01-05,2026-02-03
RHODE ISLAND,24511,2026-01-05,2026-02-03
SOUTH CAROLINA,102891,2026-01-05,2026-02-03
SOUTH DAKOTA,23070,2026-01-05,2026-02-03
TENNESSEE,147169,2026-01-05,2026-02-03
TEXAS,527659,2026-01-05,2026-02-03
UTAH,49523,2026-01-05,2026-02-03
VERMONT,13536,2026-01-05,2026-02-03
VIRGIN ISLANDS,1164,2026-01-05,2026-02-03
VIRGINIA,149059,2026-01-05,2026-02-03
WASHINGTON,116994,2026-01-05,2026-02-03
WEST VIRGINIA,43380,2026-01-05,2026-02-03
WISCONSIN,132601,2026-01-05,2026-02-03
WYOMING,9628,2026-01-05,2026-02-03
