state,counts_lpn,updated_date,scrape_date
ALABAMA,17207,2021-12-15,2021-12-16
ALASKA,758,2021-12-15,2021-12-16
AMERICAN SAMOA,132,2021-12-15,2021-12-16
ARIZONA,10798,2021-12-15,2021-12-16
ARKANSAS,14205,2021-12-15,2021-12-16
CALIFORNIA-RN (Non-Participating),NA,2021-12-15,2021-12-16
CALIFORNIA-VN,105593,2021-12-15,2021-12-16
COLORADO,8007,2021-12-15,2021-12-16
CONNECTICUT,13809,2021-12-15,2021-12-16
DELAWARE,3165,2021-12-15,2021-12-16
DISTRICT OF COLUMBIA,2174,2021-12-15,2021-12-16
FLORIDA,61253,2021-12-15,2021-12-16
GEORGIA,29674,2021-12-15,2021-12-16
GUAM,204,2021-12-15,2021-12-16
HAWAII,1674,2021-12-15,2021-12-16
IDAHO,3505,2021-12-15,2021-12-16
ILLINOIS,25588,2021-12-15,2021-12-16
INDIANA,22863,2021-12-15,2021-12-16
IOWA,10122,2021-12-15,2021-12-16
KANSAS,9623,2021-12-15,2021-12-16
KENTUCKY,12714,2021-12-15,2021-12-16
LOUISIANA-PN,21811,2021-12-15,2021-12-16
LOUISIANA-RN (Non-Participating),NA,2021-12-15,2021-12-16
MAINE,1898,2021-12-15,2021-12-16
MARYLAND,11286,2021-12-15,2021-12-16
MASSACHUSETTS,19983,2021-12-15,2021-12-16
MICHIGAN (Non-Participating),NA,2021-12-15,2021-12-16
MINNESOTA,19611,2021-12-15,2021-12-16
MISSISSIPPI,14100,2021-12-15,2021-12-16
MISSOURI,24478,2021-12-15,2021-12-16
MONTANA,2413,2021-12-15,2021-12-16
NEBRASKA,5196,2021-12-15,2021-12-16
NEVADA,4393,2021-12-15,2021-12-16
NEW HAMPSHIRE,3084,2021-12-15,2021-12-16
NEW JERSEY,23797,2021-12-15,2021-12-16
NEW MEXICO,2474,2021-12-15,2021-12-16
NEW YORK,67889,2021-12-15,2021-12-16
NORTH CAROLINA,22708,2021-12-15,2021-12-16
NORTH DAKOTA,3441,2021-12-15,2021-12-16
NORTHERN MARIANA ISLANDS,47,2021-12-15,2021-12-16
OHIO,53551,2021-12-15,2021-12-16
OKLAHOMA,15522,2021-12-15,2021-12-16
OREGON,6026,2021-12-15,2021-12-16
PENNSYLVANIA,52588,2021-12-15,2021-12-16
RHODE ISLAND,2545,2021-12-15,2021-12-16
SOUTH CAROLINA,12331,2021-12-15,2021-12-16
SOUTH DAKOTA,2678,2021-12-15,2021-12-16
TENNESSEE,30082,2021-12-15,2021-12-16
TEXAS,105448,2021-12-15,2021-12-16
UTAH,2782,2021-12-15,2021-12-16
VERMONT,2578,2021-12-15,2021-12-16
VIRGIN ISLANDS,92,2021-12-15,2021-12-16
VIRGINIA,26970,2021-12-15,2021-12-16
WASHINGTON,11092,2021-12-15,2021-12-16
WEST VIRGINIA-PN,7961,2021-12-15,2021-12-16
WEST VIRGINIA-RN (Non-Participating),NA,2021-12-15,2021-12-16
WISCONSIN,15026,2021-12-15,2021-12-16
WYOMING,849,2021-12-15,2021-12-16
TOTALS,949798,2021-12-15,2021-12-16
