state,counts_rn,updated_date,scrape_date
ALABAMA,88001,2025-03-01,2025-03-01
ALASKA,19066,2025-03-01,2025-03-01
AMERICAN SAMOA,82,2025-03-01,2025-03-01
ARIZONA,116164,2025-03-01,2025-03-01
ARKANSAS,48247,2025-03-01,2025-03-01
CALIFORNIA-RN,557089,2025-03-01,2025-03-01
CALIFORNIA-VN (Non-Participating),NA,2025-03-01,2025-03-01
COLORADO,88942,2025-03-01,2025-03-01
CONNECTICUT,82564,2025-03-01,2025-03-01
DELAWARE,21889,2025-03-01,2025-03-01
DISTRICT OF COLUMBIA,43162,2025-03-01,2025-03-01
FLORIDA,384996,2025-03-01,2025-03-01
GEORGIA,148873,2025-03-01,2025-03-01
GUAM,1263,2025-03-01,2025-03-01
HAWAII,39683,2025-03-01,2025-03-01
IDAHO,30299,2025-03-01,2025-03-01
ILLINOIS,236734,2025-03-01,2025-03-01
INDIANA,133518,2025-03-01,2025-03-01
IOWA,58321,2025-03-01,2025-03-01
KANSAS,53191,2025-03-01,2025-03-01
KENTUCKY,76521,2025-03-01,2025-03-01
LOUISIANA-PN (Non-Participating),NA,2025-03-01,2025-03-01
LOUISIANA-RN,66473,2025-03-01,2025-03-01
MAINE,28807,2025-03-01,2025-03-01
MARYLAND,90099,2025-03-01,2025-03-01
MASSACHUSETTS,159429,2025-03-01,2025-03-01
MICHIGAN,176835,2025-03-01,2025-03-01
MINNESOTA,134823,2025-03-01,2025-03-01
MISSISSIPPI,51817,2025-03-01,2025-03-01
MISSOURI,125166,2025-03-01,2025-03-01
MONTANA,24336,2025-03-01,2025-03-01
NEBRASKA,31497,2025-03-01,2025-03-01
NEVADA,60850,2025-03-01,2025-03-01
NEW HAMPSHIRE,27490,2025-03-01,2025-03-01
NEW JERSEY,150773,2025-03-01,2025-03-01
NEW MEXICO,34264,2025-03-01,2025-03-01
NEW YORK,493604,2025-03-01,2025-03-01
NORTH CAROLINA,162695,2025-03-01,2025-03-01
NORTH DAKOTA,16947,2025-03-01,2025-03-01
NORTHERN MARIANA ISLANDS,4482,2025-03-01,2025-03-01
OHIO,235921,2025-03-01,2025-03-01
OKLAHOMA,53483,2025-03-01,2025-03-01
OREGON,88231,2025-03-01,2025-03-01
PENNSYLVANIA,240080,2025-03-01,2025-03-01
RHODE ISLAND,25949,2025-03-01,2025-03-01
SOUTH CAROLINA,85478,2025-03-01,2025-03-01
SOUTH DAKOTA,20091,2025-03-01,2025-03-01
TENNESSEE,117069,2025-03-01,2025-03-01
TEXAS,420453,2025-03-01,2025-03-01
UTAH,43640,2025-03-01,2025-03-01
VERMONT,13270,2025-03-01,2025-03-01
VIRGIN ISLANDS,1328,2025-03-01,2025-03-01
VIRGINIA,121685,2025-03-01,2025-03-01
WASHINGTON,108468,2025-03-01,2025-03-01
WEST VIRGINIA-PN (Non-Participating),NA,2025-03-01,2025-03-01
WEST VIRGINIA-RN,34118,2025-03-01,2025-03-01
WISCONSIN,116256,2025-03-01,2025-03-01
WYOMING,8263,2025-03-01,2025-03-01
TOTALS,5802775,2025-03-01,2025-03-01
