state,counts_lpn,updated_date,scrape_date
ALABAMA,16701,2026-07-10,2026-07-12
ALASKA,945,2026-07-10,2026-07-12
AMERICAN SAMOA,72,2026-07-10,2026-07-12
ARIZONA,11307,2026-07-10,2026-07-12
ARKANSAS,13833,2026-07-10,2026-07-12
CALIFORNIA-RN (Non-Participating),NA,2026-07-10,2026-07-12
CALIFORNIA-VN,117814,2026-07-10,2026-07-12
COLORADO,8157,2026-07-10,2026-07-12
CONNECTICUT,12639,2026-07-10,2026-07-12
DELAWARE,3116,2026-07-10,2026-07-12
DISTRICT OF COLUMBIA,2171,2026-07-10,2026-07-12
FLORIDA,61928,2026-07-10,2026-07-12
GEORGIA,28988,2026-07-10,2026-07-12
GUAM,191,2026-07-10,2026-07-12
HAWAII,1990,2026-07-10,2026-07-12
IDAHO,3532,2026-07-10,2026-07-12
ILLINOIS,26527,2026-07-10,2026-07-12
INDIANA,22071,2026-07-10,2026-07-12
IOWA,9032,2026-07-10,2026-07-12
KANSAS,9247,2026-07-10,2026-07-12
KENTUCKY,12774,2026-07-10,2026-07-12
LOUISIANA-PN,21998,2026-07-10,2026-07-12
LOUISIANA-RN (Non-Participating),NA,2026-07-10,2026-07-12
MAINE,1553,2026-07-10,2026-07-12
MARYLAND,11383,2026-07-10,2026-07-12
MASSACHUSETTS,19473,2026-07-10,2026-07-12
MICHIGAN,20855,2026-07-10,2026-07-12
MINNESOTA,17198,2026-07-10,2026-07-12
MISSISSIPPI,13680,2026-07-10,2026-07-12
MISSOURI,20935,2026-07-10,2026-07-12
MONTANA,2144,2026-07-10,2026-07-12
NEBRASKA,5040,2026-07-10,2026-07-12
NEVADA,4808,2026-07-10,2026-07-12
NEW HAMPSHIRE,3104,2026-07-10,2026-07-12
NEW JERSEY,23410,2026-07-10,2026-07-12
NEW MEXICO,2531,2026-07-10,2026-07-12
NEW YORK,80451,2026-07-10,2026-07-12
NORTH CAROLINA,22786,2026-07-10,2026-07-12
NORTH DAKOTA,2615,2026-07-10,2026-07-12
NORTHERN MARIANA ISLANDS,49,2026-07-10,2026-07-12
OHIO,56428,2026-07-10,2026-07-12
OKLAHOMA,16979,2026-07-10,2026-07-12
OREGON,6852,2026-07-10,2026-07-12
PENNSYLVANIA,46079,2026-07-10,2026-07-12
RHODE ISLAND,2584,2026-07-10,2026-07-12
SOUTH CAROLINA,12166,2026-07-10,2026-07-12
SOUTH DAKOTA,2800,2026-07-10,2026-07-12
TENNESSEE,29144,2026-07-10,2026-07-12
TEXAS,100015,2026-07-10,2026-07-12
UTAH,2595,2026-07-10,2026-07-12
VERMONT,1239,2026-07-10,2026-07-12
VIRGIN ISLANDS,80,2026-07-10,2026-07-12
VIRGINIA,26125,2026-07-10,2026-07-12
WASHINGTON,9948,2026-07-10,2026-07-12
WEST VIRGINIA-PN,6905,2026-07-10,2026-07-12
WEST VIRGINIA-RN (Non-Participating),NA,2026-07-10,2026-07-12
WISCONSIN,11948,2026-07-10,2026-07-12
WYOMING,957,2026-07-10,2026-07-12
TOTALS,969892,2026-07-10,2026-07-12
