state,counts_lpn,updated_date,scrape_date
ALABAMA,16840,2022-03-05,2022-03-07
ALASKA,779,2022-03-05,2022-03-07
AMERICAN SAMOA,132,2022-03-05,2022-03-07
ARIZONA,10986,2022-03-05,2022-03-07
ARKANSAS,14097,2022-03-05,2022-03-07
CALIFORNIA-RN (Non-Participating),NA,2022-03-05,2022-03-07
CALIFORNIA-VN,105530,2022-03-05,2022-03-07
COLORADO,8105,2022-03-05,2022-03-07
CONNECTICUT,13930,2022-03-05,2022-03-07
DELAWARE,2570,2022-03-05,2022-03-07
DISTRICT OF COLUMBIA,2186,2022-03-05,2022-03-07
FLORIDA,62325,2022-03-05,2022-03-07
GEORGIA,30106,2022-03-05,2022-03-07
GUAM,214,2022-03-05,2022-03-07
HAWAII,1722,2022-03-05,2022-03-07
IDAHO,3556,2022-03-05,2022-03-07
ILLINOIS,25894,2022-03-05,2022-03-07
INDIANA,23201,2022-03-05,2022-03-07
IOWA,10069,2022-03-05,2022-03-07
KANSAS,9530,2022-03-05,2022-03-07
KENTUCKY,12937,2022-03-05,2022-03-07
LOUISIANA-PN,20965,2022-03-05,2022-03-07
LOUISIANA-RN (Non-Participating),NA,2022-03-05,2022-03-07
MAINE,1902,2022-03-05,2022-03-07
MARYLAND,11089,2022-03-05,2022-03-07
MASSACHUSETTS,20114,2022-03-05,2022-03-07
MICHIGAN (Non-Participating),NA,2022-03-05,2022-03-07
MINNESOTA,19378,2022-03-05,2022-03-07
MISSISSIPPI,12834,2022-03-05,2022-03-07
MISSOURI,24745,2022-03-05,2022-03-07
MONTANA,2303,2022-03-05,2022-03-07
NEBRASKA,5296,2022-03-05,2022-03-07
NEVADA,4433,2022-03-05,2022-03-07
NEW HAMPSHIRE,3113,2022-03-05,2022-03-07
NEW JERSEY,24100,2022-03-05,2022-03-07
NEW MEXICO,2446,2022-03-05,2022-03-07
NEW YORK,68448,2022-03-05,2022-03-07
NORTH CAROLINA,22657,2022-03-05,2022-03-07
NORTH DAKOTA,3075,2022-03-05,2022-03-07
NORTHERN MARIANA ISLANDS,48,2022-03-05,2022-03-07
OHIO,54387,2022-03-05,2022-03-07
OKLAHOMA,15609,2022-03-05,2022-03-07
OREGON,6018,2022-03-05,2022-03-07
PENNSYLVANIA,53271,2022-03-05,2022-03-07
RHODE ISLAND,2649,2022-03-05,2022-03-07
SOUTH CAROLINA,12432,2022-03-05,2022-03-07
SOUTH DAKOTA,2702,2022-03-05,2022-03-07
TENNESSEE,30037,2022-03-05,2022-03-07
TEXAS,105029,2022-03-05,2022-03-07
UTAH,2455,2022-03-05,2022-03-07
VERMONT,1548,2022-03-05,2022-03-07
VIRGIN ISLANDS,92,2022-03-05,2022-03-07
VIRGINIA,26808,2022-03-05,2022-03-07
WASHINGTON,11054,2022-03-05,2022-03-07
WEST VIRGINIA-PN,8107,2022-03-05,2022-03-07
WEST VIRGINIA-RN (Non-Participating),NA,2022-03-05,2022-03-07
WISCONSIN,15259,2022-03-05,2022-03-07
WYOMING,893,2022-03-05,2022-03-07
TOTALS,950005,2022-03-05,2022-03-07
