state,counts_lpn,updated_date,scrape_date
ALABAMA,16797,2026-08-24,2026-08-24
ALASKA,968,2026-08-24,2026-08-24
AMERICAN SAMOA,71,2026-08-24,2026-08-24
ARIZONA,10726,2026-08-24,2026-08-24
ARKANSAS,13947,2026-08-24,2026-08-24
CALIFORNIA-RN (Non-Participating),NA,2026-08-24,2026-08-24
CALIFORNIA-VN,118479,2026-08-24,2026-08-24
COLORADO,8270,2026-08-24,2026-08-24
CONNECTICUT,12644,2026-08-24,2026-08-24
DELAWARE,3196,2026-08-24,2026-08-24
DISTRICT OF COLUMBIA,2202,2026-08-24,2026-08-24
FLORIDA,62630,2026-08-24,2026-08-24
GEORGIA,29403,2026-08-24,2026-08-24
GUAM,194,2026-08-24,2026-08-24
HAWAII,2031,2026-08-24,2026-08-24
IDAHO,3587,2026-08-24,2026-08-24
ILLINOIS,26930,2026-08-24,2026-08-24
INDIANA,22323,2026-08-24,2026-08-24
IOWA,9117,2026-08-24,2026-08-24
KANSAS,9298,2026-08-24,2026-08-24
KENTUCKY,12953,2026-08-24,2026-08-24
LOUISIANA-PN,22041,2026-08-24,2026-08-24
LOUISIANA-RN (Non-Participating),NA,2026-08-24,2026-08-24
MAINE,1547,2026-08-24,2026-08-24
MARYLAND,11382,2026-08-24,2026-08-24
MASSACHUSETTS,19815,2026-08-24,2026-08-24
MICHIGAN,20840,2026-08-24,2026-08-24
MINNESOTA,17242,2026-08-24,2026-08-24
MISSISSIPPI,13873,2026-08-24,2026-08-24
MISSOURI,21263,2026-08-24,2026-08-24
MONTANA,2165,2026-08-24,2026-08-24
NEBRASKA,5086,2026-08-24,2026-08-24
NEVADA,4816,2026-08-24,2026-08-24
NEW HAMPSHIRE,3093,2026-08-24,2026-08-24
NEW JERSEY,23635,2026-08-24,2026-08-24
NEW MEXICO,2559,2026-08-24,2026-08-24
NEW YORK,80966,2026-08-24,2026-08-24
NORTH CAROLINA,23108,2026-08-24,2026-08-24
NORTH DAKOTA,2695,2026-08-24,2026-08-24
NORTHERN MARIANA ISLANDS,48,2026-08-24,2026-08-24
OHIO,56912,2026-08-24,2026-08-24
OKLAHOMA,17284,2026-08-24,2026-08-24
OREGON,6916,2026-08-24,2026-08-24
PENNSYLVANIA,46885,2026-08-24,2026-08-24
RHODE ISLAND,2649,2026-08-24,2026-08-24
SOUTH CAROLINA,12222,2026-08-24,2026-08-24
SOUTH DAKOTA,2830,2026-08-24,2026-08-24
TENNESSEE,29139,2026-08-24,2026-08-24
TEXAS,100343,2026-08-24,2026-08-24
UTAH,2687,2026-08-24,2026-08-24
VERMONT,1352,2026-08-24,2026-08-24
VIRGIN ISLANDS,81,2026-08-24,2026-08-24
VIRGINIA,26211,2026-08-24,2026-08-24
WASHINGTON,10026,2026-08-24,2026-08-24
WEST VIRGINIA-PN,7046,2026-08-24,2026-08-24
WEST VIRGINIA-RN (Non-Participating),NA,2026-08-24,2026-08-24
WISCONSIN,12129,2026-08-24,2026-08-24
WYOMING,968,2026-08-24,2026-08-24
TOTALS,977620,2026-08-24,2026-08-24
