state,counts_rn,updated_date,scrape_date
ALABAMA,96818,2022-07-11,2022-07-11
ALASKA,19905,2022-07-11,2022-07-11
AMERICAN SAMOA,167,2022-07-11,2022-07-11
ARIZONA,107403,2022-07-11,2022-07-11
ARKANSAS,45727,2022-07-11,2022-07-11
CALIFORNIA-RN,478426,2022-07-11,2022-07-11
CALIFORNIA-VN (Non-Participating),NA,2022-07-11,2022-07-11
COLORADO,85107,2022-07-11,2022-07-11
CONNECTICUT,86195,2022-07-11,2022-07-11
DELAWARE,20346,2022-07-11,2022-07-11
DISTRICT OF COLUMBIA,32545,2022-07-11,2022-07-11
FLORIDA,357092,2022-07-11,2022-07-11
GEORGIA,138727,2022-07-11,2022-07-11
GUAM,1569,2022-07-11,2022-07-11
HAWAII,30412,2022-07-11,2022-07-11
IDAHO,27591,2022-07-11,2022-07-11
ILLINOIS,226529,2022-07-11,2022-07-11
INDIANA,124906,2022-07-11,2022-07-11
IOWA,59549,2022-07-11,2022-07-11
KANSAS,53702,2022-07-11,2022-07-11
KENTUCKY,75571,2022-07-11,2022-07-11
LOUISIANA-PN (Non-Participating),NA,2022-07-11,2022-07-11
LOUISIANA-RN,64822,2022-07-11,2022-07-11
MAINE,28706,2022-07-11,2022-07-11
MARYLAND,88446,2022-07-11,2022-07-11
MASSACHUSETTS,161086,2022-07-11,2022-07-11
MICHIGAN (Non-Participating),NA,2022-07-11,2022-07-11
MINNESOTA,122741,2022-07-11,2022-07-11
MISSISSIPPI,52223,2022-07-11,2022-07-11
MISSOURI,120075,2022-07-11,2022-07-11
MONTANA,20710,2022-07-11,2022-07-11
NEBRASKA,32433,2022-07-11,2022-07-11
NEVADA,55279,2022-07-11,2022-07-11
NEW HAMPSHIRE,26311,2022-07-11,2022-07-11
NEW JERSEY,136783,2022-07-11,2022-07-11
NEW MEXICO,30856,2022-07-11,2022-07-11
NEW YORK,368138,2022-07-11,2022-07-11
NORTH CAROLINA,152703,2022-07-11,2022-07-11
NORTH DAKOTA,16891,2022-07-11,2022-07-11
NORTHERN MARIANA ISLANDS,3644,2022-07-11,2022-07-11
OHIO,232301,2022-07-11,2022-07-11
OKLAHOMA,51323,2022-07-11,2022-07-11
OREGON,77853,2022-07-11,2022-07-11
PENNSYLVANIA,235762,2022-07-11,2022-07-11
RHODE ISLAND,27421,2022-07-11,2022-07-11
SOUTH CAROLINA,76243,2022-07-11,2022-07-11
SOUTH DAKOTA,19652,2022-07-11,2022-07-11
TENNESSEE,111548,2022-07-11,2022-07-11
TEXAS,375278,2022-07-11,2022-07-11
UTAH,42446,2022-07-11,2022-07-11
VERMONT,21561,2022-07-11,2022-07-11
VIRGIN ISLANDS,1559,2022-07-11,2022-07-11
VIRGINIA,113830,2022-07-11,2022-07-11
WASHINGTON,123738,2022-07-11,2022-07-11
WEST VIRGINIA-PN (Non-Participating),NA,2022-07-11,2022-07-11
WEST VIRGINIA-RN,35022,2022-07-11,2022-07-11
WISCONSIN,115129,2022-07-11,2022-07-11
WYOMING,9350,2022-07-11,2022-07-11
TOTALS,5220150,2022-07-11,2022-07-11
