state,counts_lpn,updated_date,scrape_date
ALABAMA,15860,2025-04-16,2025-04-16
ALASKA,724,2025-04-16,2025-04-16
AMERICAN SAMOA,23,2025-04-16,2025-04-16
ARIZONA,11087,2025-04-16,2025-04-16
ARKANSAS,13713,2025-04-16,2025-04-16
CALIFORNIA-RN (Non-Participating),NA,2025-04-16,2025-04-16
CALIFORNIA-VN,114038,2025-04-16,2025-04-16
COLORADO,7473,2025-04-16,2025-04-16
CONNECTICUT,12620,2025-04-16,2025-04-16
DELAWARE,3126,2025-04-16,2025-04-16
DISTRICT OF COLUMBIA,2882,2025-04-16,2025-04-16
FLORIDA,65865,2025-04-16,2025-04-16
GEORGIA,30637,2025-04-16,2025-04-16
GUAM,190,2025-04-16,2025-04-16
HAWAII,2266,2025-04-16,2025-04-16
IDAHO,3256,2025-04-16,2025-04-16
ILLINOIS,27652,2025-04-16,2025-04-16
INDIANA,20422,2025-04-16,2025-04-16
IOWA,8751,2025-04-16,2025-04-16
KANSAS,9046,2025-04-16,2025-04-16
KENTUCKY,12553,2025-04-16,2025-04-16
LOUISIANA-PN,21293,2025-04-16,2025-04-16
LOUISIANA-RN (Non-Participating),NA,2025-04-16,2025-04-16
MAINE,1644,2025-04-16,2025-04-16
MARYLAND,11178,2025-04-16,2025-04-16
MASSACHUSETTS,20297,2025-04-16,2025-04-16
MICHIGAN,20625,2025-04-16,2025-04-16
MINNESOTA,17479,2025-04-16,2025-04-16
MISSISSIPPI,14351,2025-04-16,2025-04-16
MISSOURI,22893,2025-04-16,2025-04-16
MONTANA,2128,2025-04-16,2025-04-16
NEBRASKA,5402,2025-04-16,2025-04-16
NEVADA,4775,2025-04-16,2025-04-16
NEW HAMPSHIRE,3170,2025-04-16,2025-04-16
NEW JERSEY,24463,2025-04-16,2025-04-16
NEW MEXICO,2405,2025-04-16,2025-04-16
NEW YORK,76784,2025-04-16,2025-04-16
NORTH CAROLINA,22884,2025-04-16,2025-04-16
NORTH DAKOTA,2643,2025-04-16,2025-04-16
NORTHERN MARIANA ISLANDS,55,2025-04-16,2025-04-16
OHIO,51104,2025-04-16,2025-04-16
OKLAHOMA,16921,2025-04-16,2025-04-16
OREGON,6562,2025-04-16,2025-04-16
PENNSYLVANIA,49617,2025-04-16,2025-04-16
RHODE ISLAND,2352,2025-04-16,2025-04-16
SOUTH CAROLINA,12391,2025-04-16,2025-04-16
SOUTH DAKOTA,2763,2025-04-16,2025-04-16
TENNESSEE,29211,2025-04-16,2025-04-16
TEXAS,101346,2025-04-16,2025-04-16
UTAH,2698,2025-04-16,2025-04-16
VERMONT,1570,2025-04-16,2025-04-16
VIRGIN ISLANDS,77,2025-04-16,2025-04-16
VIRGINIA,26218,2025-04-16,2025-04-16
WASHINGTON,10265,2025-04-16,2025-04-16
WEST VIRGINIA-PN,7633,2025-04-16,2025-04-16
WEST VIRGINIA-RN (Non-Participating),NA,2025-04-16,2025-04-16
WISCONSIN,12477,2025-04-16,2025-04-16
WYOMING,708,2025-04-16,2025-04-16
TOTALS,970566,2025-04-16,2025-04-16
