state,counts_all,updated_date,scrape_date
ALABAMA,104945,2025-06-03,2025-06-03
ALASKA,20994,2025-06-03,2025-06-03
AMERICAN SAMOA,133,2025-06-03,2025-06-03
ARIZONA,128357,2025-06-03,2025-06-03
ARKANSAS,62256,2025-06-03,2025-06-03
CALIFORNIA,681742,2025-06-03,2025-06-03
COLORADO,97796,2025-06-03,2025-06-03
CONNECTICUT,94444,2025-06-03,2025-06-03
DELAWARE,25086,2025-06-03,2025-06-03
DISTRICT OF COLUMBIA,47982,2025-06-03,2025-06-03
FLORIDA,443113,2025-06-03,2025-06-03
GEORGIA,171835,2025-06-03,2025-06-03
GUAM,1472,2025-06-03,2025-06-03
HAWAII,43140,2025-06-03,2025-06-03
IDAHO,34234,2025-06-03,2025-06-03
ILLINOIS,265525,2025-06-03,2025-06-03
INDIANA,155398,2025-06-03,2025-06-03
IOWA,66782,2025-06-03,2025-06-03
KANSAS,62031,2025-06-03,2025-06-03
KENTUCKY,91001,2025-06-03,2025-06-03
LOUISIANA,88448,2025-06-03,2025-06-03
MAINE,30467,2025-06-03,2025-06-03
MARYLAND,101135,2025-06-03,2025-06-03
MASSACHUSETTS,182909,2025-06-03,2025-06-03
MICHIGAN,198559,2025-06-03,2025-06-03
MINNESOTA,153222,2025-06-03,2025-06-03
MISSISSIPPI,66768,2025-06-03,2025-06-03
MISSOURI,138895,2025-06-03,2025-06-03
MONTANA,27357,2025-06-03,2025-06-03
NEBRASKA,37150,2025-06-03,2025-06-03
NEVADA,66119,2025-06-03,2025-06-03
NEW HAMPSHIRE,30753,2025-06-03,2025-06-03
NEW JERSEY,176278,2025-06-03,2025-06-03
NEW MEXICO,36565,2025-06-03,2025-06-03
NEW YORK,581967,2025-06-03,2025-06-03
NORTH CAROLINA,185756,2025-06-03,2025-06-03
NORTH DAKOTA,20111,2025-06-03,2025-06-03
NORTHERN MARIANA ISLANDS,4389,2025-06-03,2025-06-03
OHIO,289631,2025-06-03,2025-06-03
OKLAHOMA,70974,2025-06-03,2025-06-03
OREGON,95955,2025-06-03,2025-06-03
PENNSYLVANIA,285359,2025-06-03,2025-06-03
RHODE ISLAND,23196,2025-06-03,2025-06-03
SOUTH CAROLINA,99229,2025-06-03,2025-06-03
SOUTH DAKOTA,22811,2025-06-03,2025-06-03
TENNESSEE,146176,2025-06-03,2025-06-03
TEXAS,521621,2025-06-03,2025-06-03
UTAH,47143,2025-06-03,2025-06-03
VERMONT,12509,2025-06-03,2025-06-03
VIRGIN ISLANDS,1321,2025-06-03,2025-06-03
VIRGINIA,147756,2025-06-03,2025-06-03
WASHINGTON,116280,2025-06-03,2025-06-03
WEST VIRGINIA,42404,2025-06-03,2025-06-03
WISCONSIN,127574,2025-06-03,2025-06-03
WYOMING,9226,2025-06-03,2025-06-03
