state,counts_all,updated_date,scrape_date
ALABAMA,114665,2022-08-17,2022-08-17
ALASKA,21220,2022-08-17,2022-08-17
AMERICAN SAMOA,299,2022-08-17,2022-08-17
ARIZONA,115001,2022-08-17,2022-08-17
ARKANSAS,59997,2022-08-17,2022-08-17
CALIFORNIA,591883,2022-08-17,2022-08-17
COLORADO,94423,2022-08-17,2022-08-17
CONNECTICUT,101170,2022-08-17,2022-08-17
DELAWARE,23398,2022-08-17,2022-08-17
DISTRICT OF COLUMBIA,35656,2022-08-17,2022-08-17
FLORIDA,416145,2022-08-17,2022-08-17
GEORGIA,167669,2022-08-17,2022-08-17
GUAM,1407,2022-08-17,2022-08-17
HAWAII,32868,2022-08-17,2022-08-17
IDAHO,31545,2022-08-17,2022-08-17
ILLINOIS,255026,2022-08-17,2022-08-17
INDIANA,149448,2022-08-17,2022-08-17
IOWA,69611,2022-08-17,2022-08-17
KANSAS,63326,2022-08-17,2022-08-17
KENTUCKY,89478,2022-08-17,2022-08-17
LOUISIANA,86714,2022-08-17,2022-08-17
MAINE,30635,2022-08-17,2022-08-17
MARYLAND,99247,2022-08-17,2022-08-17
MASSACHUSETTS,184384,2022-08-17,2022-08-17
MICHIGAN (Non-Participating),NA,2022-08-17,2022-08-17
MINNESOTA,144117,2022-08-17,2022-08-17
MISSISSIPPI,65643,2022-08-17,2022-08-17
MISSOURI,143099,2022-08-17,2022-08-17
MONTANA,23355,2022-08-17,2022-08-17
NEBRASKA,38172,2022-08-17,2022-08-17
NEVADA,60405,2022-08-17,2022-08-17
NEW HAMPSHIRE,29517,2022-08-17,2022-08-17
NEW JERSEY,161815,2022-08-17,2022-08-17
NEW MEXICO,33537,2022-08-17,2022-08-17
NEW YORK,442961,2022-08-17,2022-08-17
NORTH CAROLINA,176302,2022-08-17,2022-08-17
NORTH DAKOTA,20282,2022-08-17,2022-08-17
NORTHERN MARIANA ISLANDS,3875,2022-08-17,2022-08-17
OHIO,290194,2022-08-17,2022-08-17
OKLAHOMA,67798,2022-08-17,2022-08-17
OREGON,85418,2022-08-17,2022-08-17
PENNSYLVANIA,285781,2022-08-17,2022-08-17
RHODE ISLAND,30435,2022-08-17,2022-08-17
SOUTH CAROLINA,88955,2022-08-17,2022-08-17
SOUTH DAKOTA,22354,2022-08-17,2022-08-17
TENNESSEE,142440,2022-08-17,2022-08-17
TEXAS,480849,2022-08-17,2022-08-17
UTAH,45590,2022-08-17,2022-08-17
VERMONT,23530,2022-08-17,2022-08-17
VIRGIN ISLANDS,1698,2022-08-17,2022-08-17
VIRGINIA,141783,2022-08-17,2022-08-17
WASHINGTON,136359,2022-08-17,2022-08-17
WEST VIRGINIA,42801,2022-08-17,2022-08-17
WISCONSIN,131610,2022-08-17,2022-08-17
WYOMING,10417,2022-08-17,2022-08-17
