state,counts_rn,updated_date,scrape_date
ALABAMA,87548,2024-11-22,2024-11-23
ALASKA,23895,2024-11-22,2024-11-23
AMERICAN SAMOA,60,2024-11-22,2024-11-23
ARIZONA,114328,2024-11-22,2024-11-23
ARKANSAS,47779,2024-11-22,2024-11-23
CALIFORNIA-RN,545960,2024-11-22,2024-11-23
CALIFORNIA-VN (Non-Participating),NA,2024-11-22,2024-11-23
COLORADO,92730,2024-11-22,2024-11-23
CONNECTICUT,82668,2024-11-22,2024-11-23
DELAWARE,21484,2024-11-22,2024-11-23
DISTRICT OF COLUMBIA,41314,2024-11-22,2024-11-23
FLORIDA,380662,2024-11-22,2024-11-23
GEORGIA,146540,2024-11-22,2024-11-23
GUAM,1232,2024-11-22,2024-11-23
HAWAII,38162,2024-11-22,2024-11-23
IDAHO,29564,2024-11-22,2024-11-23
ILLINOIS,254139,2024-11-22,2024-11-23
INDIANA,131546,2024-11-22,2024-11-23
IOWA,58254,2024-11-22,2024-11-23
KANSAS,53266,2024-11-22,2024-11-23
KENTUCKY,74948,2024-11-22,2024-11-23
LOUISIANA-PN (Non-Participating),NA,2024-11-22,2024-11-23
LOUISIANA-RN,67091,2024-11-22,2024-11-23
MAINE,28924,2024-11-22,2024-11-23
MARYLAND,89691,2024-11-22,2024-11-23
MASSACHUSETTS,156916,2024-11-22,2024-11-23
MICHIGAN,175398,2024-11-22,2024-11-23
MINNESOTA,134543,2024-11-22,2024-11-23
MISSISSIPPI,54922,2024-11-22,2024-11-23
MISSOURI,124352,2024-11-22,2024-11-23
MONTANA,25082,2024-11-22,2024-11-23
NEBRASKA,31030,2024-11-22,2024-11-23
NEVADA,60571,2024-11-22,2024-11-23
NEW HAMPSHIRE,27348,2024-11-22,2024-11-23
NEW JERSEY,148400,2024-11-22,2024-11-23
NEW MEXICO,34106,2024-11-22,2024-11-23
NEW YORK,483458,2024-11-22,2024-11-23
NORTH CAROLINA,162122,2024-11-22,2024-11-23
NORTH DAKOTA,17892,2024-11-22,2024-11-23
NORTHERN MARIANA ISLANDS,4615,2024-11-22,2024-11-23
OHIO,233433,2024-11-22,2024-11-23
OKLAHOMA,53128,2024-11-22,2024-11-23
OREGON,86368,2024-11-22,2024-11-23
PENNSYLVANIA,237119,2024-11-22,2024-11-23
RHODE ISLAND,25643,2024-11-22,2024-11-23
SOUTH CAROLINA,83806,2024-11-22,2024-11-23
SOUTH DAKOTA,19993,2024-11-22,2024-11-23
TENNESSEE,116746,2024-11-22,2024-11-23
TEXAS,415649,2024-11-22,2024-11-23
UTAH,47583,2024-11-22,2024-11-23
VERMONT,13088,2024-11-22,2024-11-23
VIRGIN ISLANDS,1306,2024-11-22,2024-11-23
VIRGINIA,121185,2024-11-22,2024-11-23
WASHINGTON,108224,2024-11-22,2024-11-23
WEST VIRGINIA-PN (Non-Participating),NA,2024-11-22,2024-11-23
WEST VIRGINIA-RN,33400,2024-11-22,2024-11-23
WISCONSIN,114194,2024-11-22,2024-11-23
WYOMING,9565,2024-11-22,2024-11-23
TOTALS,5772970,2024-11-22,2024-11-23
