state,counts_rn,updated_date,scrape_date
ALABAMA,98620,2022-11-16,2022-11-16
ALASKA,21230,2022-11-16,2022-11-16
AMERICAN SAMOA,167,2022-11-16,2022-11-16
ARIZONA,107058,2022-11-16,2022-11-16
ARKANSAS,45763,2022-11-16,2022-11-16
CALIFORNIA-RN,492755,2022-11-16,2022-11-16
CALIFORNIA-VN (Non-Participating),NA,2022-11-16,2022-11-16
COLORADO,87734,2022-11-16,2022-11-16
CONNECTICUT,88075,2022-11-16,2022-11-16
DELAWARE,21023,2022-11-16,2022-11-16
DISTRICT OF COLUMBIA,35573,2022-11-16,2022-11-16
FLORIDA,359784,2022-11-16,2022-11-16
GEORGIA,139973,2022-11-16,2022-11-16
GUAM,1243,2022-11-16,2022-11-16
HAWAII,32579,2022-11-16,2022-11-16
IDAHO,28369,2022-11-16,2022-11-16
ILLINOIS,211198,2022-11-16,2022-11-16
INDIANA,127812,2022-11-16,2022-11-16
IOWA,59971,2022-11-16,2022-11-16
KANSAS,53366,2022-11-16,2022-11-16
KENTUCKY,73267,2022-11-16,2022-11-16
LOUISIANA-PN (Non-Participating),NA,2022-11-16,2022-11-16
LOUISIANA-RN,65640,2022-11-16,2022-11-16
MAINE,28827,2022-11-16,2022-11-16
MARYLAND,88143,2022-11-16,2022-11-16
MASSACHUSETTS,167629,2022-11-16,2022-11-16
MICHIGAN (Non-Participating),NA,2022-11-16,2022-11-16
MINNESOTA,128152,2022-11-16,2022-11-16
MISSISSIPPI,52674,2022-11-16,2022-11-16
MISSOURI,121852,2022-11-16,2022-11-16
MONTANA,21576,2022-11-16,2022-11-16
NEBRASKA,30962,2022-11-16,2022-11-16
NEVADA,56493,2022-11-16,2022-11-16
NEW HAMPSHIRE,26657,2022-11-16,2022-11-16
NEW JERSEY,141520,2022-11-16,2022-11-16
NEW MEXICO,31416,2022-11-16,2022-11-16
NEW YORK,382886,2022-11-16,2022-11-16
NORTH CAROLINA,154132,2022-11-16,2022-11-16
NORTH DAKOTA,17364,2022-11-16,2022-11-16
NORTHERN MARIANA ISLANDS,3540,2022-11-16,2022-11-16
OHIO,238435,2022-11-16,2022-11-16
OKLAHOMA,50697,2022-11-16,2022-11-16
OREGON,80971,2022-11-16,2022-11-16
PENNSYLVANIA,244018,2022-11-16,2022-11-16
RHODE ISLAND,28860,2022-11-16,2022-11-16
SOUTH CAROLINA,78576,2022-11-16,2022-11-16
SOUTH DAKOTA,19710,2022-11-16,2022-11-16
TENNESSEE,113092,2022-11-16,2022-11-16
TEXAS,379296,2022-11-16,2022-11-16
UTAH,43931,2022-11-16,2022-11-16
VERMONT,21922,2022-11-16,2022-11-16
VIRGIN ISLANDS,1691,2022-11-16,2022-11-16
VIRGINIA,115766,2022-11-16,2022-11-16
WASHINGTON,126557,2022-11-16,2022-11-16
WEST VIRGINIA-PN (Non-Participating),NA,2022-11-16,2022-11-16
WEST VIRGINIA-RN,34098,2022-11-16,2022-11-16
WISCONSIN,117226,2022-11-16,2022-11-16
WYOMING,9577,2022-11-16,2022-11-16
TOTALS,5309446,2022-11-16,2022-11-16
