state,counts_all,updated_date,scrape_date
ALABAMA,110222,2026-08-25,2026-08-25
ALASKA,25816,2026-08-25,2026-08-25
AMERICAN SAMOA,249,2026-08-25,2026-08-25
ARIZONA,127105,2026-08-25,2026-08-25
ARKANSAS,64142,2026-08-25,2026-08-25
CALIFORNIA,740380,2026-08-25,2026-08-25
COLORADO,101543,2026-08-25,2026-08-25
CONNECTICUT,89553,2026-08-25,2026-08-25
DELAWARE,23167,2026-08-25,2026-08-25
DISTRICT OF COLUMBIA,48201,2026-08-25,2026-08-25
FLORIDA,448758,2026-08-25,2026-08-25
GEORGIA,180499,2026-08-25,2026-08-25
GUAM,1495,2026-08-25,2026-08-25
HAWAII,40278,2026-08-25,2026-08-25
IDAHO,33852,2026-08-25,2026-08-25
ILLINOIS,293079,2026-08-25,2026-08-25
INDIANA,156776,2026-08-25,2026-08-25
IOWA,68549,2026-08-25,2026-08-25
KANSAS,63571,2026-08-25,2026-08-25
KENTUCKY,94348,2026-08-25,2026-08-25
LOUISIANA,91179,2026-08-25,2026-08-25
MAINE,30516,2026-08-25,2026-08-25
MARYLAND,102589,2026-08-25,2026-08-25
MASSACHUSETTS,182082,2026-08-25,2026-08-25
MICHIGAN,213090,2026-08-25,2026-08-25
MINNESOTA,158883,2026-08-25,2026-08-25
MISSISSIPPI,70341,2026-08-25,2026-08-25
MISSOURI,144090,2026-08-25,2026-08-25
MONTANA,29502,2026-08-25,2026-08-25
NEBRASKA,39506,2026-08-25,2026-08-25
NEVADA,70013,2026-08-25,2026-08-25
NEW HAMPSHIRE,31180,2026-08-25,2026-08-25
NEW JERSEY,174895,2026-08-25,2026-08-25
NEW MEXICO,38481,2026-08-25,2026-08-25
NEW YORK,642547,2026-08-25,2026-08-25
NORTH CAROLINA,193051,2026-08-25,2026-08-25
NORTH DAKOTA,20586,2026-08-25,2026-08-25
NORTHERN MARIANA ISLANDS,3659,2026-08-25,2026-08-25
OHIO,292373,2026-08-25,2026-08-25
OKLAHOMA,74061,2026-08-25,2026-08-25
OREGON,100212,2026-08-25,2026-08-25
PENNSYLVANIA,286565,2026-08-25,2026-08-25
RHODE ISLAND,24071,2026-08-25,2026-08-25
SOUTH CAROLINA,100958,2026-08-25,2026-08-25
SOUTH DAKOTA,23513,2026-08-25,2026-08-25
TENNESSEE,149015,2026-08-25,2026-08-25
TEXAS,538869,2026-08-25,2026-08-25
UTAH,51879,2026-08-25,2026-08-25
VERMONT,13914,2026-08-25,2026-08-25
VIRGIN ISLANDS,1286,2026-08-25,2026-08-25
VIRGINIA,152090,2026-08-25,2026-08-25
WASHINGTON,118217,2026-08-25,2026-08-25
WEST VIRGINIA,40113,2026-08-25,2026-08-25
WISCONSIN,127740,2026-08-25,2026-08-25
WYOMING,10164,2026-08-25,2026-08-25
