state,counts_lpn,updated_date,scrape_date
ALABAMA,16137,2025-06-27,2025-06-27
ALASKA,779,2025-06-27,2025-06-27
AMERICAN SAMOA,39,2025-06-27,2025-06-27
ARIZONA,11269,2025-06-27,2025-06-27
ARKANSAS,13836,2025-06-27,2025-06-27
CALIFORNIA-RN (Non-Participating),NA,2025-06-27,2025-06-27
CALIFORNIA-VN,114878,2025-06-27,2025-06-27
COLORADO,7562,2025-06-27,2025-06-27
CONNECTICUT,12789,2025-06-27,2025-06-27
DELAWARE,3170,2025-06-27,2025-06-27
DISTRICT OF COLUMBIA,2915,2025-06-27,2025-06-27
FLORIDA,66363,2025-06-27,2025-06-27
GEORGIA,27434,2025-06-27,2025-06-27
GUAM,192,2025-06-27,2025-06-27
HAWAII,2305,2025-06-27,2025-06-27
IDAHO,3290,2025-06-27,2025-06-27
ILLINOIS,23901,2025-06-27,2025-06-27
INDIANA,20639,2025-06-27,2025-06-27
IOWA,8634,2025-06-27,2025-06-27
KANSAS,9187,2025-06-27,2025-06-27
KENTUCKY,12707,2025-06-27,2025-06-27
LOUISIANA-PN,21785,2025-06-27,2025-06-27
LOUISIANA-RN (Non-Participating),NA,2025-06-27,2025-06-27
MAINE,1628,2025-06-27,2025-06-27
MARYLAND,11283,2025-06-27,2025-06-27
MASSACHUSETTS,20379,2025-06-27,2025-06-27
MICHIGAN,20715,2025-06-27,2025-06-27
MINNESOTA,17522,2025-06-27,2025-06-27
MISSISSIPPI,14436,2025-06-27,2025-06-27
MISSOURI,23073,2025-06-27,2025-06-27
MONTANA,2152,2025-06-27,2025-06-27
NEBRASKA,5550,2025-06-27,2025-06-27
NEVADA,4777,2025-06-27,2025-06-27
NEW HAMPSHIRE,3171,2025-06-27,2025-06-27
NEW JERSEY,24678,2025-06-27,2025-06-27
NEW MEXICO,2455,2025-06-27,2025-06-27
NEW YORK,77185,2025-06-27,2025-06-27
NORTH CAROLINA,22810,2025-06-27,2025-06-27
NORTH DAKOTA,2717,2025-06-27,2025-06-27
NORTHERN MARIANA ISLANDS,55,2025-06-27,2025-06-27
OHIO,51958,2025-06-27,2025-06-27
OKLAHOMA,16821,2025-06-27,2025-06-27
OREGON,6601,2025-06-27,2025-06-27
PENNSYLVANIA,50129,2025-06-27,2025-06-27
RHODE ISLAND,2445,2025-06-27,2025-06-27
SOUTH CAROLINA,12478,2025-06-27,2025-06-27
SOUTH DAKOTA,2766,2025-06-27,2025-06-27
TENNESSEE,29288,2025-06-27,2025-06-27
TEXAS,101321,2025-06-27,2025-06-27
UTAH,2678,2025-06-27,2025-06-27
VERMONT,1579,2025-06-27,2025-06-27
VIRGIN ISLANDS,78,2025-06-27,2025-06-27
VIRGINIA,26319,2025-06-27,2025-06-27
WASHINGTON,10278,2025-06-27,2025-06-27
WEST VIRGINIA-PN,7621,2025-06-27,2025-06-27
WEST VIRGINIA-RN (Non-Participating),NA,2025-06-27,2025-06-27
WISCONSIN,10072,2025-06-27,2025-06-27
WYOMING,796,2025-06-27,2025-06-27
TOTALS,967625,2025-06-27,2025-06-27
