state,counts_all,updated_date,scrape_date
ALABAMA,106060,2025-07-30,2025-07-30
ALASKA,21747,2025-07-30,2025-07-30
AMERICAN SAMOA,151,2025-07-30,2025-07-30
ARIZONA,130292,2025-07-30,2025-07-30
ARKANSAS,62988,2025-07-30,2025-07-30
CALIFORNIA,691509,2025-07-30,2025-07-30
COLORADO,99101,2025-07-30,2025-07-30
CONNECTICUT,95079,2025-07-30,2025-07-30
DELAWARE,25660,2025-07-30,2025-07-30
DISTRICT OF COLUMBIA,49313,2025-07-30,2025-07-30
FLORIDA,449032,2025-07-30,2025-07-30
GEORGIA,174506,2025-07-30,2025-07-30
GUAM,1509,2025-07-30,2025-07-30
HAWAII,33909,2025-07-30,2025-07-30
IDAHO,34747,2025-07-30,2025-07-30
ILLINOIS,270297,2025-07-30,2025-07-30
INDIANA,158026,2025-07-30,2025-07-30
IOWA,67331,2025-07-30,2025-07-30
KANSAS,63204,2025-07-30,2025-07-30
KENTUCKY,91781,2025-07-30,2025-07-30
LOUISIANA,89862,2025-07-30,2025-07-30
MAINE,30704,2025-07-30,2025-07-30
MARYLAND,102722,2025-07-30,2025-07-30
MASSACHUSETTS,186300,2025-07-30,2025-07-30
MICHIGAN,200636,2025-07-30,2025-07-30
MINNESOTA,157107,2025-07-30,2025-07-30
MISSISSIPPI,67957,2025-07-30,2025-07-30
MISSOURI,141565,2025-07-30,2025-07-30
MONTANA,28046,2025-07-30,2025-07-30
NEBRASKA,38121,2025-07-30,2025-07-30
NEVADA,66893,2025-07-30,2025-07-30
NEW HAMPSHIRE,30960,2025-07-30,2025-07-30
NEW JERSEY,172208,2025-07-30,2025-07-30
NEW MEXICO,37019,2025-07-30,2025-07-30
NEW YORK,588015,2025-07-30,2025-07-30
NORTH CAROLINA,188367,2025-07-30,2025-07-30
NORTH DAKOTA,20349,2025-07-30,2025-07-30
NORTHERN MARIANA ISLANDS,4252,2025-07-30,2025-07-30
OHIO,292658,2025-07-30,2025-07-30
OKLAHOMA,72273,2025-07-30,2025-07-30
OREGON,97049,2025-07-30,2025-07-30
PENNSYLVANIA,289969,2025-07-30,2025-07-30
RHODE ISLAND,23729,2025-07-30,2025-07-30
SOUTH CAROLINA,100795,2025-07-30,2025-07-30
SOUTH DAKOTA,22956,2025-07-30,2025-07-30
TENNESSEE,147355,2025-07-30,2025-07-30
TEXAS,528114,2025-07-30,2025-07-30
UTAH,48093,2025-07-30,2025-07-30
VERMONT,12874,2025-07-30,2025-07-30
VIRGIN ISLANDS,1332,2025-07-30,2025-07-30
VIRGINIA,149876,2025-07-30,2025-07-30
WASHINGTON,118180,2025-07-30,2025-07-30
WEST VIRGINIA,42473,2025-07-30,2025-07-30
WISCONSIN,130060,2025-07-30,2025-07-30
WYOMING,9421,2025-07-30,2025-07-30
