state,counts_lpn,updated_date,scrape_date
ALABAMA,15890,2025-05-03,2025-05-03
ALASKA,727,2025-05-03,2025-05-03
AMERICAN SAMOA,23,2025-05-03,2025-05-03
ARIZONA,11120,2025-05-03,2025-05-03
ARKANSAS,13667,2025-05-03,2025-05-03
CALIFORNIA-RN (Non-Participating),NA,2025-05-03,2025-05-03
CALIFORNIA-VN,113877,2025-05-03,2025-05-03
COLORADO,7503,2025-05-03,2025-05-03
CONNECTICUT,12707,2025-05-03,2025-05-03
DELAWARE,3139,2025-05-03,2025-05-03
DISTRICT OF COLUMBIA,2888,2025-05-03,2025-05-03
FLORIDA,66046,2025-05-03,2025-05-03
GEORGIA,30674,2025-05-03,2025-05-03
GUAM,191,2025-05-03,2025-05-03
HAWAII,2280,2025-05-03,2025-05-03
IDAHO,3275,2025-05-03,2025-05-03
ILLINOIS,27711,2025-05-03,2025-05-03
INDIANA,20474,2025-05-03,2025-05-03
IOWA,8695,2025-05-03,2025-05-03
KANSAS,8997,2025-05-03,2025-05-03
KENTUCKY,12574,2025-05-03,2025-05-03
LOUISIANA-PN,21350,2025-05-03,2025-05-03
LOUISIANA-RN (Non-Participating),NA,2025-05-03,2025-05-03
MAINE,1639,2025-05-03,2025-05-03
MARYLAND,11164,2025-05-03,2025-05-03
MASSACHUSETTS,20319,2025-05-03,2025-05-03
MICHIGAN,20647,2025-05-03,2025-05-03
MINNESOTA,17396,2025-05-03,2025-05-03
MISSISSIPPI,14367,2025-05-03,2025-05-03
MISSOURI,22934,2025-05-03,2025-05-03
MONTANA,2138,2025-05-03,2025-05-03
NEBRASKA,5405,2025-05-03,2025-05-03
NEVADA,4776,2025-05-03,2025-05-03
NEW HAMPSHIRE,3187,2025-05-03,2025-05-03
NEW JERSEY,24535,2025-05-03,2025-05-03
NEW MEXICO,2417,2025-05-03,2025-05-03
NEW YORK,76869,2025-05-03,2025-05-03
NORTH CAROLINA,22791,2025-05-03,2025-05-03
NORTH DAKOTA,2651,2025-05-03,2025-05-03
NORTHERN MARIANA ISLANDS,54,2025-05-03,2025-05-03
OHIO,51317,2025-05-03,2025-05-03
OKLAHOMA,16759,2025-05-03,2025-05-03
OREGON,6591,2025-05-03,2025-05-03
PENNSYLVANIA,49716,2025-05-03,2025-05-03
RHODE ISLAND,2378,2025-05-03,2025-05-03
SOUTH CAROLINA,12429,2025-05-03,2025-05-03
SOUTH DAKOTA,2757,2025-05-03,2025-05-03
TENNESSEE,29237,2025-05-03,2025-05-03
TEXAS,101050,2025-05-03,2025-05-03
UTAH,2705,2025-05-03,2025-05-03
VERMONT,1573,2025-05-03,2025-05-03
VIRGIN ISLANDS,77,2025-05-03,2025-05-03
VIRGINIA,26139,2025-05-03,2025-05-03
WASHINGTON,10234,2025-05-03,2025-05-03
WEST VIRGINIA-PN,7641,2025-05-03,2025-05-03
WEST VIRGINIA-RN (Non-Participating),NA,2025-05-03,2025-05-03
WISCONSIN,9559,2025-05-03,2025-05-03
WYOMING,709,2025-05-03,2025-05-03
TOTALS,967968,2025-05-03,2025-05-03
