state,counts_all,updated_date,scrape_date
ALABAMA,110664,2021-11-20,2021-11-21
ALASKA,18548,2021-11-20,2021-11-21
AMERICAN SAMOA,298,2021-11-20,2021-11-21
ARIZONA,112685,2021-11-20,2021-11-21
ARKANSAS,58969,2021-11-20,2021-11-21
CALIFORNIA,570180,2021-11-20,2021-11-21
COLORADO,92778,2021-11-20,2021-11-21
CONNECTICUT,94376,2021-11-20,2021-11-21
DELAWARE,22387,2021-11-20,2021-11-21
DISTRICT OF COLUMBIA,31969,2021-11-20,2021-11-21
FLORIDA,406146,2021-11-20,2021-11-21
GEORGIA,168231,2021-11-20,2021-11-21
GUAM,1713,2021-11-20,2021-11-21
HAWAII,27815,2021-11-20,2021-11-21
IDAHO,28896,2021-11-20,2021-11-21
ILLINOIS,243677,2021-11-20,2021-11-21
INDIANA,156673,2021-11-20,2021-11-21
IOWA,68666,2021-11-20,2021-11-21
KANSAS,63517,2021-11-20,2021-11-21
KENTUCKY,84293,2021-11-20,2021-11-21
LOUISIANA,87136,2021-11-20,2021-11-21
MAINE,29837,2021-11-20,2021-11-21
MARYLAND,98422,2021-11-20,2021-11-21
MASSACHUSETTS,172672,2021-11-20,2021-11-21
MICHIGAN (Non-Participating),NA,2021-11-20,2021-11-21
MINNESOTA,139227,2021-11-20,2021-11-21
MISSISSIPPI,64420,2021-11-20,2021-11-21
MISSOURI,140506,2021-11-20,2021-11-21
MONTANA,22396,2021-11-20,2021-11-21
NEBRASKA,36323,2021-11-20,2021-11-21
NEVADA,55674,2021-11-20,2021-11-21
NEW HAMPSHIRE,28596,2021-11-20,2021-11-21
NEW JERSEY,162588,2021-11-20,2021-11-21
NEW MEXICO,32562,2021-11-20,2021-11-21
NEW YORK,490204,2021-11-20,2021-11-21
NORTH CAROLINA,171492,2021-11-20,2021-11-21
NORTH DAKOTA,20118,2021-11-20,2021-11-21
NORTHERN MARIANA ISLANDS,3514,2021-11-20,2021-11-21
OHIO,273054,2021-11-20,2021-11-21
OKLAHOMA,67624,2021-11-20,2021-11-21
OREGON,78960,2021-11-20,2021-11-21
PENNSYLVANIA,283247,2021-11-20,2021-11-21
RHODE ISLAND,29418,2021-11-20,2021-11-21
SOUTH CAROLINA,89194,2021-11-20,2021-11-21
SOUTH DAKOTA,21963,2021-11-20,2021-11-21
TENNESSEE,140678,2021-11-20,2021-11-21
TEXAS,469433,2021-11-20,2021-11-21
UTAH,42664,2021-11-20,2021-11-21
VERMONT,22510,2021-11-20,2021-11-21
VIRGIN ISLANDS,1392,2021-11-20,2021-11-21
VIRGINIA,139225,2021-11-20,2021-11-21
WASHINGTON,127606,2021-11-20,2021-11-21
WEST VIRGINIA,40680,2021-11-20,2021-11-21
WISCONSIN,125793,2021-11-20,2021-11-21
WYOMING,9641,2021-11-20,2021-11-21
