state,counts_all,updated_date,scrape_date
ALABAMA,106021,2025-08-16,2025-08-17
ALASKA,21903,2025-08-16,2025-08-17
AMERICAN SAMOA,176,2025-08-16,2025-08-17
ARIZONA,125217,2025-08-16,2025-08-17
ARKANSAS,63011,2025-08-16,2025-08-17
CALIFORNIA,693638,2025-08-16,2025-08-17
COLORADO,99498,2025-08-16,2025-08-17
CONNECTICUT,95068,2025-08-16,2025-08-17
DELAWARE,25767,2025-08-16,2025-08-17
DISTRICT OF COLUMBIA,49663,2025-08-16,2025-08-17
FLORIDA,450118,2025-08-16,2025-08-17
GEORGIA,174963,2025-08-16,2025-08-17
GUAM,1523,2025-08-16,2025-08-17
HAWAII,34309,2025-08-16,2025-08-17
IDAHO,34854,2025-08-16,2025-08-17
ILLINOIS,271810,2025-08-16,2025-08-17
INDIANA,158483,2025-08-16,2025-08-17
IOWA,67648,2025-08-16,2025-08-17
KANSAS,63108,2025-08-16,2025-08-17
KENTUCKY,92023,2025-08-16,2025-08-17
LOUISIANA,89995,2025-08-16,2025-08-17
MAINE,30651,2025-08-16,2025-08-17
MARYLAND,102685,2025-08-16,2025-08-17
MASSACHUSETTS,187304,2025-08-16,2025-08-17
MICHIGAN,200985,2025-08-16,2025-08-17
MINNESOTA,156944,2025-08-16,2025-08-17
MISSISSIPPI,68124,2025-08-16,2025-08-17
MISSOURI,141825,2025-08-16,2025-08-17
MONTANA,28202,2025-08-16,2025-08-17
NEBRASKA,38236,2025-08-16,2025-08-17
NEVADA,67051,2025-08-16,2025-08-17
NEW HAMPSHIRE,30828,2025-08-16,2025-08-17
NEW JERSEY,172918,2025-08-16,2025-08-17
NEW MEXICO,36992,2025-08-16,2025-08-17
NEW YORK,591705,2025-08-16,2025-08-17
NORTH CAROLINA,188216,2025-08-16,2025-08-17
NORTH DAKOTA,20491,2025-08-16,2025-08-17
NORTHERN MARIANA ISLANDS,4228,2025-08-16,2025-08-17
OHIO,292922,2025-08-16,2025-08-17
OKLAHOMA,72280,2025-08-16,2025-08-17
OREGON,97349,2025-08-16,2025-08-17
PENNSYLVANIA,290610,2025-08-16,2025-08-17
RHODE ISLAND,23863,2025-08-16,2025-08-17
SOUTH CAROLINA,100967,2025-08-16,2025-08-17
SOUTH DAKOTA,22977,2025-08-16,2025-08-17
TENNESSEE,147171,2025-08-16,2025-08-17
TEXAS,527040,2025-08-16,2025-08-17
UTAH,48268,2025-08-16,2025-08-17
VERMONT,12993,2025-08-16,2025-08-17
VIRGIN ISLANDS,1307,2025-08-16,2025-08-17
VIRGINIA,149776,2025-08-16,2025-08-17
WASHINGTON,119364,2025-08-16,2025-08-17
WEST VIRGINIA,42612,2025-08-16,2025-08-17
WISCONSIN,130555,2025-08-16,2025-08-17
WYOMING,9441,2025-08-16,2025-08-17
