state,counts_lpn,updated_date,scrape_date
ALABAMA,16413,2025-08-30,2025-08-31
ALASKA,808,2025-08-30,2025-08-31
AMERICAN SAMOA,57,2025-08-30,2025-08-31
ARIZONA,10696,2025-08-30,2025-08-31
ARKANSAS,13917,2025-08-30,2025-08-31
CALIFORNIA-RN (Non-Participating),NA,2025-08-30,2025-08-31
CALIFORNIA-VN,115496,2025-08-30,2025-08-31
COLORADO,7719,2025-08-30,2025-08-31
CONNECTICUT,12824,2025-08-30,2025-08-31
DELAWARE,3272,2025-08-30,2025-08-31
DISTRICT OF COLUMBIA,2955,2025-08-30,2025-08-31
FLORIDA,57522,2025-08-30,2025-08-31
GEORGIA,27722,2025-08-30,2025-08-31
GUAM,197,2025-08-30,2025-08-31
HAWAII,1742,2025-08-30,2025-08-31
IDAHO,3341,2025-08-30,2025-08-31
ILLINOIS,24511,2025-08-30,2025-08-31
INDIANA,20954,2025-08-30,2025-08-31
IOWA,8940,2025-08-30,2025-08-31
KANSAS,9246,2025-08-30,2025-08-31
KENTUCKY,12962,2025-08-30,2025-08-31
LOUISIANA-PN,21918,2025-08-30,2025-08-31
LOUISIANA-RN (Non-Participating),NA,2025-08-30,2025-08-31
MAINE,1605,2025-08-30,2025-08-31
MARYLAND,11283,2025-08-30,2025-08-31
MASSACHUSETTS,20770,2025-08-30,2025-08-31
MICHIGAN,20737,2025-08-30,2025-08-31
MINNESOTA,17596,2025-08-30,2025-08-31
MISSISSIPPI,14673,2025-08-30,2025-08-31
MISSOURI,23397,2025-08-30,2025-08-31
MONTANA,2183,2025-08-30,2025-08-31
NEBRASKA,5666,2025-08-30,2025-08-31
NEVADA,4779,2025-08-30,2025-08-31
NEW HAMPSHIRE,3151,2025-08-30,2025-08-31
NEW JERSEY,23593,2025-08-30,2025-08-31
NEW MEXICO,2476,2025-08-30,2025-08-31
NEW YORK,77983,2025-08-30,2025-08-31
NORTH CAROLINA,23038,2025-08-30,2025-08-31
NORTH DAKOTA,2836,2025-08-30,2025-08-31
NORTHERN MARIANA ISLANDS,55,2025-08-30,2025-08-31
OHIO,52842,2025-08-30,2025-08-31
OKLAHOMA,16866,2025-08-30,2025-08-31
OREGON,6706,2025-08-30,2025-08-31
PENNSYLVANIA,50640,2025-08-30,2025-08-31
RHODE ISLAND,2529,2025-08-30,2025-08-31
SOUTH CAROLINA,12559,2025-08-30,2025-08-31
SOUTH DAKOTA,2801,2025-08-30,2025-08-31
TENNESSEE,29198,2025-08-30,2025-08-31
TEXAS,101221,2025-08-30,2025-08-31
UTAH,2770,2025-08-30,2025-08-31
VERMONT,1681,2025-08-30,2025-08-31
VIRGIN ISLANDS,79,2025-08-30,2025-08-31
VIRGINIA,26318,2025-08-30,2025-08-31
WASHINGTON,10595,2025-08-30,2025-08-31
WEST VIRGINIA-PN,7218,2025-08-30,2025-08-31
WEST VIRGINIA-RN (Non-Participating),NA,2025-08-30,2025-08-31
WISCONSIN,10492,2025-08-30,2025-08-31
WYOMING,814,2025-08-30,2025-08-31
TOTALS,964362,2025-08-30,2025-08-31
