state,counts_rn,updated_date,scrape_date
ALABAMA,90827,2026-01-05,2026-01-13
ALASKA,22324,2026-01-05,2026-01-13
AMERICAN SAMOA,159,2026-01-05,2026-01-13
ARIZONA,116943,2026-01-05,2026-01-13
ARKANSAS,49202,2026-01-05,2026-01-13
CALIFORNIA-RN,592136,2026-01-05,2026-01-13
CALIFORNIA-VN (Non-Participating),NA,2026-01-05,2026-01-13
COLORADO,88874,2026-01-05,2026-01-13
CONNECTICUT,81763,2026-01-05,2026-01-13
DELAWARE,19062,2026-01-05,2026-01-13
DISTRICT OF COLUMBIA,48957,2026-01-05,2026-01-13
FLORIDA,390394,2026-01-05,2026-01-13
GEORGIA,149360,2026-01-05,2026-01-13
GUAM,1165,2026-01-05,2026-01-13
HAWAII,34481,2026-01-05,2026-01-13
IDAHO,28490,2026-01-05,2026-01-13
ILLINOIS,254485,2026-01-05,2026-01-13
INDIANA,127479,2026-01-05,2026-01-13
IOWA,58512,2026-01-05,2026-01-13
KANSAS,53433,2026-01-05,2026-01-13
KENTUCKY,77962,2026-01-05,2026-01-13
LOUISIANA-PN (Non-Participating),NA,2026-01-05,2026-01-13
LOUISIANA-RN,68210,2026-01-05,2026-01-13
MAINE,28675,2026-01-05,2026-01-13
MARYLAND,90553,2026-01-05,2026-01-13
MASSACHUSETTS,169994,2026-01-05,2026-01-13
MICHIGAN,180811,2026-01-05,2026-01-13
MINNESOTA,139038,2026-01-05,2026-01-13
MISSISSIPPI,54120,2026-01-05,2026-01-13
MISSOURI,118662,2026-01-05,2026-01-13
MONTANA,27123,2026-01-05,2026-01-13
NEBRASKA,32999,2026-01-05,2026-01-13
NEVADA,62771,2026-01-05,2026-01-13
NEW HAMPSHIRE,27694,2026-01-05,2026-01-13
NEW JERSEY,152545,2026-01-05,2026-01-13
NEW MEXICO,34589,2026-01-05,2026-01-13
NEW YORK,531321,2026-01-05,2026-01-13
NORTH CAROLINA,164947,2026-01-05,2026-01-13
NORTH DAKOTA,16812,2026-01-05,2026-01-13
NORTHERN MARIANA ISLANDS,3852,2026-01-05,2026-01-13
OHIO,226812,2026-01-05,2026-01-13
OKLAHOMA,56190,2026-01-05,2026-01-13
OREGON,91063,2026-01-05,2026-01-13
PENNSYLVANIA,236088,2026-01-05,2026-01-13
RHODE ISLAND,21835,2026-01-05,2026-01-13
SOUTH CAROLINA,90078,2026-01-05,2026-01-13
SOUTH DAKOTA,20287,2026-01-05,2026-01-13
TENNESSEE,117980,2026-01-05,2026-01-13
TEXAS,427262,2026-01-05,2026-01-13
UTAH,46673,2026-01-05,2026-01-13
VERMONT,11745,2026-01-05,2026-01-13
VIRGIN ISLANDS,1085,2026-01-05,2026-01-13
VIRGINIA,123033,2026-01-05,2026-01-13
WASHINGTON,106849,2026-01-05,2026-01-13
WEST VIRGINIA-PN (Non-Participating),NA,2026-01-05,2026-01-13
WEST VIRGINIA-RN,35938,2026-01-05,2026-01-13
WISCONSIN,121772,2026-01-05,2026-01-13
WYOMING,8784,2026-01-05,2026-01-13
TOTALS,5934198,2026-01-05,2026-01-13
