state,counts_all,updated_date,scrape_date
ALABAMA,102455,2024-09-02,2024-09-02
ALASKA,24063,2024-09-02,2024-09-02
AMERICAN SAMOA,33,2024-09-02,2024-09-02
ARIZONA,123458,2024-09-02,2024-09-02
ARKANSAS,61668,2024-09-02,2024-09-02
CALIFORNIA,649834,2024-09-02,2024-09-02
COLORADO,100391,2024-09-02,2024-09-02
CONNECTICUT,95229,2024-09-02,2024-09-02
DELAWARE,24132,2024-09-02,2024-09-02
DISTRICT OF COLUMBIA,50971,2024-09-02,2024-09-02
FLORIDA,439181,2024-09-02,2024-09-02
GEORGIA,174455,2024-09-02,2024-09-02
GUAM,1358,2024-09-02,2024-09-02
HAWAII,38626,2024-09-02,2024-09-02
IDAHO,32622,2024-09-02,2024-09-02
ILLINOIS,275871,2024-09-02,2024-09-02
INDIANA,153103,2024-09-02,2024-09-02
IOWA,67507,2024-09-02,2024-09-02
KANSAS,62639,2024-09-02,2024-09-02
KENTUCKY,91084,2024-09-02,2024-09-02
LOUISIANA,88729,2024-09-02,2024-09-02
MAINE,30683,2024-09-02,2024-09-02
MARYLAND,100691,2024-09-02,2024-09-02
MASSACHUSETTS,184938,2024-09-02,2024-09-02
MICHIGAN,197817,2024-09-02,2024-09-02
MINNESOTA,152421,2024-09-02,2024-09-02
MISSISSIPPI,68392,2024-09-02,2024-09-02
MISSOURI,145763,2024-09-02,2024-09-02
MONTANA,26616,2024-09-02,2024-09-02
NEBRASKA,39569,2024-09-02,2024-09-02
NEVADA,65042,2024-09-02,2024-09-02
NEW HAMPSHIRE,30470,2024-09-02,2024-09-02
NEW JERSEY,170480,2024-09-02,2024-09-02
NEW MEXICO,36199,2024-09-02,2024-09-02
NEW YORK,550106,2024-09-02,2024-09-02
NORTH CAROLINA,184733,2024-09-02,2024-09-02
NORTH DAKOTA,20677,2024-09-02,2024-09-02
NORTHERN MARIANA ISLANDS,4739,2024-09-02,2024-09-02
OHIO,287332,2024-09-02,2024-09-02
OKLAHOMA,70648,2024-09-02,2024-09-02
OREGON,92590,2024-09-02,2024-09-02
PENNSYLVANIA,292081,2024-09-02,2024-09-02
RHODE ISLAND,27896,2024-09-02,2024-09-02
SOUTH CAROLINA,94526,2024-09-02,2024-09-02
SOUTH DAKOTA,22735,2024-09-02,2024-09-02
TENNESSEE,146182,2024-09-02,2024-09-02
TEXAS,514156,2024-09-02,2024-09-02
UTAH,49362,2024-09-02,2024-09-02
VERMONT,14388,2024-09-02,2024-09-02
VIRGIN ISLANDS,1332,2024-09-02,2024-09-02
VIRGINIA,147254,2024-09-02,2024-09-02
WASHINGTON,119616,2024-09-02,2024-09-02
WEST VIRGINIA,45493,2024-09-02,2024-09-02
WISCONSIN,124531,2024-09-02,2024-09-02
WYOMING,10426,2024-09-02,2024-09-02
