state,counts_rn,updated_date,scrape_date
ALABAMA,98658,2022-11-24,2022-11-24
ALASKA,21313,2022-11-24,2022-11-24
AMERICAN SAMOA,167,2022-11-24,2022-11-24
ARIZONA,107256,2022-11-24,2022-11-24
ARKANSAS,45802,2022-11-24,2022-11-24
CALIFORNIA-RN,494396,2022-11-24,2022-11-24
CALIFORNIA-VN (Non-Participating),NA,2022-11-24,2022-11-24
COLORADO,87862,2022-11-24,2022-11-24
CONNECTICUT,88075,2022-11-24,2022-11-24
DELAWARE,21057,2022-11-24,2022-11-24
DISTRICT OF COLUMBIA,35759,2022-11-24,2022-11-24
FLORIDA,360402,2022-11-24,2022-11-24
GEORGIA,140137,2022-11-24,2022-11-24
GUAM,1258,2022-11-24,2022-11-24
HAWAII,32771,2022-11-24,2022-11-24
IDAHO,28426,2022-11-24,2022-11-24
ILLINOIS,211707,2022-11-24,2022-11-24
INDIANA,127941,2022-11-24,2022-11-24
IOWA,57819,2022-11-24,2022-11-24
KANSAS,53368,2022-11-24,2022-11-24
KENTUCKY,73362,2022-11-24,2022-11-24
LOUISIANA-PN (Non-Participating),NA,2022-11-24,2022-11-24
LOUISIANA-RN,65614,2022-11-24,2022-11-24
MAINE,28823,2022-11-24,2022-11-24
MARYLAND,88287,2022-11-24,2022-11-24
MASSACHUSETTS,167894,2022-11-24,2022-11-24
MICHIGAN (Non-Participating),NA,2022-11-24,2022-11-24
MINNESOTA,128637,2022-11-24,2022-11-24
MISSISSIPPI,52662,2022-11-24,2022-11-24
MISSOURI,121932,2022-11-24,2022-11-24
MONTANA,21630,2022-11-24,2022-11-24
NEBRASKA,31048,2022-11-24,2022-11-24
NEVADA,56584,2022-11-24,2022-11-24
NEW HAMPSHIRE,26682,2022-11-24,2022-11-24
NEW JERSEY,141754,2022-11-24,2022-11-24
NEW MEXICO,31484,2022-11-24,2022-11-24
NEW YORK,383690,2022-11-24,2022-11-24
NORTH CAROLINA,154240,2022-11-24,2022-11-24
NORTH DAKOTA,17406,2022-11-24,2022-11-24
NORTHERN MARIANA ISLANDS,3580,2022-11-24,2022-11-24
OHIO,238656,2022-11-24,2022-11-24
OKLAHOMA,50759,2022-11-24,2022-11-24
OREGON,81036,2022-11-24,2022-11-24
PENNSYLVANIA,244351,2022-11-24,2022-11-24
RHODE ISLAND,28939,2022-11-24,2022-11-24
SOUTH CAROLINA,78691,2022-11-24,2022-11-24
SOUTH DAKOTA,19709,2022-11-24,2022-11-24
TENNESSEE,113193,2022-11-24,2022-11-24
TEXAS,379845,2022-11-24,2022-11-24
UTAH,43986,2022-11-24,2022-11-24
VERMONT,21937,2022-11-24,2022-11-24
VIRGIN ISLANDS,1073,2022-11-24,2022-11-24
VIRGINIA,115945,2022-11-24,2022-11-24
WASHINGTON,126631,2022-11-24,2022-11-24
WEST VIRGINIA-PN (Non-Participating),NA,2022-11-24,2022-11-24
WEST VIRGINIA-RN,34187,2022-11-24,2022-11-24
WISCONSIN,117376,2022-11-24,2022-11-24
WYOMING,9573,2022-11-24,2022-11-24
TOTALS,5315370,2022-11-24,2022-11-24
