state,counts_rn,updated_date,scrape_date
ALABAMA,93431,2021-11-13,2021-11-14
ALASKA,17703,2021-11-13,2021-11-14
AMERICAN SAMOA,166,2021-11-13,2021-11-14
ARIZONA,101792,2021-11-13,2021-11-14
ARKANSAS,44716,2021-11-13,2021-11-14
CALIFORNIA-RN,463391,2021-11-13,2021-11-14
CALIFORNIA-VN (Non-Participating),NA,2021-11-13,2021-11-14
COLORADO,84664,2021-11-13,2021-11-14
CONNECTICUT,80527,2021-11-13,2021-11-14
DELAWARE,19171,2021-11-13,2021-11-14
DISTRICT OF COLUMBIA,29705,2021-11-13,2021-11-14
FLORIDA,344366,2021-11-13,2021-11-14
GEORGIA,138537,2021-11-13,2021-11-14
GUAM,1513,2021-11-13,2021-11-14
HAWAII,25949,2021-11-13,2021-11-14
IDAHO,25300,2021-11-13,2021-11-14
ILLINOIS,217842,2021-11-13,2021-11-14
INDIANA,133737,2021-11-13,2021-11-14
IOWA,58726,2021-11-13,2021-11-14
KANSAS,53796,2021-11-13,2021-11-14
KENTUCKY,71509,2021-11-13,2021-11-14
LOUISIANA-PN (Non-Participating),NA,2021-11-13,2021-11-14
LOUISIANA-RN,65374,2021-11-13,2021-11-14
MAINE,27901,2021-11-13,2021-11-14
MARYLAND,86899,2021-11-13,2021-11-14
MASSACHUSETTS,152187,2021-11-13,2021-11-14
MICHIGAN (Non-Participating),NA,2021-11-13,2021-11-14
MINNESOTA,119408,2021-11-13,2021-11-14
MISSISSIPPI,50300,2021-11-13,2021-11-14
MISSOURI,115981,2021-11-13,2021-11-14
MONTANA,19922,2021-11-13,2021-11-14
NEBRASKA,31114,2021-11-13,2021-11-14
NEVADA,51174,2021-11-13,2021-11-14
NEW HAMPSHIRE,25485,2021-11-13,2021-11-14
NEW JERSEY,138704,2021-11-13,2021-11-14
NEW MEXICO,30034,2021-11-13,2021-11-14
NEW YORK,402654,2021-11-13,2021-11-14
NORTH CAROLINA,148595,2021-11-13,2021-11-14
NORTH DAKOTA,16668,2021-11-13,2021-11-14
NORTHERN MARIANA ISLANDS,3468,2021-11-13,2021-11-14
OHIO,219459,2021-11-13,2021-11-14
OKLAHOMA,51864,2021-11-13,2021-11-14
OREGON,72852,2021-11-13,2021-11-14
PENNSYLVANIA,230419,2021-11-13,2021-11-14
RHODE ISLAND,26816,2021-11-13,2021-11-14
SOUTH CAROLINA,76831,2021-11-13,2021-11-14
SOUTH DAKOTA,19263,2021-11-13,2021-11-14
TENNESSEE,110404,2021-11-13,2021-11-14
TEXAS,362930,2021-11-13,2021-11-14
UTAH,39852,2021-11-13,2021-11-14
VERMONT,19869,2021-11-13,2021-11-14
VIRGIN ISLANDS,1301,2021-11-13,2021-11-14
VIRGINIA,112076,2021-11-13,2021-11-14
WASHINGTON,116472,2021-11-13,2021-11-14
WEST VIRGINIA-PN (Non-Participating),NA,2021-11-13,2021-11-14
WEST VIRGINIA-RN,32674,2021-11-13,2021-11-14
WISCONSIN,110692,2021-11-13,2021-11-14
WYOMING,8787,2021-11-13,2021-11-14
TOTALS,5104970,2021-11-13,2021-11-14
