state,counts_all,updated_date,scrape_date
ALABAMA,113723,2022-06-25,2022-06-26
ALASKA,20563,2022-06-25,2022-06-26
AMERICAN SAMOA,298,2022-06-25,2022-06-26
ARIZONA,118377,2022-06-25,2022-06-26
ARKANSAS,59942,2022-06-25,2022-06-26
CALIFORNIA,584753,2022-06-25,2022-06-26
COLORADO,92827,2022-06-25,2022-06-26
CONNECTICUT,99678,2022-06-25,2022-06-26
DELAWARE,22975,2022-06-25,2022-06-26
DISTRICT OF COLUMBIA,34453,2022-06-25,2022-06-26
FLORIDA,419657,2022-06-25,2022-06-26
GEORGIA,168660,2022-06-25,2022-06-26
GUAM,1888,2022-06-25,2022-06-26
HAWAII,32009,2022-06-25,2022-06-26
IDAHO,31063,2022-06-25,2022-06-26
ILLINOIS,252340,2022-06-25,2022-06-26
INDIANA,147674,2022-06-25,2022-06-26
IOWA,69262,2022-06-25,2022-06-26
KANSAS,63330,2022-06-25,2022-06-26
KENTUCKY,88409,2022-06-25,2022-06-26
LOUISIANA,85910,2022-06-25,2022-06-26
MAINE,30447,2022-06-25,2022-06-26
MARYLAND,99356,2022-06-25,2022-06-26
MASSACHUSETTS,180844,2022-06-25,2022-06-26
MICHIGAN (Non-Participating),NA,2022-06-25,2022-06-26
MINNESOTA,141764,2022-06-25,2022-06-26
MISSISSIPPI,65018,2022-06-25,2022-06-26
MISSOURI,141499,2022-06-25,2022-06-26
MONTANA,22899,2022-06-25,2022-06-26
NEBRASKA,37675,2022-06-25,2022-06-26
NEVADA,59717,2022-06-25,2022-06-26
NEW HAMPSHIRE,29333,2022-06-25,2022-06-26
NEW JERSEY,167116,2022-06-25,2022-06-26
NEW MEXICO,33296,2022-06-25,2022-06-26
NEW YORK,435917,2022-06-25,2022-06-26
NORTH CAROLINA,175141,2022-06-25,2022-06-26
NORTH DAKOTA,19867,2022-06-25,2022-06-26
NORTHERN MARIANA ISLANDS,3671,2022-06-25,2022-06-26
OHIO,286323,2022-06-25,2022-06-26
OKLAHOMA,67424,2022-06-25,2022-06-26
OREGON,83155,2022-06-25,2022-06-26
PENNSYLVANIA,288738,2022-06-25,2022-06-26
RHODE ISLAND,29505,2022-06-25,2022-06-26
SOUTH CAROLINA,87765,2022-06-25,2022-06-26
SOUTH DAKOTA,22276,2022-06-25,2022-06-26
TENNESSEE,141230,2022-06-25,2022-06-26
TEXAS,479596,2022-06-25,2022-06-26
UTAH,44728,2022-06-25,2022-06-26
VERMONT,23092,2022-06-25,2022-06-26
VIRGIN ISLANDS,1651,2022-06-25,2022-06-26
VIRGINIA,140710,2022-06-25,2022-06-26
WASHINGTON,133818,2022-06-25,2022-06-26
WEST VIRGINIA,43226,2022-06-25,2022-06-26
WISCONSIN,130378,2022-06-25,2022-06-26
WYOMING,10308,2022-06-25,2022-06-26
