state,counts_rn,updated_date,scrape_date
ALABAMA,92716,2021-09-17,2021-09-18
ALASKA,16748,2021-09-17,2021-09-18
AMERICAN SAMOA,166,2021-09-17,2021-09-18
ARIZONA,100233,2021-09-17,2021-09-18
ARKANSAS,44688,2021-09-17,2021-09-18
CALIFORNIA-RN,460947,2021-09-17,2021-09-18
CALIFORNIA-VN (Non-Participating),NA,2021-09-17,2021-09-18
COLORADO,83660,2021-09-17,2021-09-18
CONNECTICUT,79208,2021-09-17,2021-09-18
DELAWARE,21359,2021-09-17,2021-09-18
DISTRICT OF COLUMBIA,28927,2021-09-17,2021-09-18
FLORIDA,339775,2021-09-17,2021-09-18
GEORGIA,137530,2021-09-17,2021-09-18
GUAM,1510,2021-09-17,2021-09-18
HAWAII,24779,2021-09-17,2021-09-18
IDAHO,24524,2021-09-17,2021-09-18
ILLINOIS,215473,2021-09-17,2021-09-18
INDIANA,132643,2021-09-17,2021-09-18
IOWA,61950,2021-09-17,2021-09-18
KANSAS,54132,2021-09-17,2021-09-18
KENTUCKY,75850,2021-09-17,2021-09-18
LOUISIANA-PN (Non-Participating),NA,2021-09-17,2021-09-18
LOUISIANA-RN,65272,2021-09-17,2021-09-18
MAINE,27777,2021-09-17,2021-09-18
MARYLAND,86786,2021-09-17,2021-09-18
MASSACHUSETTS,156678,2021-09-17,2021-09-18
MICHIGAN (Non-Participating),NA,2021-09-17,2021-09-18
MINNESOTA,119106,2021-09-17,2021-09-18
MISSISSIPPI,50061,2021-09-17,2021-09-18
MISSOURI,115266,2021-09-17,2021-09-18
MONTANA,19351,2021-09-17,2021-09-18
NEBRASKA,33855,2021-09-17,2021-09-18
NEVADA,50735,2021-09-17,2021-09-18
NEW HAMPSHIRE,25221,2021-09-17,2021-09-18
NEW JERSEY,137247,2021-09-17,2021-09-18
NEW MEXICO,29847,2021-09-17,2021-09-18
NEW YORK,399231,2021-09-17,2021-09-18
NORTH CAROLINA,148284,2021-09-17,2021-09-18
NORTH DAKOTA,16468,2021-09-17,2021-09-18
NORTHERN MARIANA ISLANDS,3297,2021-09-17,2021-09-18
OHIO,231108,2021-09-17,2021-09-18
OKLAHOMA,51579,2021-09-17,2021-09-18
OREGON,71438,2021-09-17,2021-09-18
PENNSYLVANIA,235782,2021-09-17,2021-09-18
RHODE ISLAND,26272,2021-09-17,2021-09-18
SOUTH CAROLINA,75912,2021-09-17,2021-09-18
SOUTH DAKOTA,19229,2021-09-17,2021-09-18
TENNESSEE,110007,2021-09-17,2021-09-18
TEXAS,361476,2021-09-17,2021-09-18
UTAH,39137,2021-09-17,2021-09-18
VERMONT,19210,2021-09-17,2021-09-18
VIRGIN ISLANDS,1271,2021-09-17,2021-09-18
VIRGINIA,112047,2021-09-17,2021-09-18
WASHINGTON,114643,2021-09-17,2021-09-18
WEST VIRGINIA-PN (Non-Participating),NA,2021-09-17,2021-09-18
WEST VIRGINIA-RN,34220,2021-09-17,2021-09-18
WISCONSIN,109872,2021-09-17,2021-09-18
WYOMING,8669,2021-09-17,2021-09-18
TOTALS,5103172,2021-09-17,2021-09-18
