state,counts_lpn,updated_date,scrape_date
ALABAMA,15715,2025-02-07,2025-02-07
ALASKA,699,2025-02-07,2025-02-07
AMERICAN SAMOA,11,2025-02-07,2025-02-07
ARIZONA,10983,2025-02-07,2025-02-07
ARKANSAS,13825,2025-02-07,2025-02-07
CALIFORNIA-RN (Non-Participating),NA,2025-02-07,2025-02-07
CALIFORNIA-VN,113172,2025-02-07,2025-02-07
COLORADO,7357,2025-02-07,2025-02-07
CONNECTICUT,12711,2025-02-07,2025-02-07
DELAWARE,3062,2025-02-07,2025-02-07
DISTRICT OF COLUMBIA,2827,2025-02-07,2025-02-07
FLORIDA,65159,2025-02-07,2025-02-07
GEORGIA,30328,2025-02-07,2025-02-07
GUAM,190,2025-02-07,2025-02-07
HAWAII,2190,2025-02-07,2025-02-07
IDAHO,3209,2025-02-07,2025-02-07
ILLINOIS,27229,2025-02-07,2025-02-07
INDIANA,20121,2025-02-07,2025-02-07
IOWA,8763,2025-02-07,2025-02-07
KANSAS,9066,2025-02-07,2025-02-07
KENTUCKY,12432,2025-02-07,2025-02-07
LOUISIANA-PN,21077,2025-02-07,2025-02-07
LOUISIANA-RN (Non-Participating),NA,2025-02-07,2025-02-07
MAINE,1655,2025-02-07,2025-02-07
MARYLAND,11128,2025-02-07,2025-02-07
MASSACHUSETTS,20158,2025-02-07,2025-02-07
MICHIGAN,20707,2025-02-07,2025-02-07
MINNESOTA,17536,2025-02-07,2025-02-07
MISSISSIPPI,14162,2025-02-07,2025-02-07
MISSOURI,22748,2025-02-07,2025-02-07
MONTANA,2248,2025-02-07,2025-02-07
NEBRASKA,5370,2025-02-07,2025-02-07
NEVADA,4761,2025-02-07,2025-02-07
NEW HAMPSHIRE,3161,2025-02-07,2025-02-07
NEW JERSEY,24171,2025-02-07,2025-02-07
NEW MEXICO,2391,2025-02-07,2025-02-07
NEW YORK,76325,2025-02-07,2025-02-07
NORTH CAROLINA,22919,2025-02-07,2025-02-07
NORTH DAKOTA,2609,2025-02-07,2025-02-07
NORTHERN MARIANA ISLANDS,55,2025-02-07,2025-02-07
OHIO,50412,2025-02-07,2025-02-07
OKLAHOMA,17107,2025-02-07,2025-02-07
OREGON,6528,2025-02-07,2025-02-07
PENNSYLVANIA,49106,2025-02-07,2025-02-07
RHODE ISLAND,2761,2025-02-07,2025-02-07
SOUTH CAROLINA,12255,2025-02-07,2025-02-07
SOUTH DAKOTA,2780,2025-02-07,2025-02-07
TENNESSEE,29395,2025-02-07,2025-02-07
TEXAS,101239,2025-02-07,2025-02-07
UTAH,2646,2025-02-07,2025-02-07
VERMONT,1557,2025-02-07,2025-02-07
VIRGIN ISLANDS,76,2025-02-07,2025-02-07
VIRGINIA,26183,2025-02-07,2025-02-07
WASHINGTON,10345,2025-02-07,2025-02-07
WEST VIRGINIA-PN,7549,2025-02-07,2025-02-07
WEST VIRGINIA-RN (Non-Participating),NA,2025-02-07,2025-02-07
WISCONSIN,12207,2025-02-07,2025-02-07
WYOMING,696,2025-02-07,2025-02-07
TOTALS,965072,2025-02-07,2025-02-07
