state,counts_all,updated_date,scrape_date
ALABAMA,111624,2022-01-15,2022-01-17
ALASKA,19008,2022-01-15,2022-01-17
AMERICAN SAMOA,298,2022-01-15,2022-01-17
ARIZONA,113489,2022-01-15,2022-01-17
ARKANSAS,59273,2022-01-15,2022-01-17
CALIFORNIA,571603,2022-01-15,2022-01-17
COLORADO,89191,2022-01-15,2022-01-17
CONNECTICUT,95384,2022-01-15,2022-01-17
DELAWARE,22448,2022-01-15,2022-01-17
DISTRICT OF COLUMBIA,32487,2022-01-15,2022-01-17
FLORIDA,409680,2022-01-15,2022-01-17
GEORGIA,169774,2022-01-15,2022-01-17
GUAM,1820,2022-01-15,2022-01-17
HAWAII,28581,2022-01-15,2022-01-17
IDAHO,29498,2022-01-15,2022-01-17
ILLINOIS,245496,2022-01-15,2022-01-17
INDIANA,142243,2022-01-15,2022-01-17
IOWA,68745,2022-01-15,2022-01-17
KANSAS,62996,2022-01-15,2022-01-17
KENTUCKY,85125,2022-01-15,2022-01-17
LOUISIANA,87040,2022-01-15,2022-01-17
MAINE,29878,2022-01-15,2022-01-17
MARYLAND,98070,2022-01-15,2022-01-17
MASSACHUSETTS,174109,2022-01-15,2022-01-17
MICHIGAN (Non-Participating),NA,2022-01-15,2022-01-17
MINNESOTA,139064,2022-01-15,2022-01-17
MISSISSIPPI,63143,2022-01-15,2022-01-17
MISSOURI,140882,2022-01-15,2022-01-17
MONTANA,22730,2022-01-15,2022-01-17
NEBRASKA,36532,2022-01-15,2022-01-17
NEVADA,56108,2022-01-15,2022-01-17
NEW HAMPSHIRE,28785,2022-01-15,2022-01-17
NEW JERSEY,163992,2022-01-15,2022-01-17
NEW MEXICO,32540,2022-01-15,2022-01-17
NEW YORK,424883,2022-01-15,2022-01-17
NORTH CAROLINA,171541,2022-01-15,2022-01-17
NORTH DAKOTA,18863,2022-01-15,2022-01-17
NORTHERN MARIANA ISLANDS,3694,2022-01-15,2022-01-17
OHIO,275118,2022-01-15,2022-01-17
OKLAHOMA,67475,2022-01-15,2022-01-17
OREGON,79664,2022-01-15,2022-01-17
PENNSYLVANIA,285589,2022-01-15,2022-01-17
RHODE ISLAND,30048,2022-01-15,2022-01-17
SOUTH CAROLINA,89831,2022-01-15,2022-01-17
SOUTH DAKOTA,21909,2022-01-15,2022-01-17
TENNESSEE,140117,2022-01-15,2022-01-17
TEXAS,469479,2022-01-15,2022-01-17
UTAH,43126,2022-01-15,2022-01-17
VERMONT,23595,2022-01-15,2022-01-17
VIRGIN ISLANDS,1403,2022-01-15,2022-01-17
VIRGINIA,139078,2022-01-15,2022-01-17
WASHINGTON,128527,2022-01-15,2022-01-17
WEST VIRGINIA,41388,2022-01-15,2022-01-17
WISCONSIN,126556,2022-01-15,2022-01-17
WYOMING,9795,2022-01-15,2022-01-17
