state,counts_all,updated_date,scrape_date
ALABAMA,107474,2025-11-15,2025-11-15
ALASKA,22772,2025-11-15,2025-11-15
AMERICAN SAMOA,215,2025-11-15,2025-11-15
ARIZONA,127251,2025-11-15,2025-11-15
ARKANSAS,62733,2025-11-15,2025-11-15
CALIFORNIA,703683,2025-11-15,2025-11-15
COLORADO,100877,2025-11-15,2025-11-15
CONNECTICUT,95452,2025-11-15,2025-11-15
DELAWARE,22283,2025-11-15,2025-11-15
DISTRICT OF COLUMBIA,51261,2025-11-15,2025-11-15
FLORIDA,447507,2025-11-15,2025-11-15
GEORGIA,177083,2025-11-15,2025-11-15
GUAM,1315,2025-11-15,2025-11-15
HAWAII,35655,2025-11-15,2025-11-15
IDAHO,31613,2025-11-15,2025-11-15
ILLINOIS,277543,2025-11-15,2025-11-15
INDIANA,146716,2025-11-15,2025-11-15
IOWA,67722,2025-11-15,2025-11-15
KANSAS,62697,2025-11-15,2025-11-15
KENTUCKY,88881,2025-11-15,2025-11-15
LOUISIANA,90526,2025-11-15,2025-11-15
MAINE,30406,2025-11-15,2025-11-15
MARYLAND,102378,2025-11-15,2025-11-15
MASSACHUSETTS,190383,2025-11-15,2025-11-15
MICHIGAN,202006,2025-11-15,2025-11-15
MINNESOTA,156829,2025-11-15,2025-11-15
MISSISSIPPI,68941,2025-11-15,2025-11-15
MISSOURI,142081,2025-11-15,2025-11-15
MONTANA,28935,2025-11-15,2025-11-15
NEBRASKA,38423,2025-11-15,2025-11-15
NEVADA,67569,2025-11-15,2025-11-15
NEW HAMPSHIRE,30848,2025-11-15,2025-11-15
NEW JERSEY,175752,2025-11-15,2025-11-15
NEW MEXICO,37188,2025-11-15,2025-11-15
NEW YORK,604816,2025-11-15,2025-11-15
NORTH CAROLINA,188331,2025-11-15,2025-11-15
NORTH DAKOTA,20730,2025-11-15,2025-11-15
NORTHERN MARIANA ISLANDS,4036,2025-11-15,2025-11-15
OHIO,279692,2025-11-15,2025-11-15
OKLAHOMA,72452,2025-11-15,2025-11-15
OREGON,97877,2025-11-15,2025-11-15
PENNSYLVANIA,286409,2025-11-15,2025-11-15
RHODE ISLAND,24368,2025-11-15,2025-11-15
SOUTH CAROLINA,102450,2025-11-15,2025-11-15
SOUTH DAKOTA,23104,2025-11-15,2025-11-15
TENNESSEE,147306,2025-11-15,2025-11-15
TEXAS,529001,2025-11-15,2025-11-15
UTAH,49143,2025-11-15,2025-11-15
VERMONT,13408,2025-11-15,2025-11-15
VIRGIN ISLANDS,1237,2025-11-15,2025-11-15
VIRGINIA,149733,2025-11-15,2025-11-15
WASHINGTON,117237,2025-11-15,2025-11-15
WEST VIRGINIA,43198,2025-11-15,2025-11-15
WISCONSIN,132161,2025-11-15,2025-11-15
WYOMING,9550,2025-11-15,2025-11-15
