state,counts_all,updated_date,scrape_date
ALABAMA,109711,2026-08-04,2026-08-04
ALASKA,25665,2026-08-04,2026-08-04
AMERICAN SAMOA,250,2026-08-04,2026-08-04
ARIZONA,126682,2026-08-04,2026-08-04
ARKANSAS,63871,2026-08-04,2026-08-04
CALIFORNIA,737988,2026-08-04,2026-08-04
COLORADO,101051,2026-08-04,2026-08-04
CONNECTICUT,89014,2026-08-04,2026-08-04
DELAWARE,23054,2026-08-04,2026-08-04
DISTRICT OF COLUMBIA,47853,2026-08-04,2026-08-04
FLORIDA,457462,2026-08-04,2026-08-04
GEORGIA,179862,2026-08-04,2026-08-04
GUAM,1470,2026-08-04,2026-08-04
HAWAII,40058,2026-08-04,2026-08-04
IDAHO,33729,2026-08-04,2026-08-04
ILLINOIS,291199,2026-08-04,2026-08-04
INDIANA,156135,2026-08-04,2026-08-04
IOWA,68614,2026-08-04,2026-08-04
KANSAS,63360,2026-08-04,2026-08-04
KENTUCKY,94067,2026-08-04,2026-08-04
LOUISIANA,90992,2026-08-04,2026-08-04
MAINE,30535,2026-08-04,2026-08-04
MARYLAND,102616,2026-08-04,2026-08-04
MASSACHUSETTS,182113,2026-08-04,2026-08-04
MICHIGAN,212918,2026-08-04,2026-08-04
MINNESOTA,158107,2026-08-04,2026-08-04
MISSISSIPPI,70138,2026-08-04,2026-08-04
MISSOURI,143697,2026-08-04,2026-08-04
MONTANA,29345,2026-08-04,2026-08-04
NEBRASKA,39412,2026-08-04,2026-08-04
NEVADA,69892,2026-08-04,2026-08-04
NEW HAMPSHIRE,31179,2026-08-04,2026-08-04
NEW JERSEY,173907,2026-08-04,2026-08-04
NEW MEXICO,38237,2026-08-04,2026-08-04
NEW YORK,640011,2026-08-04,2026-08-04
NORTH CAROLINA,192122,2026-08-04,2026-08-04
NORTH DAKOTA,20486,2026-08-04,2026-08-04
NORTHERN MARIANA ISLANDS,3670,2026-08-04,2026-08-04
OHIO,291744,2026-08-04,2026-08-04
OKLAHOMA,73814,2026-08-04,2026-08-04
OREGON,100131,2026-08-04,2026-08-04
PENNSYLVANIA,285712,2026-08-04,2026-08-04
RHODE ISLAND,23930,2026-08-04,2026-08-04
SOUTH CAROLINA,100497,2026-08-04,2026-08-04
SOUTH DAKOTA,23452,2026-08-04,2026-08-04
TENNESSEE,149134,2026-08-04,2026-08-04
TEXAS,537087,2026-08-04,2026-08-04
UTAH,51736,2026-08-04,2026-08-04
VERMONT,13816,2026-08-04,2026-08-04
VIRGIN ISLANDS,1272,2026-08-04,2026-08-04
VIRGINIA,151429,2026-08-04,2026-08-04
WASHINGTON,117972,2026-08-04,2026-08-04
WEST VIRGINIA,39955,2026-08-04,2026-08-04
WISCONSIN,127220,2026-08-04,2026-08-04
WYOMING,10142,2026-08-04,2026-08-04
