state,counts_all,updated_date,scrape_date
ALABAMA,117346,2023-01-28,2023-01-30
ALASKA,17762,2023-01-28,2023-01-30
AMERICAN SAMOA,299,2023-01-28,2023-01-30
ARIZONA,118878,2023-01-28,2023-01-30
ARKANSAS,60236,2023-01-28,2023-01-30
CALIFORNIA,608048,2023-01-28,2023-01-30
COLORADO,93212,2023-01-28,2023-01-30
CONNECTICUT,105418,2023-01-28,2023-01-30
DELAWARE,24270,2023-01-28,2023-01-30
DISTRICT OF COLUMBIA,39387,2023-01-28,2023-01-30
FLORIDA,429618,2023-01-28,2023-01-30
GEORGIA,172054,2023-01-28,2023-01-30
GUAM,1539,2023-01-28,2023-01-30
HAWAII,35654,2023-01-28,2023-01-30
IDAHO,32339,2023-01-28,2023-01-30
ILLINOIS,241266,2023-01-28,2023-01-30
INDIANA,149759,2023-01-28,2023-01-30
IOWA,66905,2023-01-28,2023-01-30
KANSAS,62586,2023-01-28,2023-01-30
KENTUCKY,87060,2023-01-28,2023-01-30
LOUISIANA,88270,2023-01-28,2023-01-30
MAINE,30567,2023-01-28,2023-01-30
MARYLAND,99473,2023-01-28,2023-01-30
MASSACHUSETTS,171425,2023-01-28,2023-01-30
MICHIGAN,193838,2023-01-28,2023-01-30
MINNESOTA,148711,2023-01-28,2023-01-30
MISSISSIPPI,63473,2023-01-28,2023-01-30
MISSOURI,145713,2023-01-28,2023-01-30
MONTANA,24380,2023-01-28,2023-01-30
NEBRASKA,36980,2023-01-28,2023-01-30
NEVADA,61625,2023-01-28,2023-01-30
NEW HAMPSHIRE,29767,2023-01-28,2023-01-30
NEW JERSEY,167037,2023-01-28,2023-01-30
NEW MEXICO,34165,2023-01-28,2023-01-30
NEW YORK,460453,2023-01-28,2023-01-30
NORTH CAROLINA,177611,2023-01-28,2023-01-30
NORTH DAKOTA,19294,2023-01-28,2023-01-30
NORTHERN MARIANA ISLANDS,3887,2023-01-28,2023-01-30
OHIO,290146,2023-01-28,2023-01-30
OKLAHOMA,67226,2023-01-28,2023-01-30
OREGON,86969,2023-01-28,2023-01-30
PENNSYLVANIA,289866,2023-01-28,2023-01-30
RHODE ISLAND,32408,2023-01-28,2023-01-30
SOUTH CAROLINA,91978,2023-01-28,2023-01-30
SOUTH DAKOTA,22367,2023-01-28,2023-01-30
TENNESSEE,143304,2023-01-28,2023-01-30
TEXAS,488062,2023-01-28,2023-01-30
UTAH,46948,2023-01-28,2023-01-30
VERMONT,23901,2023-01-28,2023-01-30
VIRGIN ISLANDS,1250,2023-01-28,2023-01-30
VIRGINIA,143089,2023-01-28,2023-01-30
WASHINGTON,138274,2023-01-28,2023-01-30
WEST VIRGINIA,42809,2023-01-28,2023-01-30
WISCONSIN,134851,2023-01-28,2023-01-30
WYOMING,8880,2023-01-28,2023-01-30
