state,counts_lpn,updated_date,scrape_date
ALABAMA,16896,2022-03-29,2022-03-29
ALASKA,774,2022-03-29,2022-03-29
AMERICAN SAMOA,132,2022-03-29,2022-03-29
ARIZONA,11039,2022-03-29,2022-03-29
ARKANSAS,14115,2022-03-29,2022-03-29
CALIFORNIA-RN (Non-Participating),NA,2022-03-29,2022-03-29
CALIFORNIA-VN,106301,2022-03-29,2022-03-29
COLORADO,8148,2022-03-29,2022-03-29
CONNECTICUT,13964,2022-03-29,2022-03-29
DELAWARE,2639,2022-03-29,2022-03-29
DISTRICT OF COLUMBIA,2187,2022-03-29,2022-03-29
FLORIDA,62687,2022-03-29,2022-03-29
GEORGIA,30137,2022-03-29,2022-03-29
GUAM,215,2022-03-29,2022-03-29
HAWAII,1752,2022-03-29,2022-03-29
IDAHO,3571,2022-03-29,2022-03-29
ILLINOIS,25993,2022-03-29,2022-03-29
INDIANA,23266,2022-03-29,2022-03-29
IOWA,10063,2022-03-29,2022-03-29
KANSAS,9571,2022-03-29,2022-03-29
KENTUCKY,12998,2022-03-29,2022-03-29
LOUISIANA-PN,21055,2022-03-29,2022-03-29
LOUISIANA-RN (Non-Participating),NA,2022-03-29,2022-03-29
MAINE,1898,2022-03-29,2022-03-29
MARYLAND,11173,2022-03-29,2022-03-29
MASSACHUSETTS,20165,2022-03-29,2022-03-29
MICHIGAN (Non-Participating),NA,2022-03-29,2022-03-29
MINNESOTA,19458,2022-03-29,2022-03-29
MISSISSIPPI,12883,2022-03-29,2022-03-29
MISSOURI,24709,2022-03-29,2022-03-29
MONTANA,2315,2022-03-29,2022-03-29
NEBRASKA,5317,2022-03-29,2022-03-29
NEVADA,4452,2022-03-29,2022-03-29
NEW HAMPSHIRE,3120,2022-03-29,2022-03-29
NEW JERSEY,24194,2022-03-29,2022-03-29
NEW MEXICO,2464,2022-03-29,2022-03-29
NEW YORK,68662,2022-03-29,2022-03-29
NORTH CAROLINA,22744,2022-03-29,2022-03-29
NORTH DAKOTA,3088,2022-03-29,2022-03-29
NORTHERN MARIANA ISLANDS,50,2022-03-29,2022-03-29
OHIO,54597,2022-03-29,2022-03-29
OKLAHOMA,15687,2022-03-29,2022-03-29
OREGON,6006,2022-03-29,2022-03-29
PENNSYLVANIA,53430,2022-03-29,2022-03-29
RHODE ISLAND,2377,2022-03-29,2022-03-29
SOUTH CAROLINA,12461,2022-03-29,2022-03-29
SOUTH DAKOTA,2695,2022-03-29,2022-03-29
TENNESSEE,29995,2022-03-29,2022-03-29
TEXAS,105338,2022-03-29,2022-03-29
UTAH,2489,2022-03-29,2022-03-29
VERMONT,1581,2022-03-29,2022-03-29
VIRGIN ISLANDS,92,2022-03-29,2022-03-29
VIRGINIA,26912,2022-03-29,2022-03-29
WASHINGTON,11053,2022-03-29,2022-03-29
WEST VIRGINIA-PN,8141,2022-03-29,2022-03-29
WEST VIRGINIA-RN (Non-Participating),NA,2022-03-29,2022-03-29
WISCONSIN,15346,2022-03-29,2022-03-29
WYOMING,902,2022-03-29,2022-03-29
TOTALS,953297,2022-03-29,2022-03-29
