state,counts_all,updated_date,scrape_date
ALABAMA,110766,2022-01-26,2022-01-27
ALASKA,19082,2022-01-26,2022-01-27
AMERICAN SAMOA,298,2022-01-26,2022-01-27
ARIZONA,113804,2022-01-26,2022-01-27
ARKANSAS,59392,2022-01-26,2022-01-27
CALIFORNIA,572779,2022-01-26,2022-01-27
COLORADO,89481,2022-01-26,2022-01-27
CONNECTICUT,95527,2022-01-26,2022-01-27
DELAWARE,22525,2022-01-26,2022-01-27
DISTRICT OF COLUMBIA,32564,2022-01-26,2022-01-27
FLORIDA,410708,2022-01-26,2022-01-27
GEORGIA,170216,2022-01-26,2022-01-27
GUAM,1818,2022-01-26,2022-01-27
HAWAII,28752,2022-01-26,2022-01-27
IDAHO,29551,2022-01-26,2022-01-27
ILLINOIS,246013,2022-01-26,2022-01-27
INDIANA,142672,2022-01-26,2022-01-27
IOWA,68623,2022-01-26,2022-01-27
KANSAS,63124,2022-01-26,2022-01-27
KENTUCKY,85455,2022-01-26,2022-01-27
LOUISIANA,87256,2022-01-26,2022-01-27
MAINE,29898,2022-01-26,2022-01-27
MARYLAND,98052,2022-01-26,2022-01-27
MASSACHUSETTS,174349,2022-01-26,2022-01-27
MICHIGAN (Non-Participating),NA,2022-01-26,2022-01-27
MINNESOTA,139563,2022-01-26,2022-01-27
MISSISSIPPI,63402,2022-01-26,2022-01-27
MISSOURI,141279,2022-01-26,2022-01-27
MONTANA,22845,2022-01-26,2022-01-27
NEBRASKA,36681,2022-01-26,2022-01-27
NEVADA,56402,2022-01-26,2022-01-27
NEW HAMPSHIRE,28837,2022-01-26,2022-01-27
NEW JERSEY,164261,2022-01-26,2022-01-27
NEW MEXICO,32651,2022-01-26,2022-01-27
NEW YORK,425290,2022-01-26,2022-01-27
NORTH CAROLINA,171833,2022-01-26,2022-01-27
NORTH DAKOTA,18914,2022-01-26,2022-01-27
NORTHERN MARIANA ISLANDS,3172,2022-01-26,2022-01-27
OHIO,275935,2022-01-26,2022-01-27
OKLAHOMA,67624,2022-01-26,2022-01-27
OREGON,79718,2022-01-26,2022-01-27
PENNSYLVANIA,285980,2022-01-26,2022-01-27
RHODE ISLAND,30165,2022-01-26,2022-01-27
SOUTH CAROLINA,90094,2022-01-26,2022-01-27
SOUTH DAKOTA,21946,2022-01-26,2022-01-27
TENNESSEE,140300,2022-01-26,2022-01-27
TEXAS,471314,2022-01-26,2022-01-27
UTAH,43193,2022-01-26,2022-01-27
VERMONT,22987,2022-01-26,2022-01-27
VIRGIN ISLANDS,1405,2022-01-26,2022-01-27
VIRGINIA,139339,2022-01-26,2022-01-27
WASHINGTON,128909,2022-01-26,2022-01-27
WEST VIRGINIA,41472,2022-01-26,2022-01-27
WISCONSIN,126855,2022-01-26,2022-01-27
WYOMING,9821,2022-01-26,2022-01-27
