state,counts_rn,updated_date,scrape_date
ALABAMA,90722,2025-11-03,2025-11-03
ALASKA,21838,2025-11-03,2025-11-03
AMERICAN SAMOA,148,2025-11-03,2025-11-03
ARIZONA,116239,2025-11-03,2025-11-03
ARKANSAS,48964,2025-11-03,2025-11-03
CALIFORNIA-RN,586792,2025-11-03,2025-11-03
CALIFORNIA-VN (Non-Participating),NA,2025-11-03,2025-11-03
COLORADO,92858,2025-11-03,2025-11-03
CONNECTICUT,82325,2025-11-03,2025-11-03
DELAWARE,18887,2025-11-03,2025-11-03
DISTRICT OF COLUMBIA,48101,2025-11-03,2025-11-03
FLORIDA,388127,2025-11-03,2025-11-03
GEORGIA,148735,2025-11-03,2025-11-03
GUAM,1132,2025-11-03,2025-11-03
HAWAII,33513,2025-11-03,2025-11-03
IDAHO,28092,2025-11-03,2025-11-03
ILLINOIS,251766,2025-11-03,2025-11-03
INDIANA,123892,2025-11-03,2025-11-03
IOWA,58706,2025-11-03,2025-11-03
KANSAS,53550,2025-11-03,2025-11-03
KENTUCKY,76567,2025-11-03,2025-11-03
LOUISIANA-PN (Non-Participating),NA,2025-11-03,2025-11-03
LOUISIANA-RN,68424,2025-11-03,2025-11-03
MAINE,28844,2025-11-03,2025-11-03
MARYLAND,90883,2025-11-03,2025-11-03
MASSACHUSETTS,168690,2025-11-03,2025-11-03
MICHIGAN,181371,2025-11-03,2025-11-03
MINNESOTA,139134,2025-11-03,2025-11-03
MISSISSIPPI,53953,2025-11-03,2025-11-03
MISSOURI,118224,2025-11-03,2025-11-03
MONTANA,26663,2025-11-03,2025-11-03
NEBRASKA,32838,2025-11-03,2025-11-03
NEVADA,62624,2025-11-03,2025-11-03
NEW HAMPSHIRE,27792,2025-11-03,2025-11-03
NEW JERSEY,151539,2025-11-03,2025-11-03
NEW MEXICO,34604,2025-11-03,2025-11-03
NEW YORK,524724,2025-11-03,2025-11-03
NORTH CAROLINA,165050,2025-11-03,2025-11-03
NORTH DAKOTA,17844,2025-11-03,2025-11-03
NORTHERN MARIANA ISLANDS,3986,2025-11-03,2025-11-03
OHIO,239862,2025-11-03,2025-11-03
OKLAHOMA,55952,2025-11-03,2025-11-03
OREGON,91020,2025-11-03,2025-11-03
PENNSYLVANIA,234886,2025-11-03,2025-11-03
RHODE ISLAND,21690,2025-11-03,2025-11-03
SOUTH CAROLINA,89563,2025-11-03,2025-11-03
SOUTH DAKOTA,20286,2025-11-03,2025-11-03
TENNESSEE,118346,2025-11-03,2025-11-03
TEXAS,427478,2025-11-03,2025-11-03
UTAH,46237,2025-11-03,2025-11-03
VERMONT,11596,2025-11-03,2025-11-03
VIRGIN ISLANDS,1145,2025-11-03,2025-11-03
VIRGINIA,123815,2025-11-03,2025-11-03
WASHINGTON,110038,2025-11-03,2025-11-03
WEST VIRGINIA-PN (Non-Participating),NA,2025-11-03,2025-11-03
WEST VIRGINIA-RN,35760,2025-11-03,2025-11-03
WISCONSIN,121273,2025-11-03,2025-11-03
WYOMING,8711,2025-11-03,2025-11-03
TOTALS,5925799,2025-11-03,2025-11-03
