state,counts_all,updated_date,scrape_date
ALABAMA,110591,2021-11-16,2021-11-17
ALASKA,18480,2021-11-16,2021-11-17
AMERICAN SAMOA,298,2021-11-16,2021-11-17
ARIZONA,112583,2021-11-16,2021-11-17
ARKANSAS,58922,2021-11-16,2021-11-17
CALIFORNIA,569175,2021-11-16,2021-11-17
COLORADO,92648,2021-11-16,2021-11-17
CONNECTICUT,94285,2021-11-16,2021-11-17
DELAWARE,22322,2021-11-16,2021-11-17
DISTRICT OF COLUMBIA,31907,2021-11-16,2021-11-17
FLORIDA,405265,2021-11-16,2021-11-17
GEORGIA,168136,2021-11-16,2021-11-17
GUAM,1712,2021-11-16,2021-11-17
HAWAII,27658,2021-11-16,2021-11-17
IDAHO,28805,2021-11-16,2021-11-17
ILLINOIS,243371,2021-11-16,2021-11-17
INDIANA,156559,2021-11-16,2021-11-17
IOWA,68917,2021-11-16,2021-11-17
KANSAS,63472,2021-11-16,2021-11-17
KENTUCKY,84153,2021-11-16,2021-11-17
LOUISIANA,87123,2021-11-16,2021-11-17
MAINE,29828,2021-11-16,2021-11-17
MARYLAND,98255,2021-11-16,2021-11-17
MASSACHUSETTS,172470,2021-11-16,2021-11-17
MICHIGAN (Non-Participating),NA,2021-11-16,2021-11-17
MINNESOTA,139118,2021-11-16,2021-11-17
MISSISSIPPI,64394,2021-11-16,2021-11-17
MISSOURI,140441,2021-11-16,2021-11-17
MONTANA,22355,2021-11-16,2021-11-17
NEBRASKA,37145,2021-11-16,2021-11-17
NEVADA,55547,2021-11-16,2021-11-17
NEW HAMPSHIRE,28564,2021-11-16,2021-11-17
NEW JERSEY,162374,2021-11-16,2021-11-17
NEW MEXICO,32525,2021-11-16,2021-11-17
NEW YORK,489538,2021-11-16,2021-11-17
NORTH CAROLINA,171369,2021-11-16,2021-11-17
NORTH DAKOTA,20107,2021-11-16,2021-11-17
NORTHERN MARIANA ISLANDS,3514,2021-11-16,2021-11-17
OHIO,272829,2021-11-16,2021-11-17
OKLAHOMA,67566,2021-11-16,2021-11-17
OREGON,78811,2021-11-16,2021-11-17
PENNSYLVANIA,282770,2021-11-16,2021-11-17
RHODE ISLAND,29343,2021-11-16,2021-11-17
SOUTH CAROLINA,89114,2021-11-16,2021-11-17
SOUTH DAKOTA,21945,2021-11-16,2021-11-17
TENNESSEE,140491,2021-11-16,2021-11-17
TEXAS,468986,2021-11-16,2021-11-17
UTAH,42613,2021-11-16,2021-11-17
VERMONT,22443,2021-11-16,2021-11-17
VIRGIN ISLANDS,1392,2021-11-16,2021-11-17
VIRGINIA,139096,2021-11-16,2021-11-17
WASHINGTON,127613,2021-11-16,2021-11-17
WEST VIRGINIA,40609,2021-11-16,2021-11-17
WISCONSIN,125683,2021-11-16,2021-11-17
WYOMING,9634,2021-11-16,2021-11-17
