state,counts_all,updated_date,scrape_date
ALABAMA,107640,2026-01-05,2026-02-23
ALASKA,23174,2026-01-05,2026-02-23
AMERICAN SAMOA,228,2026-01-05,2026-02-23
ARIZONA,127854,2026-01-05,2026-02-23
ARKANSAS,62992,2026-01-05,2026-02-23
CALIFORNIA,707672,2026-01-05,2026-02-23
COLORADO,96783,2026-01-05,2026-02-23
CONNECTICUT,94572,2026-01-05,2026-02-23
DELAWARE,22452,2026-01-05,2026-02-23
DISTRICT OF COLUMBIA,51998,2026-01-05,2026-02-23
FLORIDA,449830,2026-01-05,2026-02-23
GEORGIA,177678,2026-01-05,2026-02-23
GUAM,1346,2026-01-05,2026-02-23
HAWAII,36317,2026-01-05,2026-02-23
IDAHO,31953,2026-01-05,2026-02-23
ILLINOIS,279849,2026-01-05,2026-02-23
INDIANA,148884,2026-01-05,2026-02-23
IOWA,67339,2026-01-05,2026-02-23
KANSAS,62456,2026-01-05,2026-02-23
KENTUCKY,90296,2026-01-05,2026-02-23
LOUISIANA,90541,2026-01-05,2026-02-23
MAINE,30246,2026-01-05,2026-02-23
MARYLAND,101876,2026-01-05,2026-02-23
MASSACHUSETTS,191402,2026-01-05,2026-02-23
MICHIGAN,201569,2026-01-05,2026-02-23
MINNESOTA,156221,2026-01-05,2026-02-23
MISSISSIPPI,67068,2026-01-05,2026-02-23
MISSOURI,142520,2026-01-05,2026-02-23
MONTANA,29329,2026-01-05,2026-02-23
NEBRASKA,37775,2026-01-05,2026-02-23
NEVADA,67519,2026-01-05,2026-02-23
NEW HAMPSHIRE,30830,2026-01-05,2026-02-23
NEW JERSEY,176768,2026-01-05,2026-02-23
NEW MEXICO,37070,2026-01-05,2026-02-23
NEW YORK,610499,2026-01-05,2026-02-23
NORTH CAROLINA,187871,2026-01-05,2026-02-23
NORTH DAKOTA,19284,2026-01-05,2026-02-23
NORTHERN MARIANA ISLANDS,3904,2026-01-05,2026-02-23
OHIO,281075,2026-01-05,2026-02-23
OKLAHOMA,72315,2026-01-05,2026-02-23
OREGON,97803,2026-01-05,2026-02-23
PENNSYLVANIA,287682,2026-01-05,2026-02-23
RHODE ISLAND,24511,2026-01-05,2026-02-23
SOUTH CAROLINA,102891,2026-01-05,2026-02-23
SOUTH DAKOTA,23070,2026-01-05,2026-02-23
TENNESSEE,147169,2026-01-05,2026-02-23
TEXAS,527659,2026-01-05,2026-02-23
UTAH,49523,2026-01-05,2026-02-23
VERMONT,13536,2026-01-05,2026-02-23
VIRGIN ISLANDS,1164,2026-01-05,2026-02-23
VIRGINIA,149059,2026-01-05,2026-02-23
WASHINGTON,116994,2026-01-05,2026-02-23
WEST VIRGINIA,43380,2026-01-05,2026-02-23
WISCONSIN,132601,2026-01-05,2026-02-23
WYOMING,9628,2026-01-05,2026-02-23
