state,counts_rn,updated_date,scrape_date
ALABAMA,88227,2025-04-17,2025-04-17
ALASKA,19646,2025-04-17,2025-04-17
AMERICAN SAMOA,110,2025-04-17,2025-04-17
ARIZONA,116469,2025-04-17,2025-04-17
ARKANSAS,48199,2025-04-17,2025-04-17
CALIFORNIA-RN,562090,2025-04-17,2025-04-17
CALIFORNIA-VN (Non-Participating),NA,2025-04-17,2025-04-17
COLORADO,89731,2025-04-17,2025-04-17
CONNECTICUT,81393,2025-04-17,2025-04-17
DELAWARE,21925,2025-04-17,2025-04-17
DISTRICT OF COLUMBIA,44169,2025-04-17,2025-04-17
FLORIDA,386386,2025-04-17,2025-04-17
GEORGIA,143745,2025-04-17,2025-04-17
GUAM,1274,2025-04-17,2025-04-17
HAWAII,40345,2025-04-17,2025-04-17
IDAHO,30544,2025-04-17,2025-04-17
ILLINOIS,239469,2025-04-17,2025-04-17
INDIANA,134140,2025-04-17,2025-04-17
IOWA,58125,2025-04-17,2025-04-17
KANSAS,53110,2025-04-17,2025-04-17
KENTUCKY,76892,2025-04-17,2025-04-17
LOUISIANA-PN (Non-Participating),NA,2025-04-17,2025-04-17
LOUISIANA-RN,66699,2025-04-17,2025-04-17
MAINE,28783,2025-04-17,2025-04-17
MARYLAND,89993,2025-04-17,2025-04-17
MASSACHUSETTS,161341,2025-04-17,2025-04-17
MICHIGAN,177343,2025-04-17,2025-04-17
MINNESOTA,134949,2025-04-17,2025-04-17
MISSISSIPPI,52095,2025-04-17,2025-04-17
MISSOURI,123408,2025-04-17,2025-04-17
MONTANA,24798,2025-04-17,2025-04-17
NEBRASKA,31624,2025-04-17,2025-04-17
NEVADA,61134,2025-04-17,2025-04-17
NEW HAMPSHIRE,27487,2025-04-17,2025-04-17
NEW JERSEY,151751,2025-04-17,2025-04-17
NEW MEXICO,34228,2025-04-17,2025-04-17
NEW YORK,500468,2025-04-17,2025-04-17
NORTH CAROLINA,162497,2025-04-17,2025-04-17
NORTH DAKOTA,17051,2025-04-17,2025-04-17
NORTHERN MARIANA ISLANDS,4430,2025-04-17,2025-04-17
OHIO,236719,2025-04-17,2025-04-17
OKLAHOMA,53762,2025-04-17,2025-04-17
OREGON,89078,2025-04-17,2025-04-17
PENNSYLVANIA,241131,2025-04-17,2025-04-17
RHODE ISLAND,20543,2025-04-17,2025-04-17
SOUTH CAROLINA,86084,2025-04-17,2025-04-17
SOUTH DAKOTA,20074,2025-04-17,2025-04-17
TENNESSEE,116800,2025-04-17,2025-04-17
TEXAS,420426,2025-04-17,2025-04-17
UTAH,44097,2025-04-17,2025-04-17
VERMONT,10804,2025-04-17,2025-04-17
VIRGIN ISLANDS,1294,2025-04-17,2025-04-17
VIRGINIA,121660,2025-04-17,2025-04-17
WASHINGTON,108279,2025-04-17,2025-04-17
WEST VIRGINIA-PN (Non-Participating),NA,2025-04-17,2025-04-17
WEST VIRGINIA-RN,34403,2025-04-17,2025-04-17
WISCONSIN,116995,2025-04-17,2025-04-17
WYOMING,8340,2025-04-17,2025-04-17
TOTALS,5816557,2025-04-17,2025-04-17
