state,counts_lpn,updated_date,scrape_date
ALABAMA,17876,2023-02-02,2023-02-03
ALASKA,641,2023-02-02,2023-02-03
AMERICAN SAMOA,132,2023-02-02,2023-02-03
ARIZONA,10991,2023-02-02,2023-02-03
ARKANSAS,13936,2023-02-02,2023-02-03
CALIFORNIA-RN (Non-Participating),NA,2023-02-02,2023-02-03
CALIFORNIA-VN,107501,2023-02-02,2023-02-03
COLORADO,7606,2023-02-02,2023-02-03
CONNECTICUT,14522,2023-02-02,2023-02-03
DELAWARE,2922,2023-02-02,2023-02-03
DISTRICT OF COLUMBIA,2357,2023-02-02,2023-02-03
FLORIDA,66736,2023-02-02,2023-02-03
GEORGIA,30758,2023-02-02,2023-02-03
GUAM,231,2023-02-02,2023-02-03
HAWAII,2025,2023-02-02,2023-02-03
IDAHO,3279,2023-02-02,2023-02-03
ILLINOIS,27176,2023-02-02,2023-02-03
INDIANA,20734,2023-02-02,2023-02-03
IOWA,9099,2023-02-02,2023-02-03
KANSAS,9263,2023-02-02,2023-02-03
KENTUCKY,12766,2023-02-02,2023-02-03
LOUISIANA-PN,20858,2023-02-02,2023-02-03
LOUISIANA-RN (Non-Participating),NA,2023-02-02,2023-02-03
MAINE,1832,2023-02-02,2023-02-03
MARYLAND,11073,2023-02-02,2023-02-03
MASSACHUSETTS,21028,2023-02-02,2023-02-03
MICHIGAN,21712,2023-02-02,2023-02-03
MINNESOTA,18597,2023-02-02,2023-02-03
MISSISSIPPI,13731,2023-02-02,2023-02-03
MISSOURI,23067,2023-02-02,2023-02-03
MONTANA,2422,2023-02-02,2023-02-03
NEBRASKA,5628,2023-02-02,2023-02-03
NEVADA,4620,2023-02-02,2023-02-03
NEW HAMPSHIRE,3125,2023-02-02,2023-02-03
NEW JERSEY,23925,2023-02-02,2023-02-03
NEW MEXICO,2393,2023-02-02,2023-02-03
NEW YORK,71095,2023-02-02,2023-02-03
NORTH CAROLINA,22849,2023-02-02,2023-02-03
NORTH DAKOTA,2926,2023-02-02,2023-02-03
NORTHERN MARIANA ISLANDS,63,2023-02-02,2023-02-03
OHIO,49840,2023-02-02,2023-02-03
OKLAHOMA,16616,2023-02-02,2023-02-03
OREGON,6130,2023-02-02,2023-02-03
PENNSYLVANIA,49424,2023-02-02,2023-02-03
RHODE ISLAND,2829,2023-02-02,2023-02-03
SOUTH CAROLINA,12221,2023-02-02,2023-02-03
SOUTH DAKOTA,2677,2023-02-02,2023-02-03
TENNESSEE,29897,2023-02-02,2023-02-03
TEXAS,103486,2023-02-02,2023-02-03
UTAH,2643,2023-02-02,2023-02-03
VERMONT,1854,2023-02-02,2023-02-03
VIRGIN ISLANDS,93,2023-02-02,2023-02-03
VIRGINIA,26536,2023-02-02,2023-02-03
WASHINGTON,11146,2023-02-02,2023-02-03
WEST VIRGINIA-PN,8000,2023-02-02,2023-02-03
WEST VIRGINIA-RN (Non-Participating),NA,2023-02-02,2023-02-03
WISCONSIN,16260,2023-02-02,2023-02-03
WYOMING,710,2023-02-02,2023-02-03
TOTALS,971857,2023-02-02,2023-02-03
