date,state,yes,no,missing,total,pct_yes,pct_reporting,roll_avg,roll_reporting
2024-04-27,AK,1,15,2,18,0.0625,0.8888888888888888,0.0625,0.8888888888888887
2024-04-26,AK,1,15,2,18,0.0625,0.8888888888888888,0.0625,0.888888888888889
2024-04-25,AK,1,15,2,18,0.0625,0.8888888888888888,0.06197478991596639,0.8897243107769423
2024-04-24,AK,1,15,2,18,0.0625,0.8888888888888888,0.06144957983193278,0.8905597326649958
2024-04-23,AK,1,15,2,18,0.0625,0.8888888888888888,0.060924369747899165,0.8913951545530493
2024-04-22,AK,1,15,2,18,0.0625,0.8888888888888888,0.06039915966386554,0.8922305764411027
2024-04-21,AK,1,15,2,18,0.0625,0.8888888888888888,0.05987394957983193,0.8930659983291562
2024-04-20,AK,1,15,2,18,0.0625,0.8888888888888888,0.05987394957983193,0.8930659983291562
2024-04-19,AK,1,16,2,19,0.058823529411764705,0.8947368421052632,0.05987394957983193,0.8863826232247284
2024-04-18,AK,1,16,2,19,0.058823529411764705,0.8947368421052632,0.059873949579831935,0.8799916457811195
2024-04-17,AK,1,16,2,19,0.058823529411764705,0.8947368421052632,0.059873949579831935,0.8736006683375105
2024-04-16,AK,1,16,2,19,0.058823529411764705,0.8947368421052632,0.05987394957983193,0.8672096908939013
2024-04-15,AK,1,16,2,19,0.058823529411764705,0.8947368421052632,0.05987394957983193,0.8608187134502925
2024-04-14,AK,1,15,2,18,0.0625,0.8888888888888888,0.059873949579831935,0.8544277360066833
2024-04-13,AK,1,15,3,19,0.0625,0.8421052631578947,0.059873949579831935,0.8477443609022556
2024-04-12,AK,1,16,3,20,0.058823529411764705,0.85,0.059348739495798324,0.8488721804511278
2024-04-11,AK,1,16,3,20,0.058823529411764705,0.85,0.05888188608776844,0.8498925886143931
2024-04-10,AK,1,16,3,20,0.058823529411764705,0.85,0.05841503267973856,0.8509129967776584
2024-04-09,AK,1,16,3,20,0.058823529411764705,0.85,0.057948179271708686,0.8519334049409238
2024-04-08,AK,1,16,3,20,0.058823529411764705,0.85,0.05748132586367881,0.8529538131041889
2024-04-07,AK,1,15,3,19,0.0625,0.8421052631578947,0.057014472455648925,0.8539742212674543
2024-04-06,AK,1,16,3,20,0.058823529411764705,0.85,0.05648926237161531,0.8551020408163266
2024-04-05,AK,1,17,3,21,0.05555555555555555,0.8571428571428571,0.05648926237161531,0.8551020408163266
2024-04-04,AK,1,17,3,21,0.05555555555555555,0.8571428571428571,0.05648926237161531,0.8551020408163265
2024-04-03,AK,1,17,3,21,0.05555555555555555,0.8571428571428571,0.05648926237161531,0.8551020408163266
2024-04-02,AK,1,17,3,21,0.05555555555555555,0.8571428571428571,0.05648926237161531,0.8551020408163266
2024-04-01,AK,1,17,3,21,0.05555555555555555,0.8571428571428571,0.05648926237161531,0.8551020408163265
2024-03-31,AK,1,16,3,20,0.058823529411764705,0.85,0.05648926237161531,0.8551020408163266
2024-03-30,AK,1,16,3,20,0.058823529411764705,0.85,0.05648926237161531,0.8551020408163265
2024-03-29,AK,1,17,3,21,0.05555555555555555,0.8571428571428571,0.05648926237161531,0.8551020408163266
2024-03-28,AK,1,17,3,21,0.05555555555555555,0.8571428571428571,0.05648926237161531,0.8551020408163266
2024-03-27,AK,1,17,3,21,0.05555555555555555,0.8571428571428571,0.05648926237161531,0.8551020408163265
2024-03-26,AK,1,17,3,21,0.05555555555555555,0.8571428571428571,0.05648926237161531,0.8551020408163266
2024-03-25,AK,1,17,3,21,0.05555555555555555,0.8571428571428571,0.05648926237161531,0.8551020408163266
2024-03-24,AK,1,16,3,20,0.058823529411764705,0.85,0.05648926237161531,0.8551020408163266
2024-03-23,AK,1,16,3,20,0.058823529411764705,0.85,0.05648926237161531,0.8551020408163266
2024-03-22,AK,1,17,3,21,0.05555555555555555,0.8571428571428571,0.05648926237161531,0.8551020408163265
2024-03-21,AK,1,17,3,21,0.05555555555555555,0.8571428571428571,0.05648926237161531,0.8551020408163266
2024-03-20,AK,1,17,3,21,0.05555555555555555,0.8571428571428571,0.05648926237161531,0.8551020408163266
2024-03-19,AK,1,17,3,21,0.05555555555555555,0.8571428571428571,0.05648926237161531,0.8551020408163265
2024-03-18,AK,1,17,3,21,0.05555555555555555,0.8571428571428571,0.05648926237161531,0.8551020408163266
2024-03-17,AK,1,16,3,20,0.058823529411764705,0.85,0.05648926237161531,0.8551020408163266
2024-03-16,AK,1,16,3,20,0.058823529411764705,0.85,0.05648926237161531,0.8551020408163266
2024-03-15,AK,1,17,3,21,0.05555555555555555,0.8571428571428571,0.05648926237161531,0.8551020408163266
2024-03-14,AK,1,17,3,21,0.05555555555555555,0.8571428571428571,0.05648926237161531,0.8551020408163265
2024-03-13,AK,1,17,3,21,0.05555555555555555,0.8571428571428571,0.05648926237161531,0.8551020408163266
2024-03-12,AK,1,17,3,21,0.05555555555555555,0.8571428571428571,0.05648926237161531,0.8551020408163266
2024-03-11,AK,1,17,3,21,0.05555555555555555,0.8571428571428571,0.05648926237161531,0.8551020408163265
2024-03-10,AK,1,16,3,20,0.058823529411764705,0.85,0.05648926237161531,0.8551020408163266
2024-03-09,AK,1,16,3,20,0.058823529411764705,0.85,0.05648926237161531,0.8551020408163266
2024-03-08,AK,1,17,3,21,0.05555555555555555,0.8571428571428571,0.05648926237161531,0.8551020408163265
2024-03-07,AK,1,17,3,21,0.05555555555555555,0.8571428571428571,0.05648926237161531,0.8551020408163266
2024-03-06,AK,1,17,3,21,0.05555555555555555,0.8571428571428571,0.05648926237161531,0.8551020408163265
2024-03-05,AK,1,17,3,21,0.05555555555555555,0.8571428571428571,0.05648926237161531,0.8551020408163266
2024-03-04,AK,1,17,3,21,0.05555555555555555,0.8571428571428571,0.05648926237161531,0.8551020408163266
2024-03-03,AK,1,16,3,20,0.058823529411764705,0.85,0.05648926237161531,0.8551020408163265
2024-03-02,AK,1,16,3,20,0.058823529411764705,0.85,0.05648926237161531,0.8551020408163266
2024-03-01,AK,1,17,3,21,0.05555555555555555,0.8571428571428571,0.05648926237161531,0.8551020408163266
2024-02-29,AK,1,17,3,21,0.05555555555555555,0.8571428571428571,0.05648926237161531,0.8551020408163265
2024-02-28,AK,1,17,3,21,0.05555555555555555,0.8571428571428571,0.05648926237161531,0.8551020408163266
2024-02-27,AK,1,17,3,21,0.05555555555555555,0.8571428571428571,0.05648926237161531,0.8551020408163265
2024-02-26,AK,1,17,3,21,0.05555555555555555,0.8571428571428571,0.05648926237161531,0.8551020408163266
2024-02-25,AK,1,16,3,20,0.058823529411764705,0.85,0.05648926237161531,0.8551020408163266
2024-02-24,AK,1,16,3,20,0.058823529411764705,0.85,0.056022408963585436,0.8561224489795917
2024-02-23,AK,1,17,3,21,0.05555555555555555,0.8571428571428571,0.055555555555555546,0.8571428571428571
2024-02-22,AK,1,17,3,21,0.05555555555555555,0.8571428571428571,0.05513784461152882,0.8580705009276437
2024-02-21,AK,1,17,3,21,0.05555555555555555,0.8571428571428571,0.05472013366750208,0.8589981447124303
2024-02-20,AK,1,17,3,21,0.05555555555555555,0.8571428571428571,0.05430242272347535,0.8599257884972171
