date,state,yes,no,missing,total,pct_yes,pct_reporting,roll_avg,roll_reporting
2022-05-21,AK,3.0,19.0,2.0,24.0,0.13636363636363635,0.9166666666666666,0.1512987012987013,0.9155844155844155
2022-05-16,AK,3.0,17.0,2.0,22.0,0.15,0.9090909090909091,0.1512987012987013,0.9155844155844156
2022-05-06,AK,3.0,19.0,2.0,24.0,0.13636363636363635,0.9166666666666666,0.14935064935064934,0.9166666666666667
2022-04-30,AK,2.0,20.0,2.0,24.0,0.09090909090909091,0.9166666666666666,0.13608130999435347,0.9226190476190476
2022-04-17,AK,3.0,19.0,2.0,24.0,0.13636363636363635,0.9166666666666666,0.13551665725578768,0.9285714285714286
2022-04-13,AK,4.0,18.0,2.0,24.0,0.18181818181818182,0.9166666666666666,0.1279408996800301,0.9404761904761905
2022-03-19,AK,5.0,17.0,2.0,24.0,0.22727272727272727,0.9166666666666666,0.11387163561076605,0.9523809523809523
2022-03-06,AK,3.0,19.0,2.0,24.0,0.13636363636363635,0.9166666666666666,0.09330886504799549,0.9642857142857143
2022-02-26,AK,3.0,19.0,2.0,24.0,0.13636363636363635,0.9166666666666666,0.0803218520609825,0.9761904761904762
2022-01-06,AK,1.0,22.0,1.0,24.0,0.043478260869565216,0.9583333333333334,0.06679371353284397,0.988095238095238
2021-08-19,AK,2.0,21.0,1.0,24.0,0.08695652173913043,0.9583333333333334,0.06707603990212685,0.994047619047619
2021-06-09,AK,2.0,22.0,0.0,24.0,0.08333333333333333,1.0,0.0606060606060606,1.0
2021-05-19,AK,2.0,22.0,0.0,24.0,0.08333333333333333,1.0,0.05519480519480519,1.0
2021-05-12,AK,2.0,22.0,0.0,24.0,0.08333333333333333,1.0,0.04924242424242424,1.0
2021-05-04,AK,1.0,21.0,0.0,22.0,0.045454545454545456,1.0,0.04329004329004329,1.0
2021-04-21,AK,1.0,23.0,0.0,24.0,0.041666666666666664,1.0,0.0487012987012987,1.0
2021-04-13,AK,1.0,21.0,0.0,22.0,0.045454545454545456,1.0,0.0487012987012987,1.0
2021-04-10,AK,1.0,23.0,0.0,24.0,0.041666666666666664,1.0,0.08116883116883115,1.0
2021-04-05,AK,1.0,21.0,0.0,22.0,0.045454545454545456,1.0,0.10627235083756822,1.0
2021-04-04,AK,1.0,23.0,0.0,24.0,0.041666666666666664,1.0,0.1295407491059665,1.0
2021-04-03,AK,1.0,23.0,0.0,24.0,0.041666666666666664,1.0,0.1533502729154903,1.0
2021-03-31,AK,2.0,22.0,0.0,24.0,0.08333333333333333,1.0,0.17120741577263315,1.0
2021-03-27,AK,1.0,23.0,0.0,24.0,0.041666666666666664,1.0,0.1831121776773951,1.0
2020-11-23,AK,6.0,16.0,0.0,22.0,0.2727272727272727,1.0,0.20096932053453792,1.0
2020-11-21,AK,5.0,18.0,0.0,23.0,0.21739130434782608,1.0,0.18581780538302278,1.0
2020-11-15,AK,5.0,19.0,0.0,24.0,0.20833333333333334,1.0,0.18073593073593072,1.0
2020-11-12,AK,5.0,19.0,0.0,24.0,0.20833333333333334,1.0,0.17581874647092038,1.0
2020-11-08,AK,4.0,20.0,0.0,24.0,0.16666666666666666,1.0,0.17090156220591005,1.0
