yes,no,missing,total,pct_yes,pct_reporting,roll_avg,roll_reporting
37,122,4,163,0.23270440251572327,0.9754601226993865,0.230187214059919,0.8915758175437655
23,87,30,140,0.20909090909090908,0.7857142857142857,0.22128183372596721,0.8677662937342417
36,79,26,141,0.3130434782608696,0.8156028368794326,0.21838328300132953,0.843886896047067
21,86,3,110,0.19626168224299065,0.9727272727272728,0.21539287044522154,0.8437667518740594
9,53,4,66,0.14516129032258066,0.9393939393939394,0.20501280018013052,0.8365093034401403
12,77,42,131,0.1348314606741573,0.6793893129770993,0.18685947143290127,0.833564919579726
12,34,4,50,0.2608695652173913,0.92,0.21313754118923192,0.8697553957702022
21,76,2,99,0.21649484536082475,0.9797979797979798,0.21082189016710354,0.8703750896414297
7,5,18,30,0.5833333333333334,0.4,0.264285093630307,0.8152730488251033
12,74,10,96,0.13953488372093023,0.8958333333333334,0.23949815155317283,0.8267345483185177
23,31,1,55,0.42592592592592593,0.9818181818181818,0.27230732922216355,0.8280332496172189
0,7,55,62,0.0,0.11290322580645161,0.2515700020332235,0.7099631476761493
9,188,11,208,0.04568527918781726,0.9471153846153846,0.23883483324946062,0.7482097293387616
4,107,124,235,0.036036036036036036,0.4723404255319149,0.20671575765212416,0.6842583615576066
35,95,19,149,0.2692307692307692,0.87248322147651,0.2142494610621162,0.6689276817973965
9,50,6,65,0.15254237288135594,0.9076923076923077,0.1527078952832623,0.741455154324869
43,180,6,229,0.19282511210762332,0.9737991266375546,0.1603207850527899,0.7525931247969007
2,7,58,67,0.2222222222222222,0.13432835820895522,0.13122025595226078,0.6315231499955825
6,7,2,15,0.46153846153846156,0.8666666666666667,0.19715432188632673,0.7392036415470419
24,59,5,88,0.2891566265060241,0.9431818181818182,0.23193594293178485,0.7386417034851037
6,49,10,65,0.10909090909090909,0.8461538461538461,0.24237235336819526,0.7920436207168082
22,118,3,143,0.15714285714285714,0.9790209790209791,0.22635979449849356,0.8072633003660181
14,99,482,595,0.12389380530973451,0.1899159663865546,0.2222671419882619,0.7047238230366248
3,47,9,59,0.06,0.847457627118644,0.20329212597288718,0.6866750373910662
22,65,20,107,0.25287356321839083,0.8130841121495327,0.2076708889723398,0.783640145096863
2,0,0,2,1.0,1.0,0.28459396589541675,0.802687764144482
11,5,1,17,0.6875,0.9411764705882353,0.3415001621088418,0.8024012859168274
21,79,3,103,0.21,0.970873786407767,0.3559157465244263,0.820218420238816
46,81,21,148,0.36220472440944884,0.8581081081081081,0.3852102989910822,0.8029451529655487
30,29,4,63,0.5084745762711864,0.9365079365079365,0.4401504091284325,0.9096011486971747
6,20,5,31,0.23076923076923078,0.8387096774193549,0.4645460135240369,0.9083514415972763
5,17,2,24,0.22727272727272727,0.9166666666666666,0.4639902148781762,0.9255278352594697
44,52,21,117,0.4583333333333333,0.8205128205128205,0.3866092624972239,0.899886809618444
22,87,2,111,0.2018348623853211,0.9819819819819819,0.3172285285522697,0.9057161683889793
1,0,0,1,1.0,1.0,0.4320744669276198,0.908463421136232
13,86,21,120,0.13131313131313133,0.825,0.39949419997235286,0.9027684404412514
144,236,32,412,0.37894736842105264,0.9223300970873787,0.38099031313661946,0.900743034809743
22,65,20,107,0.25287356321839083,0.8130841121495327,0.37865356942056544,0.8970822397711969
2,30,8,40,0.0625,0.8,0.3551146083816044,0.8804155731045304
0,13,1,14,0.0,0.9285714285714286,0.28963841790541395,0.895852517112903
3,12,1,16,0.2,0.9375,0.28937629470751086,0.8894979482583342
40,170,61,271,0.19047619047619047,0.7749077490774908,0.17373003620410957,0.8573419124122614
45,91,36,172,0.33088235294117646,0.7906976744186046,0.202239925008116,0.8524415801863477
3,18,4,25,0.14285714285714285,0.84,0.16851274992755744,0.8406801377452936
6,18,102,126,0.25,0.19047619047619047,0.16810224089635878,0.7517361489348163
7,42,4,53,0.14285714285714285,0.9245283018867925,0.17958183273309344,0.7695259063472151
19,159,26,204,0.10674157303370786,0.8725490196078431,0.194830628880766,0.7615227050667029
36,129,3,168,0.21818181818181817,0.9821428571428571,0.19742803147816862,0.7679002560871112
38,104,7,149,0.2676056338028169,0.9530201342281879,0.2084465233819724,0.7933448825372107
37,76,3,116,0.3274336283185841,0.9741379310344828,0.20795384843588774,0.8195506334823361
49,172,6,227,0.22171945701357465,0.973568281938326,0.219219893315378,0.8386318166163828
30,71,1,102,0.297029702970297,0.9901960784313726,0.2259384223111347,0.9528775148956944
11,31,18,60,0.2619047619047619,0.7,0.24294522503222318,0.9208020431975813
4,21,14,39,0.16,0.6410256410256411,0.25055357174169346,0.8877272748286952
37,122,4,163,0.23270440251572327,0.9754601226993865,0.25262822664653706,0.886772598479628
23,87,30,140,0.20909090909090908,0.7857142857142857,0.24426898025912164,0.862871762977642
39,77,25,141,0.33620689655172414,0.8226950354609929,0.24552230429242736,0.8412370636100005
19,88,3,110,0.17757009345794392,0.9727272727272728,0.2392152523559087,0.8411169194369928
12,50,4,66,0.1935483870967742,0.9393939393939394,0.22443220723111973,0.8338594710030739
12,78,41,131,0.13333333333333333,0.6870229007633588,0.20606486029234422,0.8320055996835537
16,30,4,50,0.34782608695652173,0.92,0.2328971584289902,0.8718590795370337
26,71,2,99,0.26804123711340205,0.9797979797979798,0.23794527765723,0.8724787734082612
6,6,18,30,0.5,0.4,0.2795037192156716,0.8173767325919348
12,73,11,96,0.1411764705882353,0.8854166666666666,0.25164222979231604,0.8263369656213168
23,31,1,55,0.42592592592592593,0.9818181818181818,0.2871216344305991,0.827635666920018
0,7,55,62,0.0,0.11290322580645161,0.2594718648453457,0.7095655649789482
11,186,11,208,0.05583756345177665,0.9471153846153846,0.2484010405765519,0.7467216341006662
3,108,124,235,0.02702702702702703,0.4723404255319149,0.20257260344376693,0.6827702663195111
47,93,9,149,0.3357142857142857,0.9395973154362416,0.21224018181532173,0.6770273142678344
9,50,6,65,0.15254237288135594,0.9076923076923077,0.16260337794122973,0.7495547867953068
44,179,6,229,0.19730941704035873,0.9737991266375546,0.17062237029153307,0.7621808525054338
11,49,7,67,0.18333333333333332,0.8955223880597015,0.1359662856354484,0.749852881968508
6,7,2,15,0.46153846153846156,0.8666666666666667,0.20190035156951433,0.8575333735199673
24,59,5,88,0.2891566265060241,0.9431818181818182,0.23523164629154966,0.8569714354580292
7,48,10,65,0.12727272727272726,0.8461538461538461,0.249552460612364,0.9103733526897336
22,118,3,143,0.15714285714285714,0.9790209790209791,0.22404225653073137,0.9160053046304105
16,100,480,596,0.13793103448275862,0.19463087248322147,0.2219549224737889,0.8141393853148268
2,48,9,59,0.04,0.847457627118644,0.1994821486108805,0.7960905996692681
22,65,20,107,0.25287356321839083,0.8130841121495327,0.20941646716588871,0.7843137031106725
2,0,0,2,1.0,1.0,0.28633954408896567,0.8033613221582916
11,5,1,17,0.6875,0.9411764705882353,0.3432457403023908,0.8030748439306369
20,80,3,103,0.2,0.970873786407767,0.3536353506920012,0.8208919782526255
47,81,20,148,0.3671875,0.8648648648648649,0.3836417282430216,0.8045839619446092
32,27,4,63,0.5423728813559322,0.9365079365079365,0.4414191349391893,0.9105663996624257
7,19,5,31,0.2692307692307692,0.8387096774193549,0.474166387686442,0.9093166925625272
5,17,2,24,0.22727272727272727,0.9166666666666666,0.4627116488598924,0.9245359119374493
44,52,21,117,0.4583333333333333,0.8205128205128205,0.38533069647894,0.8988948862964238
23,86,2,111,0.21100917431192662,0.9819819819819819,0.3172605785235009,0.9047242450669588
1,0,0,1,1.0,1.0,0.4304147510836141,0.907498170170981
12,87,21,120,0.12121212121212122,0.825,0.3993618145188665,0.9027684404412514
