date,yes,no,missing,total,pct_yes,pct_reporting,roll_avg,roll_reporting
2023-10-07,299,3172,1668,5139,0.08614232209737828,0.6754232340922358,0.08674307844952822,0.6778648297171842
2023-10-06,305,3189,1696,5190,0.08729250143102461,0.6732177263969171,0.08596759031673432,0.6797407475384066
2023-10-05,312,3198,1694,5204,0.08888888888888889,0.6744811683320523,0.08518623692923796,0.6818252650846895
2023-10-04,314,3223,1679,5216,0.08877579869946282,0.6781058282208589,0.08439258613558717,0.6833131426443637
2023-10-03,304,3175,1652,5131,0.08738143144581777,0.6780354706684857,0.08359010732272731,0.6862523603136921
2023-10-02,307,3143,1686,5136,0.08898550724637681,0.6717289719626168,0.08380179467780091,0.6854597771376465
2023-10-01,301,3474,1664,5439,0.07973509933774835,0.6940614083471226,0.08381655058647289,0.6851065191781116
2023-09-30,303,3451,1698,5452,0.080713905167821,0.6885546588407924,0.08404614809239379,0.6838472472403696
2023-09-29,307,3445,1703,5455,0.0818230277185501,0.6878093492208983,0.08414305244114838,0.6834572185942609
2023-09-28,311,3421,1717,5449,0.08333333333333333,0.6848963112497706,0.08428859463225555,0.6830425048893921
2023-09-27,317,3495,1644,5456,0.08315844700944386,0.6986803519061584,0.08406801937197673,0.6843576771386112
2023-09-26,308,3158,1688,5154,0.08886324293133295,0.6724873884361661,0.08389784310130677,0.6854467680430824
2023-09-25,307,3139,1703,5149,0.08908879860708067,0.669256166245873,0.08351699971770488,0.6864812427492087
2023-09-24,303,3422,1711,5436,0.08134228187919464,0.6852465047829286,0.08384864717645622,0.6865927823452609
2023-09-23,304,3431,1711,5446,0.08139223560910308,0.6858244583180316,0.08454359212967473,0.6851562587612221
2023-09-22,309,3421,1716,5446,0.08284182305630026,0.684906353286816,0.08504322182315964,0.6833995833060038
2023-09-21,309,3469,1665,5443,0.08178930651138168,0.6941025169943046,0.08583737580095974,0.6820985452304572
2023-09-20,315,3528,1598,5441,0.08196721311475409,0.7063039882374563,0.0865668160245467,0.6795924887692139
2023-09-19,311,3297,1700,5308,0.08619733924611973,0.6797287113790504,0.08753128706604717,0.6780471438761354
2023-09-18,315,3131,1697,5143,0.0914103308183401,0.6700369434182384,0.08801241251535925,0.6765135566692388
2023-09-17,305,3233,1702,5240,0.08620689655172414,0.6751908396946565,0.08778279564791555,0.6764384574709555
2023-09-16,300,3234,1713,5247,0.08488964346349745,0.6735277301315037,0.08826311914020243,0.6762576948620997
2023-09-15,314,3238,1704,5256,0.0884009009009009,0.6757990867579908,0.08889112925766197,0.676112646327982
2023-09-14,309,3247,1700,5256,0.08689538807649044,0.6765601217656012,0.08912481371022873,0.6759597229510412
2023-09-13,324,3328,1599,5251,0.0887185104052574,0.6954865739859074,0.08940870377218124,0.6758724033026109
2023-09-12,309,3141,1707,5157,0.08956521739130435,0.6689936009307738,0.08982496987340942,0.6759470592407381
2023-09-11,310,3142,1704,5156,0.08980301274623406,0.669511249030256,0.09019764068086282,0.6759285306415874
2023-09-10,316,3212,1707,5235,0.08956916099773243,0.6739255014326647,0.09035565184698524,0.6758645450908213
2023-09-09,315,3213,1718,5246,0.08928571428571429,0.6725123903926802,0.09030932188424935,0.6756334295015395
2023-09-08,319,3224,1708,5251,0.09003669206886819,0.6747286231194058,0.09028527627628895,0.6755569404983625
2023-09-07,315,3229,1699,5243,0.08888261851015801,0.6759488842265878,0.09050624201089734,0.6751813818196144
2023-09-06,334,3311,1592,5237,0.0916323731138546,0.6960091655527973,0.09085837047094569,0.6751978900568485
2023-09-05,318,3132,1708,5158,0.09217391304347826,0.6688639007367196,0.09095545026348285,0.6752362693227958
2023-09-04,313,3130,1703,5146,0.09090909090909091,0.6690633501748932,0.09062095794044409,0.6755500382176332
2023-09-03,312,3184,1704,5200,0.08924485125858124,0.6723076923076923,0.09044011180659532,0.6756053280089789
2023-09-02,312,3189,1709,5210,0.08911739502999143,0.6719769673704414,0.09031391200875807,0.6755036474732673
2023-09-01,321,3184,1710,5215,0.09158345221112696,0.6720997123681688,0.09032559872616881,0.6755754917557246
2023-08-31,322,3203,1689,5214,0.09134751773049646,0.6760644418872267,0.09005236678227342,0.6759665652911357
2023-08-30,335,3294,1583,5212,0.09231193166161478,0.6962778204144282,0.08974546454246915,0.6754360771787598
2023-08-29,311,3151,1697,5159,0.08983246678220681,0.6710602830005815,0.08952349754803972,0.6749679540870944
2023-08-28,309,3138,1702,5149,0.08964316797214969,0.6694503787143135,0.08956067370545663,0.6747652172471886
2023-08-27,309,3188,1710,5207,0.08836145267372034,0.6715959285577108,0.08953777239558118,0.6747007385998156
2023-08-26,313,3196,1709,5218,0.08919920205186663,0.6724798773476428,0.08911776662800446,0.674872310929557
2023-08-25,316,3208,1698,5222,0.08967082860385925,0.6748372271160475,0.08885690461801803,0.6756801222477399
2023-08-24,313,3196,1710,5219,0.08919920205186663,0.672351025100594,0.08836066954583695,0.6761132339418194
2023-08-23,328,3286,1601,5215,0.09075816270060874,0.6930009587727709,0.08836294535176936,0.6767017429610622
2023-08-22,311,3141,1703,5155,0.09009269988412515,0.6696411251212415,0.08835603403772947,0.6772786287797155
2023-08-21,308,3134,1703,5145,0.0894828588030215,0.6689990281827016,0.0883976569205014,0.6774904724777883
2023-08-20,300,3212,1708,5220,0.08542141230068337,0.6727969348659004,0.08857129827790391,0.6776287536944982
2023-08-19,310,3238,1684,5232,0.08737316798196167,0.6781345565749235,0.08886875001958087,0.6798944703644738
2023-08-18,306,3244,1687,5237,0.08619718309859155,0.6778690089746038,0.0889560195464012,0.6815867270872815
2023-08-17,316,3226,1694,5236,0.08921513269339357,0.6764705882352942,0.08982832523512028,0.6812008379816096
2023-08-16,331,3318,1586,5235,0.0907097835023294,0.6970391595033428,0.09019579765228214,0.6809784245052868
2023-08-15,313,3150,1697,5160,0.09038406006352873,0.671124031007752,0.09048960392168984,0.6806777968512077
2023-08-14,313,3138,1700,5151,0.09069834830483918,0.66996699669967,0.09041822292169772,0.6806133082745458
2023-08-13,306,3191,1581,5078,0.08750357449242208,0.6886569515557306,0.09097152010263905,0.6820099715376869
2023-08-12,309,3203,1578,5090,0.08798405466970387,0.6899803536345775,0.09169926727116562,0.68109035875235
2023-08-11,325,3196,1694,5215,0.0923033229196251,0.6751677852348993,0.0923064552640034,0.6801407844236008
2023-08-10,323,3196,1695,5214,0.09178743961352658,0.6749136939010357,0.09267430249954692,0.6813592294064453
2023-08-09,336,3286,1590,5212,0.09276642738818332,0.694934765924789,0.09320524671879779,0.6828513948026746
2023-08-08,311,3149,1699,5159,0.08988439306358381,0.6706726109711184,0.09353438888265893,0.6845182669296187
