date,yes,no,missing,total,pct_yes,pct_reporting,roll_avg,roll_reporting
2024-04-27,265,3068,1652,4985,0.07950795079507951,0.668605817452357,0.07757953615344723,0.6725146097176868
2024-04-26,262,3108,1661,5031,0.07774480712166172,0.6698469489167164,0.0771436876060997,0.6736693205730735
2024-04-25,265,3131,1645,5041,0.07803297997644287,0.6736758579646895,0.07691536149909896,0.6744486005625436
2024-04-24,267,3187,1633,5087,0.07730167921250723,0.6789856496953017,0.07652846083456075,0.6746440257126158
2024-04-23,263,3122,1657,5042,0.0776957163958641,0.671360571201904,0.07626703496323221,0.6750183060200347
2024-04-22,263,3112,1666,5041,0.07792592592592593,0.6695100178536004,0.07619860068572558,0.6749102886618801
2024-04-21,258,3189,1655,5102,0.07484769364664925,0.6756174049392395,0.07609094158543026,0.6748701793838728
2024-04-20,265,3201,1656,5122,0.07645701096364685,0.6766887934400625,0.07603365393312077,0.6751778763710673
2024-04-19,264,3203,1667,5134,0.07614652437265648,0.6753019088430074,0.07558714146129153,0.6753833956121194
2024-04-18,261,3204,1668,5133,0.07532467532467532,0.6750438340151957,0.07537004736114658,0.6754240631125104
2024-04-17,264,3234,1634,5132,0.07547169811320754,0.681605611847233,0.0754572241621605,0.6759903096252788
2024-04-16,263,3143,1673,5079,0.07721667645331767,0.6706044496948218,0.07556800522211368,0.6763682733101859
2024-04-15,262,3133,1678,5073,0.07717231222385862,0.6692292529075498,0.07523889315536296,0.67701931378143
2024-04-14,259,3220,1654,5133,0.0744466800804829,0.6777712838496006,0.07493791484731184,0.67782196770255
2024-04-13,256,3235,1657,5148,0.07333142366084217,0.6781274281274281,0.07505361147044533,0.678477144008694
2024-04-12,260,3224,1673,5157,0.07462686567164178,0.6755865813457437,0.0754296536361624,0.6793140887192332
2024-04-11,266,3237,1656,5159,0.07593491293177276,0.6790075596045745,0.07530565357567456,0.6803363758864925
2024-04-10,269,3259,1628,5156,0.07624716553287982,0.6842513576415826,0.0752471331187222,0.6808247082938552
2024-04-09,258,3186,1657,5101,0.07491289198606271,0.6751617329935307,0.0753747430641926,0.6809775795215544
2024-04-08,258,3179,1656,5093,0.07506546406750073,0.6748478303553898,0.075541119046844,0.6810577921319949
2024-04-07,264,3244,1633,5141,0.07525655644241733,0.6823575179926085,0.07579693110746953,0.6810257251351423
2024-04-06,268,3260,1630,5158,0.07596371882086168,0.683986041101202,0.07556458547088152,0.6805748505103848
2024-04-05,260,3265,1638,5163,0.07375886524822695,0.6827425915165601,0.07534876415270622,0.6800429737155843
2024-04-04,266,3256,1639,5161,0.07552526973310619,0.6824258864561131,0.07561337521648993,0.6795860517177027
2024-04-03,273,3266,1625,5164,0.07714043515117265,0.6853214562354764,0.07564471966191245,0.6793675353628558
2024-04-02,263,3194,1659,5116,0.0760775238646225,0.6757232212666145,0.07563538589949197,0.6791855980349494
2024-04-01,265,3183,1663,5111,0.07685614849187936,0.6746233613774213,0.07567700764464469,0.679359578520634
2024-03-31,258,3246,1655,5159,0.07363013698630137,0.679201395619306,0.07561313850257412,0.6791166377736569
2024-03-30,262,3257,1654,5173,0.07445296959363455,0.6802629035375991,0.07577735346740526,0.679194278147662
2024-03-29,266,3252,1659,5177,0.0756111426947129,0.6795441375313889,0.07573820573222012,0.6792150632354877
2024-03-28,267,3258,1652,5177,0.07574468085106383,0.6808962719721846,0.0757358373453197,0.679226309208422
2024-03-27,273,3269,1636,5178,0.07707509881422925,0.6840478949401313,0.07575790846701302,0.6790542720051908
2024-03-26,265,3205,1656,5126,0.07636887608069164,0.6769410846664066,0.07569593826648573,0.678983375281408
2024-03-25,263,3179,1673,5115,0.07640906449738524,0.6729227761485826,0.07567045256788352,0.6787311303613546
2024-03-24,263,3254,1657,5174,0.07477964174011942,0.6797448782373405,0.07572159928841929,0.6788223017129508
2024-03-23,262,3270,1659,5191,0.07417893544733861,0.6804083991523792,0.07520960077896123,0.6802011445103889
2024-03-22,267,3265,1665,5197,0.07559456398640997,0.679622859341928,0.07463971027177271,0.681476099524595
2024-03-21,268,3263,1664,5195,0.07589917870291701,0.6796920115495669,0.0741795941326702,0.6831179893461155
2024-03-20,272,3277,1643,5192,0.07664130741053818,0.6835516178736518,0.07396610601864805,0.6846001611731858
2024-03-19,264,3201,1667,5132,0.0761904761904762,0.6751753702260327,0.0734871464748607,0.6863601406112138
2024-03-18,265,3187,1673,5125,0.07676709154113558,0.6735609756097561,0.07356662843946786,0.6869415567244758
2024-03-17,262,3418,1658,5338,0.07119565217391305,0.689396777819408,0.07387157737702653,0.6871269304615202
2024-03-16,259,3431,1663,5353,0.07018970189701897,0.6893330842518214,0.07488300799183822,0.6858650475960404
2024-03-15,268,3435,1655,5358,0.07237375101269242,0.6911160880925719,0.07600907248166658,0.6849364567631893
2024-03-14,275,3421,1660,5356,0.0744047619047619,0.690067214339059,0.07682942051603095,0.683585715557676
