yes,no,missing,total,pct_yes,pct_reporting,roll_avg,roll_reporting
1076,3231,1268,5575,0.24982586487114,0.7725560538116591,0.23765240304243676,0.7774971883880661
1079,3238,1269,5586,0.24994208941394486,0.7728249194414608,0.23672649491607256,0.7841074248011682
1068,3253,1286,5607,0.24716500809997685,0.7706438380595684,0.23793455748286618,0.7839608605934695
1076,3753,1369,6198,0.22282045972250983,0.7791222975153276,0.2400348290294027,0.7853937064228523
1073,3757,1374,6204,0.22215320910973085,0.7785299806576402,0.24222255534815504,0.7855338105493076
1149,3742,1316,6207,0.23492128399100387,0.7879813114225874,0.24452496745237196,0.786919473156758
1147,3698,1360,6205,0.23673890608875128,0.7808219178082192,0.24672310708303888,0.7860920513283907
1234,3837,1122,6193,0.2433445079865904,0.8188277087033747,0.24872005009537038,0.7865989884370366
1123,3223,1285,5631,0.2583985273815002,0.7717989699875688,0.2502898359206272,0.7876370230642618
1153,3250,1237,5640,0.26186690892573244,0.7806737588652483,0.2528929184854801,0.7879341905374941
1154,3692,1366,6212,0.2381345439537763,0.7801030264005151,0.2561559344824241,0.7878440161434664
1168,3734,1317,6219,0.2382700938392493,0.7882296189097926,0.25855127974392944,0.7889214106069339
1218,3648,1355,6221,0.25030826140567203,0.7821893586240154,0.2605476803324915,0.7888754684481117
1223,3655,1341,6219,0.25071750717507174,0.784370477568741,0.26297946560085317,0.7901288711246387
1306,3829,1081,6216,0.2543330087633885,0.8260939510939511,0.266086665003803,0.7907950324275583
1208,3159,1276,5643,0.2766201053354706,0.7738791423001949,0.2684933614584391,0.7915611908638451
1253,3148,1241,5642,0.28470802090433994,0.7800425381070543,0.2711045167866954,0.7918195514453737
1248,3648,1320,6216,0.2549019607843137,0.7876447876447876,0.2725966820673936,0.7912538071289549
1236,3664,1319,6219,0.2522448979591837,0.7879080237980383,0.2745103587222661,0.7905363641864803
1315,3604,1300,6219,0.2673307582842041,0.7909631773597041,0.2768996264060736,0.7897583302155619
1337,3570,1312,6219,0.2724679029957204,0.7890336066891783,0.2785446829149235,0.7890823479171339
1402,3768,1048,6218,0.2711798839458414,0.8314570601479575,0.2785052329149836,0.7895226682119681
1289,3082,1264,5635,0.2948981926332647,0.7756876663708961,0.27900687206910496,0.7899401634477811
1291,3083,1262,5636,0.29515317786922723,0.7760823278921221,0.2787607495000656,0.7946146008300579
1305,3559,1351,6215,0.2682976973684211,0.7826226870474658,0.2796548926691698,0.7983348245319417
1308,3555,1352,6215,0.2689697717458359,0.782461786001609,0.280292852971267,0.8020389663529102
1363,3525,1329,6217,0.27884615384615385,0.7862313012707094,0.28080384023023347,0.8058393697027285
1340,3583,1292,6215,0.27219175299614057,0.7921158487530169,0.28145759823693267,0.809445670926351
1424,3760,1029,6213,0.27469135802469136,0.834379526798648,0.2825006720934958,0.8123174996070178
1336,3221,1080,5637,0.293175334649989,0.8084087280468334,0.2832127264148919,0.8121910255635264
1366,3166,1118,5650,0.3014121800529568,0.8021238938053097,0.2835769627480264,0.8117707513656498
1372,3658,1191,6221,0.2727634194831014,0.8085516797942452,0.2833815215562838,0.8121159975706279
1372,3662,1188,6222,0.2725466825586015,0.8090646094503375,0.28145550709369604,0.8123325498621176
1431,3618,1173,6222,0.28342245989304815,0.8114754098360656,0.2794040021632168,0.8124845509925471
1412,3640,1168,6220,0.27949326999208235,0.8122186495176849,0.27629983784287865,0.8129352388845927
1449,3732,1035,6216,0.2796757382744644,0.8334942084942085,0.2727056737519237,0.8134677160093197
1342,3196,1096,5634,0.2957249889819304,0.8054668086616968,0.26850076247496873,0.8133643350655418
1361,3175,1102,5638,0.30004409171075835,0.8045406172401561,0.2643787877124318,0.8141263921181345
1306,3731,1181,6218,0.25928131824498707,0.8100675458346736,0.2596899840385887,0.8148068721227875
1301,3738,1181,6220,0.2581861480452471,0.8101286173633441,0.2564165445351902,0.815056628476274
1326,3741,1153,6220,0.2616933096506809,0.8146302250803859,0.2527198401068093,0.8153436542544662
1291,3785,1145,6221,0.25433412135539796,0.8159459893907732,0.24867311571305106,0.8154475325039521
1296,3883,1040,6219,0.2502413593357791,0.8327705418877633,0.2462016863135744,0.8155014262097868
1218,3346,1065,5629,0.2668711656441718,0.8108012080298455,0.24387222901156375,0.8150106417567449
1218,3340,1074,5632,0.26722246599385696,0.8093039772727273,0.2412818851337779,0.8146990517584612
1192,3851,1169,6212,0.2363672417211977,0.8118158403090792,0.23819606374711483,0.8147063503378053
1172,3873,1167,6212,0.23230921704658078,0.812137797810689,0.2361501713929254,0.8148976481559759
1182,3883,1147,6212,0.23336623889437316,0.8153573728267869,0.2342486275541111,0.8147292347701044
1202,3869,1141,6212,0.23703411555906134,0.8163232453316163,0.2326314947296711,0.8145843631598773
1205,3946,1060,6211,0.23393515822170452,0.8293350507164707,0.23177995459996473,0.8145523810933991
1134,3425,1079,5638,0.24873875849967098,0.8086200780418589,0.23130847888096426,0.8148775505168545
1122,3446,1076,5644,0.2456217162872154,0.8093550673281361,0.23126177468597137,0.8149066149982696
1120,3924,1159,6203,0.22204599524187152,0.8131549250362727,0.23115520217045304,0.8153005519761344
1102,3930,1173,6205,0.21899841017488075,0.810958904109589,0.23099253111166776,0.8155802112842278
1122,3931,1152,6205,0.2220463091232931,0.8143432715551974,0.23135600260008557,0.8161693408030403
1169,3890,1140,6199,0.23107333465111682,0.8160993708662687,0.23170622041001968,0.8165004885646031
1188,3963,1043,6194,0.23063482818870124,0.8316112366806587,0.2307358363788308,0.81656390549037
