date,yes,no,missing,total,pct_yes,pct_reporting,roll_avg,roll_reporting
2022-09-10,753,3201,1577,5531,0.19044006069802732,0.7148797685771108,0.18181576178349276,0.7320554041815416
2022-09-09,753,3350,1579,5682,0.18352425054837923,0.7221048926434354,0.17956030687343036,0.7353067623513853
2022-09-08,748,3376,1566,5690,0.1813773035887488,0.7247803163444639,0.17885519389571036,0.7364202148617233
2022-09-07,797,3509,1382,5688,0.18509057129586623,0.7570323488045007,0.17847375400226068,0.7374995322075717
2022-09-06,727,3275,1467,5469,0.1816591704147926,0.7317608337904553,0.1783531831517749,0.7383805057522652
2022-09-05,710,3327,1442,5479,0.1758731731483775,0.7368132870961854,0.17806206242983816,0.738254855477133
2022-09-04,739,3490,1509,5738,0.17474580279025775,0.7370163820146393,0.17774210062499418,0.7380470019081773
2022-09-03,740,3497,1507,5744,0.17465187632759027,0.7376392757660167,0.17585792933689806,0.7371744422000747
2022-09-02,749,3445,1552,5746,0.17858845970433954,0.7298990602158023,0.1740011091955774,0.7365166587470583
2022-09-01,752,3456,1538,5746,0.17870722433460076,0.7323355377654021,0.17269372206198033,0.737708408543866
2022-08-31,807,3573,1359,5739,0.18424657534246575,0.763199163617355,0.1715486982419023,0.7379369848405956
2022-08-30,721,3293,1478,5492,0.17962132536123568,0.7308812818645303,0.1706062094860711,0.7384160901843864
2022-08-29,702,3341,1455,5498,0.17363344051446947,0.7353583121134958,0.17037500505675257,0.7404541036306674
2022-08-28,685,3555,1561,5801,0.1615566037735849,0.7309084640579211,0.17127557853973654,0.742058293854191
2022-08-27,688,3568,1550,5806,0.16165413533834586,0.7330347915949018,0.1714165498260498,0.7458067349542213
2022-08-26,734,3598,1536,5868,0.16943674976915973,0.7382413087934561,0.1714790309588538,0.7487935049178557
2022-08-25,735,3571,1561,5867,0.1706920575940548,0.7339355718425089,0.1717912399211832,0.7506434139049435
2022-08-24,798,3694,1368,5860,0.17764915405164738,0.7665529010238907,0.17196609033613078,0.7531496593475605
2022-08-23,738,3408,1418,5564,0.17800289435600578,0.7451473759884975,0.17112991872624717,0.7550532948439479
2022-08-22,748,3409,1411,5568,0.17993745489535723,0.7465876436781609,0.17227740156407864,0.7548544719104094
2022-08-21,749,3859,1478,6086,0.1625434027777778,0.7571475517581334,0.17293933894796365,0.754937929118842
2022-08-20,744,3846,1498,6088,0.16209150326797386,0.7539421813403416,0.17317846032201917,0.7552687012922306
2022-08-19,785,3789,1515,6089,0.17162221250546567,0.7511906717030711,0.1733864493733039,0.7561313331712236
2022-08-18,786,3786,1512,6084,0.17191601049868765,0.7514792899408284,0.17356787746941288,0.756994509743601
2022-08-17,815,3929,1339,6083,0.17179595278246207,0.7798783494986027,0.1739406306405748,0.7578626349170314
2022-08-16,770,3369,1426,5565,0.18603527422082627,0.7437556154537287,0.1745409735619063,0.7586583944354779
2022-08-15,768,3393,1408,5569,0.18457101658255226,0.747171844137188,0.17459772345241883,0.7588526796730691
2022-08-14,771,3924,1487,6182,0.16421725239616614,0.7594629569718537,0.17477033071445516,0.7589752856477402
2022-08-13,769,3933,1485,6187,0.16354742662696725,0.7599806044932924,0.17551866948764783,0.7594703272549561
2022-08-12,810,3875,1502,6187,0.1728922091782284,0.757232907709714,0.1763473242782069,0.7599430562624352
2022-08-11,818,3869,1500,6187,0.174525282696821,0.7575561661548408,0.17707500132099593,0.7601150615807379
2022-08-10,855,4003,1327,6185,0.17599835323178262,0.7854486661277283,0.1772973693469792,0.7602249307823027
2022-08-09,775,3382,1422,5579,0.18643252345441425,0.7451156121168668,0.177516429644975,0.7607415538353688
2022-08-08,776,3401,1407,5584,0.1857792674168063,0.7480300859598854,0.1779975458345348,0.7606843457984044
2022-08-07,800,3921,1467,6188,0.16945562380851514,0.7629282482223658,0.17820711311167942,0.7609785583226384
2022-08-06,800,3924,1465,6189,0.1693480101608806,0.7632897075456455,0.17811122590820003,0.7607555658438271
2022-08-05,836,3861,1496,6193,0.17798594847775176,0.7584369449378331,0.17793029503632066,0.7601981205734062
2022-08-04,826,3865,1495,6186,0.1760818588787039,0.7583252505657937,0.17750297157437034,0.7601092738286847
2022-08-03,866,4012,1304,6182,0.1775317753177532,0.7890650274991912,0.17759066689630634,0.7600538305281033
2022-08-02,789,3368,1425,5582,0.18980033678133268,0.7447151558581153,0.17787527112578258,0.7595800882011766
2022-08-01,784,3403,1395,5582,0.18724623835681872,0.7500895736295234,0.17799962791918889,0.7597076008944982
2022-07-31,797,3925,1480,6202,0.16878441338415925,0.7613673008706868,0.1776787367253576,0.7600018042523763
2022-07-30,792,3920,1493,6205,0.16808149405772496,0.7593875906526995,0.177521473138002,0.760662927726473
2022-07-29,823,3880,1503,6206,0.1749946842440995,0.7578150177247824,0.1774444838220286,0.7616813111436579
2022-07-28,831,3872,1502,6205,0.176695726132256,0.7579371474617245,0.17751370750896653,0.762658952205066
2022-07-27,875,3999,1329,6203,0.179524004924087,0.7857488312107045,0.17689579732127164,0.7640049929817254
2022-07-26,793,3366,1419,5578,0.19067083433517673,0.745607744711366,0.17677215898716864,0.7651009336747571
2022-07-25,777,3423,1384,5584,0.185,0.7521489971346705,0.17601115437445158,0.7661314078508641
2022-07-24,797,3956,1452,6205,0.1676835682726699,0.7659951651893634,0.17614174822925696,0.7664698086640515
2022-07-23,797,3960,1449,6206,0.1675425688459113,0.7665162745729939,0.1759864977264076,0.76696038740583
2022-07-22,833,3914,1461,6208,0.17547925005266485,0.7646585051546392,0.17620136204379433,0.7671284984309955
2022-07-21,821,3942,1444,6207,0.17237035481839177,0.7673594328983406,0.17620664406324088,0.7671230819313098
2022-07-20,879,4041,1281,6201,0.17865853658536585,0.7934204160619255,0.176564270142576,0.7668699115476416
2022-07-19,779,3424,1380,5583,0.1853438020461575,0.7528210639441161,0.17598355004966076,0.7667968441673204
2022-07-18,784,3433,1372,5589,0.18591415698363767,0.7545178028269816,0.17644211942862167,0.7668858729640983
2022-07-17,795,3977,1430,6202,0.16659681475272423,0.7694292163818123,0.17650355971321888,0.7667958153407876
2022-07-16,805,3957,1441,6203,0.16904661906761864,0.7676930517491536,0.1770041469124272,0.766444937123366
2022-07-15,833,3913,1461,6207,0.17551622418879056,0.7646205896568391,0.17704334981655018,0.7666398171486107
2022-07-14,831,3921,1455,6207,0.17487373737373738,0.7655872402126631,0.17725592056233475,0.766536887280516
2022-07-13,859,4061,1285,6205,0.17459349593495935,0.7929089443996776,0.17710166881497155,0.766527522971563
2022-07-12,794,3417,1378,5589,0.18855378769888387,0.7534442655215602,0.1776263377194314,0.7665537191465054
2022-07-11,786,3432,1377,5595,0.18634423897581792,0.753887399463807,0.17731578637893544,0.7662925925449031
2022-07-10,809,3947,1445,6201,0.1701009251471825,0.7669730688598613,0.1768839695794809,0.7670049852558309
2022-07-09,808,3964,1433,6205,0.16932103939647947,0.7690572119258663,0.17643820025301138,0.767659277692798
2022-07-08,839,3901,1465,6205,0.1770042194092827,0.7639000805801772,0.17600394744034276,0.7674553185811404
2022-07-07,825,3922,1454,6201,0.17379397514219508,0.7655216900499919,0.1760681259100343,0.7673019811120044
2022-07-06,876,4038,1282,6196,0.17826617826617827,0.7930923176242737,0.17655306548808533,0.7674701589820581
2022-07-05,780,3405,1383,5568,0.1863799283154122,0.7516163793103449,0.1763154250182801,0.7671742095835369
2022-07-04,776,3457,1345,5578,0.1833215213796362,0.7588741484403012,0.17663043780692259,0.7675712135746214
2022-07-03,798,3981,1415,6194,0.1669805398618958,0.771553115918631,0.17706856729444162,0.7672001782266219
2022-07-02,791,3966,1440,6197,0.16628126970779902,0.7676294981442634,0.17724933967346448,0.7664905840120266
2022-07-01,839,3889,1470,6198,0.17745346869712353,0.7628267182962246,0.17746922002058071,0.7667033800868401
2022-06-30,842,3910,1446,6198,0.1771885521885522,0.7666989351403679,0.17720833022718724,0.7670667546855698
2022-06-29,865,4033,1294,6192,0.17660269497754186,0.7910206718346253,0.17706874473517883,0.7674302185490786
2022-06-28,793,3412,1369,5574,0.18858501783590964,0.7543954072479369,0.17691670245621385,0.7679106187453494
2022-06-27,786,3431,1359,5576,0.18638842779226938,0.7562769010043041,0.1768679418338404,0.7677372139611781
2022-06-26,799,3950,1446,6195,0.1682459465150558,0.7665859564164649,0.1774147522476123,0.7673903578154555
2022-06-25,800,3967,1431,6198,0.16782043213761275,0.7691190706679574,0.17712916722908864,0.7675945749534457
2022-06-24,833,3910,1454,6197,0.17562724014336917,0.7653703404873325,0.1770093521420069,0.767332486004564
2022-06-23,840,3927,1430,6197,0.1762114537444934,0.7692431821849282,0.17724987846006096,0.7675652484679777
2022-06-22,864,4058,1274,6196,0.17553839902478668,0.7943834732085217,0.1769019569768549,0.767257044031317
2022-06-21,791,3411,1377,5579,0.18824369347929557,0.7531815737587382,0.17714443888156017,0.767082918969424
2022-06-20,801,3410,1375,5586,0.19021610068867253,0.7538489079842463,0.17692185688758086,0.7674533221042864
2022-06-19,792,3972,1439,6203,0.16624685138539042,0.7680154763823956,0.17667993485078654,0.7677614405098562
2022-06-18,795,3966,1444,6205,0.16698172652804033,0.7672844480257857,0.17655502863428568,0.7678552819567607
2022-06-17,844,3916,1446,6206,0.1773109243697479,0.7669996777312278,0.1764549633742512,0.7677808434481493
2022-06-16,827,3932,1445,6204,0.17377600336205085,0.7670857511283043,0.17604807495516675,0.7674937936037047
2022-06-15,872,4048,1283,6203,0.1772357723577236,0.79316459777527,0.17635882158439659,0.7674477403661621
2022-06-14,788,3433,1364,5585,0.18668561952144042,0.7557743957027753,0.176456261645534,0.7674199420660235
2022-06-13,795,3422,1361,5578,0.18852264643111216,0.7560057368232341,0.17702040978887673,0.7670618400069367
2022-06-12,788,3977,1434,6199,0.16537250786988458,0.7686723665107276,0.1769378810730076,0.7667725967713704
2022-06-11,791,3966,1447,6204,0.16628126970779902,0.7667633784655061,0.17687761135989918,0.7666520203726821
2022-06-10,828,3918,1458,6204,0.17446270543615677,0.7649903288201161,0.17645348268346311,0.7669690734893415
2022-06-09,837,3920,1447,6204,0.17595122976665967,0.7667633784655061,0.17612336744032317,0.7668485094841095
2022-06-08,875,4043,1284,6202,0.17791785278568523,0.7929700096742986,0.17604696363371292,0.7665789743892031
2022-06-07,802,3405,1378,5585,0.19063465652483955,0.7532676812891674,0.1756315810943543,0.7665781640904034
2022-06-06,792,3422,1375,5589,0.1879449454200285,0.7539810341742709,0.1750037187912803,0.7670925494096611
2022-06-05,785,3974,1439,6198,0.16495061987812565,0.7678283317199096,0.17385989776570865,0.7672417053316426
2022-06-04,779,3991,1433,6203,0.16331236897274634,0.7689827502821216,0.17391473138249425,0.7671087846225024
2022-06-03,816,3924,1463,6203,0.17215189873417722,0.7641463807834918,0.1745343267645318,0.7666373852053707
2022-06-02,832,3911,1458,6201,0.17541640312038795,0.7648766328011611,0.17521708650696602,0.766362146930145
2022-06-01,860,4054,1283,6197,0.17501017501017502,0.7929643375827014,0.17516363316544345,0.766253693279161
2022-05-31,785,3430,1354,5569,0.18623962040332148,0.756868378523972,0.17551626247418395,0.7660135440499477
2022-05-30,757,3450,1365,5572,0.17993819824102686,0.7550251256281407,0.17646162282472985,0.7655128083607448
2022-05-29,786,3968,1445,6199,0.16533445519562473,0.7668978867559284,0.1776821195606789,0.765249443807973
2022-05-28,796,3952,1453,6201,0.16764953664700927,0.7656829543621997,0.1779778539966041,0.765013581960528
