date,yes,no,missing,total,pct_yes,pct_reporting,roll_avg,roll_reporting
2024-01-13,278,3100,1595,4973,0.08229721728833629,0.6792680474562638,0.08283522523933355,0.6741769258048343
2024-01-12,281,3144,1597,5022,0.08204379562043795,0.6819992035045799,0.08287667305627558,0.6731623688922713
2024-01-11,276,3071,1700,5047,0.08246190618464297,0.6631662373687339,0.08312923235012477,0.6722275688125998
2024-01-10,289,3188,1637,5114,0.08311763014092609,0.6798983183418068,0.08314788666345797,0.674010142758401
2024-01-09,286,3124,1667,5077,0.08387096774193549,0.6716564900531811,0.08323975146628049,0.6740202407469879
2024-01-08,287,3114,1671,5072,0.08438694501617171,0.6705441640378549,0.08329834629246487,0.6738942632947226
2024-01-07,282,3171,1680,5133,0.08166811468288444,0.6727060198714202,0.08303472096100632,0.6723146653831354
2024-01-06,286,3177,1689,5152,0.0825873520069304,0.672166149068323,0.0830466795516683,0.671073385526691
2024-01-05,292,3192,1674,5158,0.08381171067738231,0.6754556029468787,0.0829975626730264,0.6701311641759524
2024-01-04,288,3199,1674,5161,0.08259248637797534,0.6756442549893431,0.08247468390656519,0.668406040475774
2024-01-03,294,3216,1652,5162,0.08376068376068375,0.679969004261914,0.08233756486131506,0.6665714229583178
2024-01-02,289,3140,1683,5112,0.08428113152522601,0.670774647887324,0.0803510489617557,0.6647816381690568
2024-01-01,278,3090,1739,5107,0.08254156769596199,0.6594869786567457,0.0798984708389352,0.663245752279275
2023-12-31,280,3145,1733,5158,0.08175182481751825,0.6640170608763086,0.07958111757421439,0.6633212766786355
2023-12-30,283,3158,1729,5170,0.08224353385643708,0.6655705996131528,0.07914336725599916,0.6634240590317345
2023-12-29,275,3156,1741,5172,0.0801515593121539,0.6633797370456304,0.0787715612733639,0.6633330540032318
2023-12-28,280,3150,1745,5175,0.08163265306122448,0.6628019323671498,0.07878951226969289,0.6637751217012112
2023-12-27,241,3209,1719,5169,0.06985507246376811,0.6674405107370864,0.0785976839855842,0.66396057368396
2023-12-26,274,3104,1740,5118,0.08111308466548253,0.6600234466588512,0.08026256171788329,0.6640883489272112
2023-12-25,271,3103,1738,5112,0.08032009484291643,0.6600156494522692,0.08032747663919422,0.6657148682688444
2023-12-24,271,3173,1737,5181,0.07868757259001162,0.6647365373480023,0.08044996595754397,0.6652606237042343
2023-12-23,275,3178,1740,5193,0.07964089197799015,0.6649335644136337,0.08054150058712872,0.6655547421967151
2023-12-22,278,3185,1733,5196,0.08027721628645683,0.6664742109314857,0.08048902542871963,0.6660684589672917
2023-12-21,277,3173,1745,5195,0.08028985507246376,0.6641000962463908,0.08021318636974907,0.6660500857128859
2023-12-20,283,3189,1723,5195,0.08150921658986175,0.668334937439846,0.08009883722826859,0.6660223589984005
2023-12-19,281,3164,1686,5131,0.08156748911465893,0.6714090820502826,0.08006481930308988,0.6683887744951075
2023-12-18,273,3090,1757,5120,0.08117752007136485,0.6568359375,0.07994527817777831,0.6669136165217603
2023-12-17,274,3180,1726,5180,0.07932831499710481,0.6667953667953668,0.07970304613764094,0.667695959962768
2023-12-16,275,3194,1720,5189,0.07927356586912655,0.6685295818076701,0.07961966549509551,0.6691584833795395
2023-12-15,271,3188,1732,5191,0.0783463428736629,0.6663455981506453,0.07951936016685293,0.6699377159088448
2023-12-14,274,3173,1745,5192,0.07948941108210038,0.6639060092449923,0.0799796544672627,0.6708083931333374
2023-12-13,289,3267,1636,5192,0.0812710911136108,0.6848998459167951,0.07994508637490205,0.6723383039005363
2023-12-12,274,3120,1740,5134,0.0807307012374779,0.6610829762368523,0.0799049128251672,0.6721877764618732
2023-12-11,270,3127,1732,5129,0.0794818957904033,0.662312341587054,0.0800606413515167,0.6740864114866844
2023-12-10,276,3229,1672,5177,0.07874465049928674,0.677033030712768,0.08027796637326408,0.6759225675486794
2023-12-09,275,3225,1693,5193,0.07857142857142857,0.6739842095128057,0.07987092988920287,0.6759077056609349
2023-12-08,285,3209,1702,5196,0.0815684029765312,0.672440338722094,0.08003301846686119,0.6766168726491405
2023-12-07,278,3230,1692,5200,0.07924743443557583,0.6746153846153846,0.08001910436211124,0.6774271687287688
2023-12-06,288,3268,1644,5200,0.08098987626546682,0.6838461538461539,0.08036726623592746,0.6780834082465942
2023-12-05,284,3187,1676,5147,0.08182080092192452,0.6743734214105304,0.08025469918350157,0.6782264321134515
2023-12-04,281,3188,1669,5138,0.08100317094263476,0.6751654340210198,0.0801479109551861,0.6781063492036022
2023-12-03,267,3251,1679,5197,0.07589539511085844,0.6769289974985568,0.0803981193390425,0.6777075073228895
2023-12-02,282,3256,1673,5211,0.07970604861503675,0.6789483784302437,0.0811824236380867,0.6784833252930638
2023-12-01,288,3247,1678,5213,0.08147100424328148,0.6781124112794936,0.08138644444635008,0.67901027490022
2023-11-30,289,3249,1671,5209,0.08168456755228942,0.6792090612401612,0.08134809883956493,0.6794626038073499
2023-11-29,286,3280,1641,5207,0.08020190689848569,0.684847320914154,0.08109302845392607,0.6799770389441196
2023-11-28,281,3185,1680,5146,0.0810732833237161,0.6735328410415857,0.0811184089245104,0.680142309119043
2023-11-27,286,3170,1684,5140,0.08275462962962964,0.6723735408560312,0.0810546228249482,0.6812125385461638
2023-11-26,289,3262,1653,5204,0.08138552520416784,0.6823597232897771,0.08077571748694544,0.6819879634034814
2023-11-25,289,3273,1656,5218,0.0811341942728804,0.6826370256803372,0.08051375970467736,0.6819664397766243
2023-11-24,289,3270,1665,5224,0.08120258499578534,0.6812787136294027,0.08035651244698679,0.6821740135321067
2023-11-23,285,3282,1657,5224,0.0798990748528175,0.6828101071975498,0.08006052560027764,0.6826014450182509
2023-11-22,288,3295,1640,5223,0.08037957019257605,0.6860042121386176,0.08027335617685927,0.6831284091093496
2023-11-21,283,3227,1644,5154,0.08062678062678062,0.681024447031432,0.08063569915833162,0.6830729755226423
2023-11-20,282,3208,1659,5149,0.08080229226361031,0.6778015148572538,0.08096786550880462,0.6826473396782983
2023-11-19,284,3286,1663,5233,0.07955182072829131,0.6822090579017772,0.08133971438507016,0.6822866593797661
2023-11-18,287,3299,1656,5242,0.08003346346904629,0.6840900419687143,0.08162635370447505,0.6826245168026347
2023-11-17,284,3305,1656,5245,0.0791306770688214,0.6842707340324118,0.0817479176173573,0.6826806191814884
2023-11-16,293,3307,1644,5244,0.08138888888888889,0.6864988558352403,0.08221393182519739,0.6818429929895905
2023-11-15,298,3296,1648,5242,0.08291597106288258,0.6856161770316673,0.08261871155479462,0.6811792973299072
2023-11-14,290,3206,1660,5156,0.08295194508009153,0.6780449961210241,0.08270502702755388,0.6808244576746353
2023-11-13,290,3187,1672,5149,0.08340523439746908,0.6752767527675276,0.08301454023906893,0.680869016453925
2023-11-12,291,3277,1644,5212,0.08155829596412556,0.6845740598618573,0.0833161987861295,0.6806272194554385
2023-11-11,289,3284,1647,5220,0.08088441085922195,0.6844827586206896,0.08332600343000418,0.6804139323336846
2023-11-10,292,3252,1680,5224,0.08239277652370203,0.678407350689127,0.08323000318827711,0.6804009292167056
2023-11-09,300,3262,1662,5224,0.08422234699606962,0.6818529862174579,0.0832877783702058,0.6811365084545057
2023-11-08,298,3270,1655,5223,0.08352017937219731,0.6831322994447635,0.08313411401770376,0.6812792571531013
2023-11-07,298,3203,1660,5161,0.08511853756069694,0.6783569075760512,0.08290508389523368,0.6817222528893453
2023-11-06,297,3176,1683,5156,0.08551684422689318,0.6735841737781226,0.08284074884651692,0.681658911179888
2023-11-05,291,3274,1654,5219,0.08162692847124825,0.6830810500095804,0.08265154822303832,0.6822604622195706
2023-11-04,287,3291,1650,5228,0.08021240916713247,0.6843917368018363,0.08250358529188159,0.6827788940423527
2023-11-03,296,3279,1655,5230,0.0827972027972028,0.6835564053537285,0.08258908196301087,0.6833321496412166
2023-11-02,297,3275,1659,5231,0.08314669652855543,0.6828522271076276,0.08263909891034925,0.6835405618078092
2023-11-01,294,3295,1641,5230,0.08191696851490667,0.6862332695984703,0.08269903342367788,0.6836484127636113
2023-10-31,296,3200,1661,5157,0.08466819221967964,0.6779135156098507,0.08312598940402814,0.6840205057480152
2023-10-30,294,3198,1660,5152,0.08419243986254296,0.6777950310559007,0.08312189029158845,0.6843052884849588
2023-10-29,289,3297,1636,5222,0.08059118795315115,0.686710072769054,0.08321759678566816,0.6842131508981116
2023-10-28,291,3310,1631,5232,0.08081088586503749,0.6882645259938838,0.08365262188326994,0.6831872271780693
2023-10-27,298,3286,1648,5232,0.08314732142857142,0.6850152905198776,0.08402625808622377,0.6819805671672371
2023-10-26,299,3279,1656,5234,0.08356623812185579,0.6836071837982423,0.08426613042093593,0.6808028834297849
2023-10-25,306,3298,1628,5232,0.08490566037735849,0.6888379204892966,0.084526144715798,0.6798263577954232
2023-10-24,297,3212,1652,5161,0.08463949843260188,0.6799069947684557,0.08480183801881382,0.6787262892624228
2023-10-23,296,3192,1663,5151,0.08486238532110092,0.6771500679479713,0.08485986139993593,0.6785878886202438
2023-10-22,299,3276,1686,5261,0.08363636363636363,0.6795286067287588,0.0848252038873487,0.6787147902749504
2023-10-21,299,3285,1688,5272,0.08342633928571429,0.6798179059180577,0.08458283755802586,0.6786437088984292
2023-10-20,303,3269,1706,5278,0.08482642777155655,0.6767715043577113,0.08438415981801994,0.6785272967884263
2023-10-19,305,3267,1706,5278,0.08538633818589025,0.6767715043577113,0.08440715865428106,0.678297144437481
2023-10-18,312,3281,1682,5275,0.08683551349846924,0.6811374407582939,0.08465575333877969,0.678193078562382
2023-10-17,298,3206,1657,5161,0.08504566210045662,0.6789381902732029,0.08469897778650075,0.6778168679904567
2023-10-16,296,3202,1661,5159,0.08461978273299028,0.6780383795309168,0.08501091040384878,0.6778148322929909
2023-10-15,294,3294,1696,5284,0.08193979933110368,0.6790310370931113,0.08535184094317873,0.6777040688560014
2023-10-14,295,3301,1700,5296,0.08203559510567297,0.6790030211480362,0.0855209304234061,0.6774450048545054
