date,yes,no,missing,total,pct_yes,pct_reporting,roll_avg,roll_reporting
2022-11-03,774,3508,1201,5483,0.18075665576833255,0.7809593288345796,0.17752956860634247,0.7560771348528416
2022-11-02,774,3512,1201,5487,0.18058796080261316,0.7811190085657007,0.17716274631199308,0.7515046145075448
2022-11-01,737,3292,1357,5386,0.18292380243236536,0.7480505012996658,0.17745952677515328,0.7518239885348316
2022-10-31,721,3237,1370,5328,0.18216270843860535,0.7428678678678678,0.17681973066795517,0.7509719930718257
2022-10-30,688,3388,1394,5470,0.16879293424926398,0.7451553930530165,0.17645966192833656,0.7510079070985655
2022-10-29,698,3387,1393,5478,0.17086903304773562,0.7457101131799927,0.17696370141300358,0.7514000929029668
2022-10-28,725,3380,1378,5483,0.17661388550548113,0.748677731169068,0.17722758237138342,0.7517850396201889
2022-10-27,732,3376,1377,5485,0.17818889970788704,0.7489516864175023,0.1776460624234256,0.7519153978206375
2022-10-26,784,3508,1187,5479,0.18266542404473438,0.7833546267567074,0.17757192002410196,0.752149741657775
2022-10-25,707,3255,1377,5339,0.1784452296819788,0.7420865330586253,0.1777681577245517,0.7522857334558262
2022-10-24,713,3256,1372,5341,0.17964222726127488,0.7431192660550459,0.17828275390210635,0.7522934742421474
2022-10-23,706,3391,1381,5478,0.17232121064193312,0.7479006936838262,0.17848257653157976,0.7523086598506972
2022-10-22,709,3396,1380,5485,0.17271619975639463,0.7484047402005469,0.17816588124072089,0.7522328936199957
2022-10-21,739,3377,1375,5491,0.1795432458697765,0.7495902385722091,0.1780641215056457,0.7519756273212604
2022-10-20,732,3388,1369,5489,0.17766990291262136,0.750592093277464,0.1783891123554179,0.7523054124076899
2022-10-19,791,3507,1182,5480,0.18403908794788273,0.7843065693430656,0.17882277530454563,0.7527440429083979
2022-10-18,722,3244,1378,5344,0.18204740292486132,0.7421407185628742,0.17900361856311323,0.7528100776208184
2022-10-17,720,3257,1374,5351,0.18104098566758864,0.7432255653148944,0.1790067484172139,0.7529398430147234
2022-10-16,701,3420,1393,5514,0.1701043436059209,0.7473703300689155,0.17906237387391435,0.7528757994009726
2022-10-15,709,3413,1399,5521,0.17200388161086852,0.7466038761094005,0.17979081716237988,0.7514487334393349
2022-10-14,756,3402,1372,5530,0.18181818181818182,0.7518987341772152,0.18017786166320363,0.7500039017905431
2022-10-13,753,3414,1362,5529,0.18070554355651547,0.75366250678242,0.1800764006242426,0.7485474038314501
2022-10-12,802,3526,1187,5515,0.18530499075785584,0.7847688123300091,0.17979323786692883,0.7471573979632816
2022-10-11,725,3257,1377,5359,0.18206931190356604,0.743049076320209,0.17968973902526558,0.745982591402214
2022-10-10,723,3262,1380,5365,0.18143036386449185,0.7427772600186393,0.17994376652322258,0.7459970157276589
2022-10-09,732,3446,1488,5666,0.1752034466251795,0.7373808683374514,0.18058237915443667,0.7463212255781337
2022-10-08,731,3453,1497,5681,0.1747131931166348,0.7364900545678578,0.18046335273336414,0.747576513417309
2022-10-07,765,3459,1471,5695,0.18110795454545456,0.7417032484635645,0.1807637319160522,0.7489007371427052
2022-10-06,756,3474,1456,5686,0.17872340425531916,0.743932465705241,0.18129357853983835,0.750385669438602
2022-10-05,814,3596,1269,5679,0.18458049886621314,0.7765451664025357,0.18216670240591123,0.7517216988425457
2022-10-04,733,3254,1378,5365,0.18384750438926512,0.7431500465983225,0.18269584811480247,0.7529756908742284
2022-10-03,741,3245,1364,5350,0.18590065228299046,0.7450467289719627,0.18295893183790676,0.7530110613612527
2022-10-02,713,3376,1391,5480,0.1743702616776718,0.7461678832116788,0.18280350620733624,0.7528104548182979
