date,yes,no,missing,total,pct_yes,pct_reporting,roll_avg,roll_reporting
2022-06-13,782,3305,1358,5445,0.1913383900171275,0.7505968778696052,0.18235741096098607,0.7643934287866166
2022-06-12,826,3834,1449,6109,0.17725321888412018,0.7628089703715829,0.1819980452391576,0.7647816211327256
2022-06-11,831,3852,1456,6139,0.17745035233824472,0.7628278221208666,0.1805108226892614,0.7650512514266338
2022-06-10,844,3869,1443,6156,0.17907914279652026,0.7655945419103314,0.17872949187843398,0.7654836262235859
2022-06-09,846,3875,1445,6166,0.17919932217750476,0.7656503405773597,0.17776167715697397,0.7651343206697153
2022-06-08,878,3996,1290,6164,0.18013951579811244,0.790720311486048,0.17732394022801076,0.7649275165053391
2022-06-07,806,3391,1380,5577,0.1920419347152728,0.7525551371705218,0.17669883046459114,0.7652472800545821
2022-06-06,794,3411,1377,5582,0.18882282996432817,0.7533142242923683,0.1759440432624026,0.7658766406071165
2022-06-05,790,3945,1457,6192,0.16684266103484688,0.7646963824289406,0.17474885194286024,0.7661341366494737
2022-06-04,783,3963,1451,6197,0.1649810366624526,0.765854445699532,0.17459847570233164,0.7664432645180356
2022-06-03,815,3915,1468,6198,0.17230443974630022,0.7631494030332365,0.1750449236533184,0.7664133667452913
2022-06-02,834,3901,1461,6196,0.1761351636747624,0.7642027114267269,0.175771723781493,0.7662750732865719
2022-06-01,863,4047,1282,6192,0.17576374745417514,0.7929586563307494,0.17568121239214315,0.7662574564048682
2022-05-31,787,3427,1353,5567,0.18675842429995254,0.7569606610382612,0.17601361636660354,0.766036368778302
2022-05-30,759,3447,1364,5570,0.1804564907275321,0.7551166965888689,0.17695946661545525,0.765535439195204
2022-05-29,788,3965,1445,6198,0.16579002735114665,0.7668602775088739,0.17818034200069138,0.7652719637763633
2022-05-28,798,3949,1453,6200,0.1681061723193596,0.7656451612903226,0.1785013534242482,0.7650591156304288
2022-05-27,838,3886,1474,6198,0.17739204064352243,0.7621813488222007,0.1786259805816519,0.7653302571777127
2022-05-26,831,3904,1462,6197,0.17550158394931362,0.7640793932548007,0.17885355327316324,0.7658711704796104
2022-05-25,873,4029,1292,6194,0.1780905752753978,0.7914110429447853,0.1794144484563162,0.7662561419501228
2022-05-24,812,3387,1374,5573,0.19337937604191474,0.7534541539565763,0.1803568571837363,0.76639061749127
2022-05-23,794,3407,1376,5577,0.18900261842418473,0.753272368656984,0.18035366890999724,0.7666845584196561
2022-05-22,797,3946,1454,6197,0.1680371073160447,0.7653703404873325,0.1809603443247636,0.7667996188570793
2022-05-21,804,3954,1441,6199,0.16897856242118536,0.7675431521213099,0.18136143528659623,0.7669978841279316
