date,yes,no,missing,total,pct_yes,pct_reporting,roll_avg,roll_reporting
2023-09-09,315,3137,1671,5123,0.09125144843568946,0.6738239312902596,0.09167536741555224,0.6750500094515732
2023-09-08,318,3142,1672,5132,0.09190751445086705,0.6742010911925176,0.09152136198254292,0.6744329684048002
2023-09-07,315,3190,1635,5140,0.0898716119828816,0.6819066147859922,0.09161465329430733,0.673779575546663
2023-09-06,333,3250,1588,5171,0.09293887803516607,0.6929027267453104,0.0919154340630238,0.6726322399337025
2023-09-05,317,3082,1704,5103,0.0932627243306855,0.6660787771898883,0.091910853632409,0.6728103432130459
2023-09-04,313,3085,1700,5098,0.09211300765155975,0.6665358964299726,0.09148385490740799,0.6732655536771349
2023-09-03,312,3140,1701,5153,0.09038238702201622,0.6699010285270716,0.09118659014873316,0.6734422526701705
2023-09-02,312,3148,1708,5168,0.09017341040462427,0.6695046439628483,0.09096590796960216,0.6734125160691427
2023-09-01,321,3147,1711,5179,0.092560553633218,0.6696273411855571,0.0908405544675269,0.6738503924506359
2023-08-31,321,3169,1689,5179,0.09197707736389685,0.6738752654952693,0.09046741834843049,0.6743981349186333
2023-08-30,334,3261,1584,5179,0.09290681502086232,0.6941494497007145,0.09006903788352374,0.6739638022070296
2023-08-29,310,3124,1697,5131,0.09027373325567851,0.669265250438511,0.08980172641538274,0.6735758909958317
2023-08-28,308,3113,1702,5123,0.09003215434083602,0.667772789381222,0.08978672205516407,0.6735010680735435
2023-08-27,308,3159,1710,5177,0.08883761176809922,0.6696928723198764,0.0897225179230183,0.6735379823167719
2023-08-26,312,3182,1701,5195,0.08929593589009731,0.6725697786333013,0.08934102295244174,0.6736022737455553
2023-08-25,315,3187,1698,5200,0.08994860079954312,0.6734615384615384,0.08917871379023302,0.6740162103331665
2023-08-24,311,3176,1711,5198,0.08918841410954975,0.6708349365140439,0.08874596371061746,0.6742827298029191
2023-08-23,327,3265,1603,5195,0.09103563474387528,0.6914340712223291,0.08886190455211036,0.6747140885065347
2023-08-22,310,3128,1703,5141,0.09016870273414776,0.6687414899824937,0.08891939551554914,0.6751815709759421
2023-08-21,307,3120,1703,5130,0.08958272541581558,0.6680311890838206,0.08895366329981276,0.6754124181723603
2023-08-20,299,3171,1708,5178,0.0861671469740634,0.6701429123213596,0.08912047914043546,0.6755696708689995
2023-08-19,309,3196,1684,5189,0.08815977175463624,0.6754673347465793,0.08932422059593359,0.6780827612139941
2023-08-18,305,3204,1687,5196,0.08691935024223425,0.6753271747498075,0.08931218081383616,0.680025147594321
2023-08-17,315,3185,1694,5194,0.09,0.6738544474393531,0.09009322438793223,0.6798774662178343
2023-08-16,330,3279,1586,5195,0.0914380714879468,0.694706448508181,0.09032657669299768,0.6801324451742967
2023-08-15,312,3139,1697,5148,0.09040857722399305,0.6703574203574204,0.09052082132807929,0.6800644909918094
2023-08-14,312,3126,1700,5138,0.09075043630017451,0.6691319579602958,0.09043802959069468,0.6800273005662694
2023-08-13,305,3177,1581,5063,0.08759333716255026,0.6877345447363223,0.09103036568935911,0.6814363812403137
2023-08-12,308,3189,1578,5075,0.08807549327995425,0.689064039408867,0.09175351284208601,0.6805162037837557
2023-08-11,324,3183,1694,5201,0.09238665526090675,0.6742934051144011,0.09235193041852816,0.6795932962447667
2023-08-10,322,3192,1687,5201,0.09163346613545817,0.6756393001345895,0.09270962408824221,0.6808413415078375
2023-08-09,335,3275,1590,5200,0.09279778393351801,0.6942307692307692,0.09326841043746166,0.6821263796925512
2023-08-08,310,3141,1699,5150,0.08982903506230078,0.6700970873786408,0.09359484957825105,0.6838053968778974
2023-08-07,331,3157,1649,5137,0.09489678899082568,0.6789955226786062,0.09453051188777531,0.6852644384343088
2023-08-06,328,3212,1656,5196,0.09265536723163842,0.6812933025404158,0.09480135188303128,0.6875401313565549
2023-08-05,328,3227,1653,5208,0.09226441631504922,0.6826036866359447,0.0949401024992834,0.6877238600325494
2023-08-04,338,3224,1653,5215,0.0948905109489051,0.6830297219558965,0.09521382719374381,0.6878912577949434
2023-08-03,341,3228,1644,5213,0.09554497057999439,0.6846345674275849,0.09549068495762862,0.6879748311193011
2023-08-02,350,3331,1533,5214,0.09508285791904374,0.7059838895281934,0.09558228959314422,0.6879488893507869
2023-08-01,338,3169,1648,5155,0.09637867122897063,0.6803103782735208,0.095926817515696,0.6877795429169539
2023-07-31,338,3154,1533,5025,0.09679266895761741,0.6949253731343283,0.09594789246866765,0.6878992284323514
2023-07-30,332,3214,1649,5195,0.09362662154540327,0.6825794032723773,0.09617322996836994,0.6856848762293375
2023-07-29,335,3222,1645,5202,0.09418048917627214,0.6837754709727029,0.0962110558497312,0.6854098865414507
2023-07-28,345,3218,1649,5212,0.09682851529609879,0.6836147352264006,0.09627782701368427,0.6851801854614589
2023-07-27,343,3223,1644,5210,0.09618620302860348,0.6844529750479846,0.09620149864740914,0.6851527761861601
2023-07-26,358,3314,1538,5210,0.09749455337690632,0.7047984644913627,0.09627650675114265,0.6857748986932234
2023-07-25,339,3173,1644,5156,0.09652619589977221,0.6811481768813034,0.09592460263232858,0.6861346999331331
2023-07-24,344,3153,1650,5147,0.09837003145553332,0.679424907713231,0.09592460263232858,0.6860781151982553
2023-07-23,332,3204,1659,5195,0.09389140271493213,0.6806544754571704,0.09574929201623197,0.6860294435880221
2023-07-22,336,3214,1654,5204,0.09464788732394366,0.6821675634127594,0.09591871389079161,0.6863453647989868
2023-07-21,343,3219,1650,5212,0.09629421673217294,0.6834228702993093,0.09578167849468423,0.6865694407583783
2023-07-20,347,3241,1621,5209,0.09671125975473802,0.6888078325974275,0.0956669988150991,0.6866848443635546
2023-07-19,350,3333,1524,5207,0.09503122454520771,0.7073170731707317,0.09560801283844714,0.6866520110258396
2023-07-18,339,3173,1647,5159,0.09652619589977221,0.6807520837371583,0.09616422807238827,0.6875105636464296
2023-07-17,340,3160,1654,5154,0.09714285714285714,0.6790842064415987,0.096225862136343,0.6875924185130036
2023-07-16,338,3217,1651,5206,0.09507735583684951,0.6828659239339224,0.09610792260925737,0.688385996912292
2023-07-15,334,3231,1649,5214,0.09368863955119215,0.6837360951285002,0.09608327395107362,0.6887584417509665
2023-07-14,341,3230,1648,5219,0.095491458975077,0.6842306955355432,0.09621916344328188,0.6891114133828556
2023-07-13,346,3247,1625,5218,0.09629835791817423,0.6885779992334228,0.09627397492589948,0.6895203237049378
2023-07-12,368,3352,1495,5215,0.0989247311827957,0.713326941514861,0.09633426668363827,0.6896383381576454
2023-07-11,341,3176,1645,5162,0.09695763434745522,0.681325067803177,0.09628829103834904,0.6896540380978676
2023-07-10,340,3190,1626,5156,0.09631728045325778,0.6846392552366175,0.09631986947236684,0.6895079488127409
2023-07-09,339,3233,1639,5211,0.09490481522956327,0.685473037804644,0.09682966437173837,0.6888252413043
2023-07-08,339,3243,1638,5220,0.09463986599664992,0.6862068965517242,0.09711211361193121,0.6894302560923572
2023-07-07,344,3244,1634,5222,0.09587513935340022,0.6870930677901187,0.09704077797286523,0.6900069044312946
2023-07-06,348,3250,1621,5219,0.09672040022234575,0.689404100402376,0.09695730931177401,0.6905898454594999
2023-07-05,367,3355,1495,5217,0.0986029016657711,0.7134368410964156,0.0968946677071548,0.6906974065389656
2023-07-04,341,3168,1649,5158,0.09717868338557993,0.6803024428072897,0.09664086042238813,0.6905098741186743
2023-07-03,350,3154,1650,5154,0.09988584474885845,0.6798603026775321,0.09658437646888542,0.691251415171073
2023-07-02,348,3244,1616,5208,0.09688195991091314,0.6897081413210445,0.09615677798579589,0.6920592440128687
2023-07-01,339,3262,1616,5217,0.094140516523188,0.690243434924286,0.09556550732486448,0.6913344477423744
2023-06-30,344,3266,1613,5223,0.09529085872576178,0.691173654987555,0.09531410304662268,0.6907100848008827
2023-06-29,347,3257,1618,5222,0.0962819089900111,0.6901570279586365,0.09603025913833974,0.6908994259805622
2023-06-28,360,3358,1503,5221,0.09682625067240452,0.7121241141543766,0.0965614149969096,0.6913181739079176
2023-06-27,343,3201,1626,5170,0.09678329571106095,0.6854932301740813,0.09718692479758158,0.6917637578627748
2023-06-26,343,3197,1624,5164,0.09689265536723164,0.6855151045701007,0.0976063255708008,0.6921678296100858
2023-06-25,331,3238,1644,5213,0.09274306528439338,0.6846345674275849,0.09796974904952625,0.6925015563328614
2023-06-24,331,3252,1641,5224,0.09238068657549539,0.6858728943338438,0.09821655205200584,0.6932291702835502
2023-06-23,363,3256,1607,5226,0.10030395136778116,0.6924990432453119,0.09859888742986825,0.695878665523021
2023-06-22,362,3258,1603,5223,0.1,0.6930882634501244,0.09853221179458257,0.6975753843321522
2023-06-21,378,3357,1487,5222,0.10120481927710843,0.7152432018383761,0.09847437489464039,0.6996679737942506
2023-06-20,355,3205,1612,5172,0.0997191011235955,0.6883217324052591,0.09834704065845697,0.7019521009159889
2023-06-19,353,3197,1611,5161,0.09943661971830986,0.6878511916295291,0.09876546944767227,0.7046213347762021
2023-06-18,340,3259,1619,5218,0.09447068630175048,0.689727865082407,0.09975529376142471,0.7065556750078222
2023-06-17,350,3332,1545,5227,0.09505703422053231,0.7044193610101397,0.10107804158195564,0.708427693407017
2023-06-16,368,3318,1547,5233,0.09983722192078133,0.7043760749092299,0.10591184565448664,0.7095171974200455
2023-06-15,369,3336,1530,5235,0.09959514170040486,0.7077363896848138,0.11106230123136131,0.7085534680642926
2023-06-14,384,3444,1407,5235,0.10031347962382445,0.7312320916905444,0.11673627771690871,0.7075820360198322
2023-06-13,376,3287,1518,5181,0.10264810264810265,0.7070063694267515,0.12228351381610433,0.7071032738834827
2023-06-12,386,3243,1545,5174,0.10636538991457702,0.7013915732508698,0.1278231262599484,0.7052029543753516
2023-06-11,381,3292,1553,5226,0.10372992104546692,0.70283199387677,0.1327735658012907,0.7036462425419859
2023-06-10,480,3244,1506,5230,0.1288936627282492,0.7120458891013385,0.13788218726725363,0.7027806665051972
2023-06-09,496,3154,1582,5232,0.1358904109589041,0.6976299694189603,0.13946880687750376,0.7005880885049812
2023-06-08,511,3157,1565,5233,0.13931297709923665,0.7009363653735907,0.13997026315396652,0.7001193768970471
2023-06-07,530,3279,1424,5233,0.13914413231819375,0.7278807567360979,0.14029286567731616,0.7000456573608996
2023-06-06,508,3084,1586,5178,0.14142538975501115,0.6937041328698339,0.14030616100072094,0.7007043191425725
2023-06-05,504,3070,1602,5176,0.14101846670397314,0.6904945904173106,0.14020923878217578,0.7008239046078243
2023-06-04,509,3140,1588,5237,0.13949027130720745,0.6967729616192476,0.1402552838420232,0.7012191113989333
2023-06-03,511,3139,1589,5239,0.14,0.6966978430998282,0.13999485994317876,0.7017375111807309
2023-06-02,507,3130,1601,5238,0.13940060489414352,0.6943489881634212,0.13996287991119874,0.7022447505161432
2023-06-01,519,3147,1568,5234,0.14157119476268412,0.7004203286205579,0.14023867094815462,0.702702673873113
2023-05-31,533,3295,1398,5226,0.13923719958202715,0.7324913892078071,0.14028396108476213,0.7032677804857804
2023-05-30,505,3083,1578,5166,0.1407469342251951,0.6945412311265969,0.14053138442955748,0.7039740828055516
2023-05-29,506,3074,1584,5164,0.14134078212290502,0.6932610379550735,0.14064628618844335,0.7044666458541994
2023-05-28,504,3157,1566,5227,0.13766730401529637,0.7004017600918309,0.14074402664601923,0.705003987355038
2023-05-27,512,3151,1568,5231,0.13977613977613979,0.7002485184477155,0.14114585282791944,0.7050640248501805
2023-05-26,516,3135,1583,5234,0.14133114215283485,0.6975544516622086,0.14123480402312577,0.7049520988292366
