date,yes,no,missing,total,pct_yes,pct_reporting,roll_avg,roll_reporting
2022-07-19,775,3314,1375,5464,0.18953289312790414,0.7483528550512445,0.1783375872101207,0.764754571852655
2022-07-18,782,3377,1378,5537,0.1880259677807165,0.7511287700921077,0.1782976663998508,0.7654311111681379
2022-07-17,803,3923,1426,6152,0.16991112991959373,0.7682054616384916,0.17815048936317246,0.7657615443339533
2022-07-16,807,3914,1437,6158,0.17093836051683967,0.7666450146151348,0.17822299693710078,0.7655517027305377
2022-07-15,837,3886,1455,6178,0.1772178699978827,0.7644868889608287,0.1780670780171473,0.7658272336229768
2022-07-14,833,3887,1460,6180,0.17648305084745763,0.7637540453074434,0.17807738170013684,0.7656973580387257
2022-07-13,861,4024,1293,6178,0.17625383828045035,0.7907089673033344,0.1777285598555148,0.7659268409573459
2022-07-12,796,3410,1379,5585,0.18925344745601522,0.753088630259624,0.17806898667869708,0.7662720893406936
2022-07-11,788,3426,1379,5593,0.18699572852396773,0.753441802252816,0.17768625065211596,0.7660681393646566
2022-07-10,810,3943,1446,6199,0.17041868293709236,0.766736570414583,0.1772013086080493,0.7668380122824068
2022-07-09,810,3959,1436,6205,0.16984692807716503,0.7685737308622079,0.1767400379968526,0.767508298141548
2022-07-08,840,3898,1467,6205,0.17728999577880963,0.7635777598710717,0.17626068916166007,0.7673557147302178
2022-07-07,826,3920,1455,6201,0.17404129793510326,0.7653604257377842,0.17631425756744293,0.7672308435887717
2022-07-06,878,4037,1282,6197,0.17863682604272635,0.7931257059867678,0.17678859590757257,0.7674097689442034
2022-07-05,781,3405,1383,5569,0.18657429526994745,0.7516609804273657,0.1765460172600694,0.7671186894921521
2022-07-04,777,3455,1345,5577,0.18360113421550095,0.7588309126770665,0.1768672365021238,0.7675093218950909
2022-07-03,799,3980,1416,6195,0.1671897886587152,0.7714285714285715,0.17729297706566155,0.7671507061518598
2022-07-02,792,3965,1441,6198,0.16649148623081775,0.7675056469828977,0.17745874559301203,0.7664750438249736
2022-07-01,840,3888,1471,6199,0.17766497461928935,0.7627036618809485,0.1776684961296693,0.766716172597002
2022-06-30,843,3910,1447,6200,0.17736166631601094,0.7666129032258064,0.17740221572754003,0.7670848956629344
2022-06-29,867,4033,1294,6194,0.1769387755102041,0.7910881498224088,0.17726258170924125,0.7674482402784996
2022-06-28,794,3411,1369,5574,0.18882282996432817,0.7543954072479369,0.17711036717366493,0.7679284792357832
2022-06-27,787,3431,1359,5577,0.18658131816026552,0.7563206024744487,0.1770616308062852,0.7677550744516121
2022-06-26,800,3952,1446,6198,0.16835016835016836,0.7666989351403679,0.17761481020809416,0.767401975238726
2022-06-25,801,3968,1431,6200,0.16795973998741875,0.7691935483870967,0.17733933270281602,0.7675777115678158
2022-06-24,834,3910,1455,6199,0.17580101180438448,0.7652847233424745,0.17722460654273658,0.7672926795799978
2022-06-23,841,3927,1431,6199,0.17638422818791946,0.7691563155347637,0.1774649937002763,0.767525384787332
2022-06-22,866,4058,1274,6198,0.1758732737611698,0.7944498225233947,0.1771171867922782,0.7672172936725411
2022-06-21,792,3410,1377,5579,0.18848167539267016,0.7531815737587382,0.17735958960610304,0.7670432140418824
2022-06-20,802,3409,1375,5586,0.19045357397292806,0.7538489079842463,0.1771368545794519,0.7674136171767448
2022-06-19,793,3972,1440,6205,0.1664218258132214,0.7679290894439967,0.17689488427409475,0.7677217355823144
2022-06-18,796,3966,1445,6207,0.16715665686686265,0.7671983244723699,0.17677496222342773,0.7678102066755683
2022-06-17,845,3916,1447,6208,0.17748372190716236,0.7669136597938144,0.17667493900321116,0.7677357901736687
2022-06-16,828,3932,1446,6206,0.17394957983193277,0.7669996777312278,0.1762682091018208,0.7674488288762973
2022-06-15,874,4048,1283,6205,0.17757009345794392,0.7932312651087833,0.17657890084383918,0.7674027904802748
2022-06-14,789,3432,1364,5585,0.1869225302061123,0.7557743957027753,0.17667632070989364,0.7673750026766716
2022-06-13,796,3421,1361,5578,0.18875978183542802,0.7560057368232341,0.1772405814801366,0.7670169006175848
2022-06-12,789,3976,1435,6200,0.16558237145855195,0.7685483870967742,0.17715807688136745,0.7667276573820185
2022-06-11,792,3966,1448,6206,0.1664564943253468,0.7666774089590719,0.17709288816159832,0.7666124500087467
2022-06-10,829,3918,1459,6206,0.17463661259742996,0.764904930712214,0.17667367648349397,0.7669240774108356
2022-06-09,838,3920,1448,6206,0.17612442202606138,0.7666774089590719,0.1763488559979057,0.7667981174279079
2022-06-08,877,4043,1284,6204,0.1782520325203252,0.793036750483559,0.17627783001466396,0.7665232454888063
2022-06-07,803,3404,1378,5585,0.19087235559781318,0.7532676812891674,0.17586775183307998,0.7665176727349893
2022-06-06,793,3421,1375,5589,0.18818224964404368,0.7539810341742709,0.17524614675852623,0.767025820071348
2022-06-05,786,3974,1440,6200,0.16512605042016806,0.7677419354838709,0.1741085018294166,0.7671686941030719
2022-06-04,780,3990,1434,6204,0.16352201257861634,0.7688588007736944,0.17416832382300157,0.7670304452551456
2022-06-03,817,3923,1464,6204,0.17236286919831223,0.7640232108317214,0.17478805797502736,0.7665591161355424
2022-06-02,833,3910,1459,6202,0.17562724014336917,0.7647533053853596,0.1754709133956766,0.7662839109015179
2022-06-01,862,4053,1283,6198,0.17538148524923702,0.792997741206841,0.1754175045721065,0.766175466219568
2022-05-31,786,3428,1354,5568,0.18652112007593735,0.7568247126436781,0.17577019178468747,0.7659353572894384
2022-05-30,758,3448,1365,5571,0.1802187351402758,0.7549811523963382,0.17671592093112162,0.7654345384807895
2022-05-29,787,3967,1446,6200,0.16554480437526295,0.766774193548387,0.17793675589135902,0.7651711345964793
2022-05-28,797,3951,1454,6202,0.16786015164279697,0.7655594969364721,0.17823256001919033,0.764935307946871
2022-05-27,837,3888,1475,6200,0.17714285714285713,0.7620967741935484,0.17833734570750576,0.7651602845519563
2022-05-26,830,3906,1463,6199,0.17525337837837837,0.7639941926117115,0.17857043452104762,0.7656779932738342
2022-05-25,872,4031,1293,6196,0.17785029573730368,0.7913169786959329,0.1791313534277867,0.7660628464875942
2022-05-24,811,3388,1375,5574,0.19314122410097642,0.753318980983136,0.18007363318983777,0.7661972873190506
2022-05-23,793,3408,1377,5578,0.18876457986193762,0.753137325206167,0.18007057406136412,0.7664911963337486
2022-05-22,795,3948,1456,6199,0.16761543327008221,0.7651234070011292,0.18067729797459808,0.7666062430656888
2022-05-21,802,3955,1444,6201,0.16859365146100483,0.767134333172069,0.1811033998771631,0.7668274776494818
2022-05-20,849,3900,1453,6202,0.17877447883765002,0.7657207352466946,0.18116473547316883,0.7665185373981046
2022-05-19,852,3903,1447,6202,0.17917981072555206,0.7666881651080296,0.181278917030109,0.7663762704873006
2022-05-18,906,4006,1288,6200,0.18444625407166124,0.792258064516129,0.1816339312738921,0.7661811869926052
2022-05-17,814,3401,1365,5580,0.19311981020166075,0.7553763440860215,0.18154497060819258,0.7658853517131178
2022-05-16,812,3395,1373,5580,0.1930116472545757,0.7539426523297491,0.18123379731359132,0.7655275168949628
2022-05-15,810,3938,1445,6193,0.17059814658803707,0.7666720490876796,0.1811658832927417,0.765431092460594
2022-05-14,801,3938,1456,6195,0.16902300063304496,0.7649717514124293,0.1810891317796251,0.7656530577982988
2022-05-13,851,3888,1458,6197,0.17957374973623128,0.7647248668710667,0.1814327847504146,0.7660311113263364
2022-05-12,862,3883,1455,6200,0.18166491043203373,0.7653225806451613,0.18155925536084802,0.7661028731282368
2022-05-11,900,3996,1300,6196,0.18382352941176472,0.790187217559716,0.1811983141556239,0.7684732035527881
