date,state,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported
2020-10-24,IN,26.0,127.0,6.0
2020-10-23,IN,24.0,130.0,6.0
2020-10-21,IN,22.0,130.0,5.0
2020-10-17,IN,26.0,122.0,6.0
2020-10-14,IN,24.0,122.0,9.0
2020-10-08,IN,18.0,119.0,11.0
2020-09-16,IN,17.0,121.0,13.0
2020-09-08,IN,18.0,115.0,11.0
2020-09-03,IN,18.0,112.0,11.0
2020-08-31,IN,20.0,110.0,12.0
2020-08-30,IN,18.0,110.0,13.0
2020-08-26,IN,17.0,109.0,15.0
2020-08-24,IN,17.0,105.0,14.0
2020-08-22,IN,16.0,106.0,13.0
2020-08-21,IN,19.0,107.0,14.0
2020-08-20,IN,17.0,109.0,14.0
2020-08-14,IN,18.0,107.0,13.0
2020-08-13,IN,19.0,106.0,13.0
2020-08-12,IN,18.0,108.0,12.0
2020-08-03,IN,15.0,102.0,13.0
2020-12-30,KS,14.0,132.0,4.0
2020-12-08,KS,53.0,87.0,3.0
2020-12-06,KS,56.0,92.0,3.0
2020-11-27,KS,60.0,87.0,3.0
2020-11-26,KS,59.0,87.0,3.0
2020-11-17,KS,54.0,84.0,3.0
2020-11-13,KS,46.0,100.0,3.0
2020-11-11,KS,43.0,102.0,3.0
2020-11-10,KS,41.0,97.0,3.0
2020-11-01,KS,40.0,101.0,7.0
2020-10-31,KS,39.0,101.0,8.0
2020-10-30,KS,39.0,100.0,9.0
2020-10-21,KS,34.0,102.0,10.0
2020-10-16,KS,41.0,94.0,14.0
2020-10-11,KS,37.0,96.0,14.0
2020-10-09,KS,36.0,96.0,15.0
2020-09-30,KS,35.0,95.0,17.0
2020-09-29,KS,33.0,98.0,15.0
2020-09-27,KS,31.0,98.0,15.0
2020-09-25,KS,32.0,98.0,15.0
2020-09-23,KS,30.0,98.0,16.0
2020-09-21,KS,31.0,98.0,16.0
2020-09-16,KS,32.0,94.0,20.0
2020-09-15,KS,32.0,95.0,19.0
2020-09-14,KS,32.0,94.0,20.0
2020-09-13,KS,30.0,97.0,19.0
2020-09-06,KS,28.0,96.0,18.0
2020-09-04,KS,30.0,94.0,22.0
2020-09-02,KS,28.0,94.0,22.0
2020-08-28,KS,25.0,93.0,22.0
2020-08-26,KS,21.0,92.0,25.0
2020-08-19,KS,25.0,88.0,24.0
2020-08-14,KS,26.0,83.0,25.0
2020-08-10,KS,28.0,83.0,22.0
2020-08-02,KS,26.0,74.0,24.0
2021-03-30,KY,3.0,98.0,2.0
2021-01-26,KY,6.0,95.0,2.0
2020-12-07,KY,6.0,96.0,2.0
2020-12-03,KY,8.0,113.0,2.0
2020-12-01,KY,7.0,96.0,2.0
2020-11-25,KY,8.0,113.0,2.0
2020-11-24,KY,4.0,99.0,2.0
2020-11-22,KY,9.0,112.0,2.0
2020-11-21,KY,10.0,111.0,2.0
2020-11-18,KY,10.0,111.0,2.0
2020-11-16,KY,5.0,98.0,2.0
2020-11-15,KY,11.0,110.0,2.0
2020-11-14,KY,11.0,110.0,2.0
2020-11-12,KY,7.0,114.0,2.0
2020-11-06,KY,5.0,116.0,2.0
2020-11-03,KY,6.0,97.0,2.0
2020-10-16,KY,4.0,107.0,3.0
2020-10-06,KY,7.0,102.0,4.0
2020-10-04,KY,5.0,104.0,4.0
2020-09-28,KY,4.0,105.0,4.0
2020-09-20,KY,4.0,103.0,5.0
2020-09-18,KY,4.0,103.0,5.0
2020-09-13,KY,5.0,100.0,6.0
2020-09-11,KY,4.0,102.0,5.0
2020-09-10,KY,4.0,101.0,5.0
2020-09-09,KY,5.0,100.0,5.0
2020-09-03,KY,6.0,95.0,5.0
2020-09-01,KY,5.0,96.0,5.0
2020-08-23,KY,2.0,95.0,9.0
2020-08-09,KY,3.0,93.0,8.0
2020-08-07,KY,3.0,95.0,7.0
2020-08-01,KY,4.0,90.0,14.0
2020-12-12,LA,51.0,162.0,8.0
2020-12-07,LA,50.0,163.0,8.0
2020-12-04,LA,49.0,164.0,8.0
2020-11-28,LA,50.0,162.0,9.0
2020-11-23,LA,49.0,162.0,10.0
2020-11-21,LA,49.0,163.0,10.0
2020-11-20,LA,49.0,163.0,10.0
2020-11-19,LA,49.0,162.0,11.0
2020-11-15,LA,45.0,166.0,10.0
2020-11-09,LA,47.0,162.0,11.0
2020-11-08,LA,46.0,163.0,11.0
2020-11-07,LA,46.0,163.0,11.0
2020-11-05,LA,48.0,161.0,11.0
2020-10-31,LA,46.0,163.0,11.0
2020-10-29,LA,46.0,163.0,13.0
2020-10-20,LA,46.0,154.0,18.0
2020-10-19,LA,46.0,154.0,18.0
2020-10-15,LA,45.0,151.0,22.0
2020-10-13,LA,44.0,148.0,26.0
2020-10-04,LA,44.0,143.0,30.0
2020-10-03,LA,44.0,143.0,30.0
2020-10-01,LA,43.0,144.0,30.0
2020-09-26,LA,44.0,143.0,30.0
2020-09-22,LA,44.0,142.0,31.0
2020-09-12,LA,44.0,144.0,30.0
2020-09-08,LA,44.0,142.0,31.0
2020-08-29,LA,43.0,142.0,32.0
2020-08-20,LA,46.0,139.0,33.0
2020-08-18,LA,47.0,138.0,32.0
2020-08-16,LA,45.0,140.0,32.0
2020-08-07,LA,44.0,139.0,36.0
2020-08-06,LA,44.0,139.0,36.0
2020-08-04,LA,46.0,136.0,37.0
2021-09-29,MA,22.0,73.0,7.0
2021-09-22,MA,21.0,73.0,8.0
2021-09-01,MA,10.0,90.0,1.0
2021-08-18,MA,11.0,90.0,1.0
2021-08-11,MA,11.0,89.0,1.0
2021-08-04,MA,10.0,91.0,1.0
2021-06-13,MA,10.0,90.0,1.0
2021-06-09,MA,10.0,90.0,1.0
2021-05-21,MA,10.0,91.0,1.0
2021-03-28,MA,9.0,91.0,1.0
2021-03-17,MA,9.0,92.0,1.0
2021-01-09,MA,14.0,87.0,1.0
2020-12-12,MA,10.0,90.0,1.0
2020-12-11,MA,9.0,91.0,1.0
2020-12-09,MA,10.0,90.0,1.0
2020-12-05,MA,9.0,93.0,1.0
2020-12-04,MA,8.0,94.0,1.0
2020-12-02,MA,9.0,93.0,1.0
2020-11-26,MA,6.0,96.0,1.0
2020-11-20,MA,5.0,96.0,1.0
2020-11-04,MA,4.0,97.0,1.0
2020-10-27,MA,2.0,77.0,1.0
2020-10-26,MA,2.0,77.0,1.0
2020-10-24,MA,6.0,96.0,1.0
2020-10-18,MA,5.0,97.0,1.0
2020-10-16,MA,5.0,97.0,1.0
2020-10-15,MA,5.0,97.0,1.0
2020-10-14,MA,5.0,97.0,1.0
2020-10-12,MA,5.0,97.0,1.0
2020-10-09,MA,6.0,96.0,1.0
2020-10-08,MA,6.0,96.0,1.0
2020-10-05,MA,5.0,96.0,1.0
2020-10-02,MA,4.0,97.0,1.0
2020-09-29,MA,5.0,96.0,1.0
2020-09-23,MA,6.0,80.0,1.0
2020-09-21,MA,6.0,80.0,1.0
2020-09-17,MA,7.0,79.0,1.0
2020-08-28,MA,5.0,76.0,1.0
2020-08-27,MA,5.0,76.0,1.0
2020-08-25,MA,5.0,71.0,5.0
2020-08-21,MA,5.0,72.0,5.0
2020-08-15,MA,5.0,72.0,4.0
2020-08-13,MA,5.0,73.0,4.0
2020-08-12,MA,5.0,73.0,4.0
2020-08-11,MA,5.0,73.0,4.0
2020-08-06,MA,6.0,72.0,4.0
2020-08-03,MA,5.0,72.0,5.0
2021-01-20,MD,2.0,56.0,1.0
2020-12-10,MD,11.0,47.0,1.0
2020-12-09,MD,13.0,46.0,1.0
2020-12-08,MD,8.0,44.0,1.0
2020-12-06,MD,9.0,50.0,1.0
2020-12-05,MD,10.0,49.0,1.0
2020-11-29,MD,9.0,50.0,1.0
2020-11-27,MD,9.0,50.0,1.0
2020-11-18,MD,10.0,49.0,1.0
2020-11-17,MD,9.0,43.0,1.0
2020-11-08,MD,7.0,52.0,1.0
2020-11-02,MD,8.0,45.0,1.0
2020-11-01,MD,10.0,49.0,1.0
2020-10-23,MD,7.0,51.0,1.0
2020-10-21,MD,8.0,50.0,1.0
2020-10-14,MD,7.0,51.0,1.0
2020-10-11,MD,7.0,47.0,4.0
2020-10-10,MD,9.0,48.0,2.0
2020-10-07,MD,8.0,48.0,3.0
2020-10-06,MD,8.0,48.0,3.0
2020-09-30,MD,7.0,48.0,1.0
2020-09-28,MD,7.0,48.0,2.0
2020-09-23,MD,7.0,47.0,1.0
2020-09-16,MD,7.0,45.0,2.0
2020-09-14,MD,7.0,45.0,3.0
2020-09-05,MD,6.0,45.0,4.0
2020-09-02,MD,6.0,45.0,3.0
2020-08-28,MD,6.0,41.0,8.0
2020-08-26,MD,8.0,37.0,8.0
2020-08-24,MD,7.0,38.0,9.0
2020-08-19,MD,5.0,41.0,7.0
2020-08-17,MD,5.0,41.0,6.0
2020-08-09,MD,5.0,39.0,9.0
2020-08-01,MD,3.0,41.0,9.0
2021-10-20,ME,2.0,28.0,9.0
2021-10-06,ME,1.0,29.0,9.0
2021-08-06,ME,1.0,29.0,9.0
2021-07-09,ME,1.0,29.0,9.0
2021-06-26,ME,1.0,29.0,9.0
2021-06-25,ME,1.0,29.0,9.0
2021-05-11,ME,0.0,28.0,8.0
2021-04-02,ME,2.0,29.0,8.0
2021-03-29,ME,0.0,28.0,8.0
2021-03-26,ME,2.0,29.0,8.0
2020-12-03,ME,6.0,25.0,8.0
2020-11-24,ME,8.0,22.0,8.0
2020-11-22,ME,8.0,23.0,8.0
2020-11-15,ME,8.0,23.0,8.0
2020-11-14,ME,8.0,23.0,8.0
2020-11-07,ME,7.0,24.0,8.0
2020-11-06,ME,7.0,24.0,8.0
2020-11-05,ME,7.0,24.0,8.0
2020-11-03,ME,7.0,29.0,1.0
2020-10-30,ME,7.0,31.0,1.0
2020-10-28,ME,7.0,31.0,1.0
2020-10-25,ME,7.0,27.0,5.0
2020-10-22,ME,7.0,27.0,5.0
2020-10-19,ME,7.0,27.0,4.0
2020-10-11,ME,6.0,26.0,6.0
2020-10-07,ME,4.0,27.0,7.0
2020-09-27,ME,3.0,28.0,7.0
2020-09-19,ME,3.0,28.0,6.0
2020-09-18,ME,3.0,28.0,6.0
2020-09-16,ME,3.0,28.0,6.0
2020-09-11,ME,5.0,28.0,3.0
2020-09-10,ME,3.0,27.0,6.0
2020-09-06,ME,3.0,27.0,6.0
2020-09-04,ME,3.0,27.0,6.0
2020-09-01,ME,3.0,29.0,4.0
2020-08-31,ME,3.0,28.0,3.0
2020-08-25,ME,3.0,25.0,5.0
2020-08-24,ME,4.0,25.0,4.0
2020-08-23,ME,4.0,25.0,4.0
2020-08-14,ME,3.0,25.0,5.0
2020-08-10,ME,3.0,26.0,3.0
2020-12-07,MI,31.0,125.0,4.0
2020-11-28,MI,15.0,144.0,4.0
2020-11-19,MI,18.0,140.0,4.0
2020-11-16,MI,18.0,138.0,4.0
2020-11-12,MI,19.0,140.0,4.0
2020-11-11,MI,19.0,140.0,4.0
2020-11-10,MI,18.0,139.0,4.0
2020-11-04,MI,13.0,146.0,4.0
2020-10-31,MI,11.0,144.0,6.0
2020-10-29,MI,11.0,144.0,5.0
2020-10-27,MI,11.0,139.0,7.0
2020-10-20,MI,8.0,139.0,7.0
2020-10-17,MI,12.0,137.0,7.0
2020-10-16,MI,6.0,144.0,6.0
2020-10-10,MI,6.0,141.0,6.0
2020-10-08,MI,6.0,138.0,9.0
2020-10-04,MI,7.0,136.0,9.0
2020-09-25,MI,7.0,122.0,24.0
2020-09-24,MI,6.0,123.0,24.0
2020-09-15,MI,7.0,121.0,25.0
2020-09-13,MI,4.0,124.0,25.0
2020-09-11,MI,5.0,123.0,25.0
2020-09-07,MI,6.0,116.0,27.0
2020-08-29,MI,6.0,115.0,28.0
2020-08-25,MI,7.0,112.0,30.0
2020-08-21,MI,6.0,113.0,31.0
2020-08-18,MI,8.0,110.0,31.0
2020-08-13,MI,7.0,114.0,25.0
2020-08-11,MI,7.0,116.0,23.0
2020-08-07,MI,7.0,120.0,21.0
2020-08-04,MI,6.0,117.0,24.0
2020-08-03,MI,7.0,82.0,52.0
2021-05-19,MN,15.0,111.0,14.0
2021-05-18,MN,13.0,94.0,24.0
2021-05-03,MN,13.0,94.0,24.0
2021-02-23,MN,20.0,97.0,14.0
2021-02-02,MN,20.0,97.0,14.0
2020-12-12,MN,26.0,111.0,2.0
2020-12-06,MN,28.0,109.0,2.0
2020-12-04,MN,29.0,98.0,12.0
2020-12-02,MN,29.0,108.0,2.0
2020-11-26,MN,27.0,100.0,12.0
2020-11-25,MN,26.0,111.0,2.0
2020-11-23,MN,28.0,100.0,2.0
2020-11-21,MN,27.0,111.0,2.0
2020-11-17,MN,29.0,100.0,2.0
2020-11-09,MN,25.0,105.0,1.0
2020-10-26,MN,26.0,103.0,1.0
2020-10-15,MN,24.0,102.0,4.0
2020-10-09,MN,26.0,100.0,4.0
2020-10-07,MN,27.0,101.0,2.0
2020-10-03,MN,26.0,100.0,4.0
2020-10-01,MN,26.0,99.0,5.0
2020-09-30,MN,28.0,97.0,5.0
2020-09-29,MN,27.0,88.0,15.0
2020-09-26,MN,22.0,90.0,18.0
2020-09-22,MN,22.0,88.0,20.0
2020-09-20,MN,22.0,78.0,30.0
2020-09-12,MN,16.0,77.0,36.0
2020-09-08,MN,16.0,76.0,38.0
2020-09-03,MN,15.0,78.0,37.0
2020-08-30,MN,14.0,78.0,38.0
2020-08-20,MN,10.0,75.0,44.0
2020-08-18,MN,10.0,75.0,45.0
2020-08-16,MN,9.0,76.0,44.0
2020-08-15,MN,9.0,77.0,43.0
2020-08-12,MN,10.0,77.0,42.0
2020-08-08,MN,10.0,75.0,44.0
2020-08-06,MN,11.0,76.0,42.0
2020-12-09,MO,63.0,63.0,14.0
2020-12-06,MO,62.0,63.0,15.0
2020-11-30,MO,56.0,57.0,14.0
2020-11-29,MO,58.0,67.0,15.0
2020-11-26,MO,58.0,67.0,15.0
2020-11-20,MO,67.0,58.0,15.0
2020-11-18,MO,66.0,70.0,4.0
2020-11-14,MO,54.0,83.0,4.0
2020-11-08,MO,53.0,84.0,4.0
2020-10-30,MO,54.0,82.0,4.0
2020-10-24,MO,54.0,80.0,5.0
2020-10-14,MO,53.0,82.0,5.0
2020-10-12,MO,52.0,80.0,7.0
2020-10-06,MO,47.0,85.0,7.0
2020-10-05,MO,51.0,82.0,6.0
2020-09-28,MO,50.0,66.0,23.0
2020-09-27,MO,50.0,66.0,23.0
2020-09-23,MO,50.0,64.0,25.0
2020-09-21,MO,46.0,67.0,26.0
2020-09-14,MO,41.0,66.0,32.0
2020-09-05,MO,44.0,62.0,42.0
2020-09-02,MO,41.0,65.0,33.0
2020-08-28,MO,44.0,63.0,32.0
2020-08-27,MO,30.0,65.0,44.0
2020-08-17,MO,33.0,60.0,42.0
2020-08-10,MO,32.0,54.0,48.0
2020-08-09,MO,32.0,54.0,48.0
2020-08-01,MO,27.0,58.0,48.0
2021-11-01,MS,11.0,89.0,2.0
2021-01-17,MS,16.0,91.0,2.0
2020-12-11,MS,32.0,74.0,2.0
2020-12-01,MS,28.0,72.0,2.0
2020-11-16,MS,24.0,76.0,2.0
2020-11-15,MS,25.0,80.0,2.0
2020-11-13,MS,25.0,81.0,2.0
2020-11-07,MS,24.0,81.0,2.0
2020-11-06,MS,24.0,81.0,2.0
2020-11-05,MS,23.0,82.0,2.0
2020-10-29,MS,25.0,77.0,5.0
2020-10-27,MS,25.0,72.0,6.0
2020-10-25,MS,29.0,71.0,6.0
2020-10-21,MS,29.0,70.0,6.0
2020-10-19,MS,31.0,67.0,6.0
2020-10-11,MS,30.0,66.0,7.0
2020-10-10,MS,31.0,65.0,7.0
2020-10-04,MS,30.0,63.0,8.0
2020-10-02,MS,31.0,64.0,7.0
2020-09-10,MS,37.0,58.0,7.0
2020-09-09,MS,36.0,59.0,7.0
2020-09-05,MS,37.0,58.0,7.0
2020-09-02,MS,37.0,57.0,7.0
2020-09-01,MS,37.0,57.0,7.0
2020-08-26,MS,38.0,54.0,8.0
2020-08-24,MS,40.0,52.0,8.0
2020-08-23,MS,40.0,52.0,8.0
2020-08-22,MS,40.0,52.0,8.0
2020-08-16,MS,40.0,52.0,5.0
2020-08-15,MS,39.0,53.0,5.0
2020-08-14,MS,39.0,52.0,6.0
2020-08-05,MS,40.0,48.0,8.0
2021-10-12,MT,12.0,52.0,1.0
2021-07-01,MT,5.0,61.0,1.0
2021-05-20,MT,5.0,61.0,1.0
2021-05-14,MT,5.0,61.0,1.0
2021-05-13,MT,5.0,61.0,1.0
2021-04-17,MT,6.0,59.0,2.0
2020-12-10,MT,19.0,47.0,1.0
2020-11-28,MT,21.0,45.0,1.0
2020-11-13,MT,17.0,49.0,1.0
2020-11-12,MT,16.0,50.0,1.0
2020-11-10,MT,16.0,50.0,1.0
2020-11-07,MT,14.0,52.0,1.0
2020-11-04,MT,18.0,47.0,1.0
2020-11-03,MT,19.0,47.0,1.0
2020-10-26,MT,15.0,51.0,1.0
2020-10-23,MT,17.0,49.0,1.0
2020-10-22,MT,18.0,47.0,2.0
2020-10-18,MT,18.0,46.0,3.0
2020-10-16,MT,19.0,45.0,3.0
2020-10-08,MT,15.0,49.0,3.0
2020-10-07,MT,17.0,47.0,2.0
2020-10-04,MT,15.0,49.0,3.0
2020-10-01,MT,12.0,51.0,4.0
2020-09-25,MT,10.0,55.0,2.0
2020-09-15,MT,12.0,50.0,3.0
2020-09-07,MT,10.0,22.0,36.0
2020-09-06,MT,8.0,22.0,38.0
2020-09-04,MT,12.0,27.0,28.0
2020-09-02,MT,11.0,35.0,21.0
2020-08-29,MT,11.0,32.0,25.0
2020-08-28,MT,11.0,31.0,26.0
2020-08-20,MT,7.0,21.0,40.0
2020-08-19,MT,9.0,31.0,28.0
2020-08-12,MT,8.0,27.0,32.0
2020-08-11,MT,6.0,27.0,34.0
2020-08-09,MT,7.0,23.0,36.0
2020-08-02,MT,9.0,20.0,37.0
2021-04-07,NC,4.0,124.0,4.0
2021-04-03,NC,4.0,124.0,4.0
2020-12-05,NC,7.0,121.0,4.0
2020-11-26,NC,8.0,118.0,4.0
2020-11-25,NC,8.0,118.0,4.0
2020-11-23,NC,6.0,113.0,4.0
2020-11-18,NC,6.0,119.0,4.0
2020-11-16,NC,7.0,111.0,4.0
2020-11-12,NC,8.0,119.0,4.0
2020-11-10,NC,7.0,111.0,4.0
2020-11-09,NC,8.0,110.0,4.0
2020-11-08,NC,3.0,123.0,4.0
2020-10-31,NC,3.0,122.0,4.0
2020-10-24,NC,4.0,118.0,6.0
2020-10-09,NC,5.0,117.0,5.0
2020-09-30,NC,14.0,106.0,8.0
2020-09-28,NC,18.0,93.0,16.0
2020-09-24,NC,7.0,33.0,87.0
2020-09-22,NC,6.0,30.0,91.0
2020-09-20,NC,6.0,30.0,91.0
2020-09-15,NC,6.0,30.0,91.0
2020-09-13,NC,7.0,33.0,87.0
2020-09-12,NC,7.0,112.0,8.0
2020-09-11,NC,15.0,104.0,8.0
2020-09-05,NC,7.0,100.0,18.0
2020-09-03,NC,7.0,107.0,10.0
2020-08-25,NC,8.0,93.0,21.0
2020-08-21,NC,10.0,92.0,21.0
2020-08-11,NC,13.0,89.0,18.0
2020-08-07,NC,11.0,92.0,18.0
2020-08-04,NC,11.0,90.0,19.0
2020-08-03,NC,12.0,89.0,19.0
2021-12-20,ND,14.0,32.0,1.0
2021-11-09,ND,14.0,32.0,1.0
2021-10-06,ND,14.0,35.0,1.0
2021-09-13,ND,12.0,34.0,1.0
2021-06-11,ND,11.0,38.0,1.0
2021-05-05,ND,9.0,40.0,1.0
2020-12-06,ND,21.0,28.0,1.0
2020-12-03,ND,21.0,28.0,1.0
2020-11-30,ND,21.0,25.0,1.0
2020-11-27,ND,22.0,27.0,1.0
2020-11-23,ND,23.0,23.0,1.0
2020-11-21,ND,23.0,26.0,1.0
2020-11-20,ND,23.0,26.0,1.0
2020-11-17,ND,23.0,23.0,1.0
2020-11-15,ND,23.0,26.0,1.0
2020-11-14,ND,23.0,26.0,1.0
2020-11-11,ND,22.0,27.0,1.0
2020-11-05,ND,22.0,27.0,1.0
2020-10-15,ND,21.0,27.0,1.0
2020-10-05,ND,15.0,32.0,1.0
2020-10-03,ND,19.0,28.0,1.0
2020-09-27,ND,17.0,27.0,4.0
2020-09-26,ND,17.0,26.0,5.0
2020-09-18,ND,15.0,29.0,4.0
2020-09-17,ND,15.0,29.0,4.0
2020-09-14,ND,14.0,30.0,4.0
2020-09-12,ND,15.0,29.0,4.0
2020-09-10,ND,13.0,31.0,4.0
2020-09-08,ND,14.0,30.0,4.0
2020-08-31,ND,13.0,31.0,4.0
2020-08-22,ND,12.0,32.0,4.0
2020-08-18,ND,12.0,32.0,4.0
2020-08-08,ND,12.0,34.0,4.0
2020-08-01,ND,12.0,33.0,4.0
2021-10-25,NE,22.0,74.0,1.0
2021-10-09,NE,21.0,78.0,1.0
2021-08-26,NE,18.0,81.0,1.0
2021-08-24,NE,14.0,84.0,1.0
2021-08-22,NE,12.0,87.0,2.0
2021-05-28,NE,15.0,85.0,1.0
2021-05-16,NE,15.0,85.0,1.0
2021-05-09,NE,15.0,85.0,1.0
2021-03-26,NE,16.0,84.0,1.0
2021-01-13,NE,21.0,79.0,1.0
2020-12-11,NE,26.0,74.0,1.0
2020-12-08,NE,27.0,72.0,1.0
2020-12-06,NE,28.0,72.0,1.0
2020-12-02,NE,31.0,69.0,1.0
2020-11-29,NE,32.0,68.0,1.0
2020-11-28,NE,32.0,68.0,1.0
2020-11-22,NE,28.0,71.0,1.0
2020-11-19,NE,30.0,69.0,1.0
2020-11-13,NE,30.0,68.0,1.0
2020-11-07,NE,24.0,74.0,1.0
2020-11-04,NE,24.0,73.0,1.0
2020-10-29,NE,23.0,72.0,3.0
2020-10-28,NE,22.0,73.0,2.0
2020-10-20,NE,22.0,72.0,1.0
2020-10-19,NE,22.0,73.0,1.0
2020-10-18,NE,22.0,73.0,1.0
2020-10-12,NE,19.0,76.0,1.0
2020-10-10,NE,19.0,76.0,1.0
2020-10-03,NE,12.0,76.0,4.0
2020-10-02,NE,12.0,77.0,3.0
2020-10-01,NE,13.0,76.0,3.0
2020-09-25,NE,13.0,78.0,4.0
2020-09-23,NE,15.0,75.0,4.0
2020-09-19,NE,13.0,78.0,4.0
2020-09-07,NE,12.0,72.0,5.0
2020-08-27,NE,12.0,72.0,8.0
2020-08-26,NE,12.0,67.0,10.0
2020-08-23,NE,14.0,68.0,7.0
2020-08-19,NE,14.0,65.0,7.0
2020-08-17,NE,14.0,65.0,9.0
2020-08-15,NE,11.0,68.0,10.0
2020-08-13,NE,12.0,70.0,24.0
2020-08-08,NE,10.0,37.0,50.0
2020-08-07,NE,10.0,37.0,50.0
2020-08-06,NE,4.0,3.0,90.0
2020-08-05,NE,5.0,2.0,90.0
2021-10-22,NH,9.0,17.0,4.0
2021-09-26,NH,7.0,19.0,4.0
2021-09-16,NH,4.0,22.0,4.0
2021-09-12,NH,4.0,22.0,4.0
2021-09-08,NH,5.0,21.0,4.0
2021-09-01,NH,4.0,22.0,4.0
2021-08-28,NH,3.0,23.0,4.0
2021-08-19,NH,5.0,21.0,4.0
2021-08-15,NH,4.0,22.0,4.0
2021-07-25,NH,2.0,24.0,4.0
2021-07-15,NH,3.0,23.0,4.0
2021-07-11,NH,1.0,25.0,4.0
2021-05-02,NH,4.0,25.0,1.0
2021-04-13,NH,6.0,21.0,1.0
2021-04-08,NH,4.0,25.0,1.0
2021-04-01,NH,5.0,24.0,1.0
2021-03-30,NH,5.0,22.0,1.0
2020-12-11,NH,7.0,21.0,2.0
2020-12-10,NH,7.0,22.0,1.0
2020-12-07,NH,8.0,20.0,1.0
2020-12-04,NH,8.0,21.0,1.0
2020-12-01,NH,7.0,21.0,1.0
2020-11-25,NH,9.0,20.0,1.0
2020-10-26,NH,5.0,24.0,0.0
2020-10-25,NH,6.0,24.0,0.0
2020-10-23,NH,5.0,25.0,0.0
2020-10-17,NH,6.0,24.0,0.0
2020-10-14,NH,5.0,25.0,0.0
2020-10-13,NH,5.0,25.0,0.0
2020-10-11,NH,4.0,26.0,0.0
2020-10-08,NH,5.0,25.0,0.0
2020-10-07,NH,6.0,24.0,0.0
2020-10-04,NH,6.0,24.0,0.0
2020-09-30,NH,6.0,24.0,0.0
2020-09-28,NH,6.0,24.0,0.0
2020-09-22,NH,6.0,24.0,0.0
2020-09-20,NH,6.0,24.0,0.0
2020-09-16,NH,5.0,25.0,0.0
2020-08-28,NH,6.0,23.0,1.0
2020-08-24,NH,5.0,23.0,2.0
2020-08-21,NH,4.0,24.0,2.0
2020-08-20,NH,4.0,24.0,2.0
2020-08-17,NH,2.0,26.0,2.0
2020-08-14,NH,5.0,20.0,5.0
2020-08-12,NH,7.0,18.0,5.0
2020-08-11,NH,6.0,19.0,5.0
2020-08-10,NH,6.0,20.0,4.0
2020-08-05,NH,6.0,20.0,4.0
2020-08-03,NH,7.0,19.0,4.0
2020-08-02,NH,6.0,20.0,4.0
2020-12-12,NJ,12.0,81.0,3.0
2020-12-09,NJ,13.0,79.0,4.0
2020-12-08,NJ,11.0,66.0,2.0
2020-12-05,NJ,11.0,81.0,4.0
2020-12-03,NJ,13.0,79.0,4.0
2020-11-26,NJ,13.0,79.0,4.0
2020-11-17,NJ,10.0,66.0,3.0
2020-11-16,NJ,11.0,66.0,2.0
2020-11-07,NJ,11.0,81.0,1.0
2020-11-03,NJ,10.0,68.0,1.0
2020-11-01,NJ,12.0,80.0,1.0
2020-10-31,NJ,11.0,81.0,1.0
2020-10-30,NJ,12.0,80.0,1.0
2020-10-22,NJ,12.0,81.0,1.0
2020-10-13,NJ,13.0,79.0,1.0
2020-10-09,NJ,12.0,82.0,1.0
2020-09-29,NJ,11.0,81.0,1.0
2020-09-24,NJ,10.0,68.0,1.0
2020-09-21,NJ,11.0,81.0,1.0
2020-09-17,NJ,11.0,81.0,1.0
2020-09-13,NJ,10.0,68.0,1.0
2020-09-06,NJ,10.0,74.0,7.0
2020-09-05,NJ,11.0,73.0,7.0
2020-09-04,NJ,12.0,65.0,1.0
2020-09-02,NJ,10.0,65.0,1.0
2020-08-27,NJ,10.0,67.0,1.0
2020-08-26,NJ,9.0,64.0,5.0
2020-08-25,NJ,11.0,63.0,4.0
2020-08-16,NJ,9.0,63.0,3.0
2020-08-09,NJ,9.0,63.0,5.0
2021-11-30,NM,24.0,27.0,1.0
2021-11-27,NM,24.0,31.0,2.0
2021-11-16,NM,27.0,26.0,1.0
2021-10-17,NM,17.0,37.0,2.0
2021-08-23,NM,21.0,30.0,1.0
2021-08-17,NM,20.0,31.0,1.0
2021-08-12,NM,19.0,36.0,1.0
2021-08-04,NM,21.0,34.0,1.0
2021-04-30,NM,16.0,38.0,1.0
2021-04-19,NM,17.0,34.0,1.0
2021-03-27,NM,16.0,38.0,1.0
2020-11-21,NM,21.0,29.0,1.0
2020-11-18,NM,22.0,28.0,1.0
2020-11-15,NM,20.0,30.0,1.0
2020-11-14,NM,19.0,30.0,2.0
2020-11-12,NM,21.0,29.0,1.0
2020-11-08,NM,20.0,30.0,1.0
2020-11-06,NM,23.0,27.0,1.0
2020-11-05,NM,22.0,28.0,1.0
2020-11-03,NM,18.0,31.0,1.0
2020-11-02,NM,19.0,31.0,1.0
2020-10-27,NM,19.0,31.0,1.0
2020-10-24,NM,17.0,34.0,1.0
2020-10-21,NM,16.0,35.0,1.0
2020-10-18,NM,14.0,37.0,1.0
2020-10-10,NM,11.0,40.0,1.0
2020-09-26,NM,13.0,36.0,2.0
2020-09-18,NM,13.0,35.0,2.0
2020-09-10,NM,12.0,35.0,1.0
2020-09-09,NM,12.0,35.0,1.0
2020-09-03,NM,12.0,36.0,1.0
