date,state,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported
2020-09-01,NM,12.0,35.0,1.0
2020-08-30,NM,11.0,36.0,1.0
2020-08-24,NM,12.0,34.0,2.0
2020-08-23,NM,12.0,34.0,2.0
2020-08-22,NM,12.0,33.0,2.0
2020-08-13,NM,10.0,35.0,1.0
2021-11-22,NV,0.0,2.0,58.0
2021-09-28,NV,0.0,2.0,58.0
2021-08-18,NV,0.0,4.0,58.0
2021-08-11,NV,0.0,4.0,58.0
2021-08-10,NV,0.0,2.0,58.0
2021-04-24,NV,0.0,4.0,59.0
2021-03-24,NV,0.0,4.0,59.0
2021-02-13,NV,0.0,4.0,59.0
2021-01-13,NV,0.0,4.0,59.0
2020-12-06,NV,16.0,44.0,2.0
2020-11-27,NV,13.0,46.0,2.0
2020-11-23,NV,13.0,44.0,2.0
2020-11-20,NV,13.0,47.0,2.0
2020-11-13,NV,10.0,50.0,2.0
2020-11-11,NV,9.0,49.0,2.0
2020-11-10,NV,9.0,48.0,2.0
2020-11-09,NV,9.0,48.0,2.0
2020-10-29,NV,7.0,53.0,2.0
2020-10-28,NV,7.0,53.0,2.0
2020-10-26,NV,7.0,51.0,2.0
2020-10-19,NV,7.0,53.0,2.0
2020-10-09,NV,8.0,50.0,3.0
2020-10-07,NV,6.0,52.0,3.0
2020-10-03,NV,6.0,52.0,2.0
2020-10-01,NV,7.0,51.0,2.0
2020-09-25,NV,4.0,55.0,2.0
2020-09-24,NV,6.0,52.0,3.0
2020-09-23,NV,7.0,50.0,3.0
2020-09-16,NV,5.0,52.0,5.0
2020-09-14,NV,7.0,49.0,5.0
2020-09-12,NV,6.0,47.0,9.0
2020-09-07,NV,6.0,52.0,3.0
2020-08-29,NV,10.0,49.0,3.0
2020-08-20,NV,12.0,43.0,6.0
2020-08-18,NV,10.0,48.0,3.0
2020-08-17,NV,9.0,49.0,4.0
2020-08-12,NV,9.0,47.0,5.0
2020-08-10,NV,7.0,51.0,3.0
2020-08-08,NV,7.0,49.0,6.0
2020-08-06,NV,7.0,51.0,4.0
2020-12-11,NY,26.0,169.0,10.0
2020-12-02,NY,20.0,172.0,10.0
2020-12-01,NY,18.0,154.0,9.0
2020-11-28,NY,17.0,174.0,11.0
2020-11-25,NY,17.0,173.0,11.0
2020-11-24,NY,16.0,158.0,9.0
2020-11-22,NY,16.0,172.0,12.0
2020-11-16,NY,16.0,162.0,9.0
2020-11-13,NY,15.0,167.0,11.0
2020-10-26,NY,14.0,144.0,20.0
2020-10-17,NY,11.0,133.0,33.0
2020-10-16,NY,12.0,133.0,33.0
2020-10-14,NY,12.0,131.0,33.0
2020-10-08,NY,10.0,128.0,38.0
2020-10-05,NY,8.0,121.0,46.0
2020-10-02,NY,8.0,121.0,46.0
2020-09-29,NY,8.0,121.0,45.0
2020-09-28,NY,8.0,122.0,45.0
2020-09-21,NY,8.0,122.0,46.0
2020-09-20,NY,8.0,120.0,46.0
2020-09-19,NY,8.0,119.0,47.0
2020-09-13,NY,8.0,120.0,46.0
2020-09-11,NY,8.0,121.0,46.0
2020-09-02,NY,9.0,116.0,46.0
2020-08-29,NY,7.0,115.0,46.0
2020-08-19,NY,6.0,113.0,48.0
2020-08-17,NY,7.0,113.0,39.0
2020-08-15,NY,6.0,114.0,41.0
2020-08-12,NY,6.0,113.0,41.0
2020-08-11,NY,6.0,113.0,41.0
2020-08-09,NY,7.0,113.0,40.0
2020-08-05,NY,7.0,111.0,39.0
2020-08-03,NY,7.0,106.0,45.0
2020-08-02,NY,7.0,105.0,46.0
2020-12-10,OH,67.0,160.0,4.0
2020-12-08,OH,64.0,140.0,4.0
2020-12-03,OH,56.0,170.0,4.0
2020-11-30,OH,49.0,151.0,7.0
2020-11-29,OH,51.0,168.0,7.0
2020-11-19,OH,40.0,178.0,6.0
2020-11-18,OH,38.0,179.0,7.0
2020-11-17,OH,38.0,158.0,8.0
2020-11-08,OH,30.0,187.0,6.0
2020-11-07,OH,34.0,186.0,5.0
2020-10-29,OH,29.0,181.0,10.0
2020-10-23,OH,20.0,190.0,11.0
2020-10-22,OH,26.0,184.0,11.0
2020-10-13,OH,19.0,178.0,7.0
2020-10-04,OH,8.0,92.0,111.0
2020-09-30,OH,12.0,105.0,94.0
2020-09-22,OH,13.0,104.0,93.0
2020-09-20,OH,12.0,90.0,108.0
2020-09-18,OH,12.0,106.0,93.0
2020-09-08,OH,13.0,100.0,96.0
2020-09-06,OH,13.0,90.0,107.0
2020-09-04,OH,16.0,93.0,101.0
2020-08-30,OH,9.0,84.0,117.0
2020-08-28,OH,9.0,86.0,115.0
2020-08-27,OH,13.0,84.0,113.0
2020-08-26,OH,11.0,79.0,117.0
2020-08-22,OH,10.0,77.0,118.0
2020-08-18,OH,10.0,84.0,114.0
2020-08-17,OH,10.0,83.0,111.0
2020-08-16,OH,11.0,77.0,113.0
2020-08-14,OH,12.0,83.0,109.0
2020-08-05,OH,10.0,79.0,111.0
2021-07-29,OK,37.0,102.0,12.0
2021-01-07,OK,51.0,90.0,11.0
2020-12-12,OK,55.0,87.0,11.0
2020-11-14,OK,56.0,86.0,11.0
2020-11-12,OK,56.0,86.0,11.0
2020-11-06,OK,53.0,89.0,11.0
2020-11-03,OK,61.0,85.0,2.0
2020-10-28,OK,56.0,92.0,4.0
2020-10-27,OK,52.0,87.0,4.0
2020-10-26,OK,55.0,86.0,5.0
2020-10-22,OK,60.0,90.0,2.0
2020-10-18,OK,58.0,88.0,2.0
2020-10-15,OK,55.0,90.0,2.0
2020-10-12,OK,50.0,95.0,4.0
2020-10-09,OK,51.0,94.0,6.0
2020-10-01,OK,48.0,92.0,7.0
2020-09-27,OK,42.0,90.0,7.0
2020-09-17,OK,41.0,90.0,6.0
2020-09-09,OK,39.0,86.0,6.0
2020-09-08,OK,41.0,86.0,6.0
2020-09-07,OK,40.0,88.0,6.0
2020-09-04,OK,43.0,84.0,6.0
2020-09-03,OK,41.0,85.0,6.0
2020-09-01,OK,45.0,80.0,7.0
2020-08-31,OK,45.0,77.0,7.0
2020-08-27,OK,37.0,77.0,15.0
2020-08-23,OK,25.0,78.0,23.0
2020-08-21,OK,26.0,78.0,48.0
2020-08-13,OK,27.0,67.0,55.0
2020-08-04,OK,36.0,46.0,64.0
2021-10-17,OR,6.0,52.0,6.0
2021-07-24,OR,4.0,53.0,7.0
2021-06-03,OR,3.0,54.0,7.0
2021-04-19,OR,2.0,53.0,7.0
2021-02-18,OR,2.0,55.0,7.0
2021-01-08,OR,3.0,54.0,7.0
2020-12-09,OR,8.0,54.0,2.0
2020-12-07,OR,8.0,53.0,2.0
2020-11-28,OR,3.0,59.0,2.0
2020-11-27,OR,3.0,59.0,2.0
2020-11-18,OR,6.0,56.0,2.0
2020-11-12,OR,4.0,57.0,2.0
2020-11-11,OR,5.0,56.0,2.0
2020-11-09,OR,4.0,57.0,2.0
2020-11-02,OR,3.0,57.0,2.0
2020-11-01,OR,4.0,56.0,2.0
2020-10-31,OR,4.0,56.0,2.0
2020-10-20,OR,6.0,36.0,21.0
2020-10-12,OR,5.0,39.0,17.0
2020-10-10,OR,5.0,37.0,19.0
2020-09-30,OR,5.0,35.0,21.0
2020-09-28,OR,3.0,38.0,20.0
2020-09-26,OR,4.0,36.0,21.0
2020-09-24,OR,5.0,36.0,21.0
2020-09-16,OR,3.0,38.0,21.0
2020-09-14,OR,3.0,38.0,21.0
2020-09-12,OR,2.0,38.0,22.0
2020-09-07,OR,4.0,36.0,22.0
2020-09-05,OR,4.0,37.0,22.0
2020-09-03,OR,4.0,37.0,22.0
2020-08-25,OR,4.0,34.0,22.0
2020-08-20,OR,4.0,34.0,14.0
2020-08-19,OR,4.0,34.0,14.0
2020-08-15,OR,3.0,32.0,24.0
2020-08-11,OR,4.0,32.0,23.0
2020-08-03,OR,3.0,34.0,22.0
2020-08-01,OR,2.0,35.0,21.0
2020-12-04,PA,33.0,189.0,6.0
2020-12-02,PA,35.0,186.0,6.0
2020-11-26,PA,33.0,188.0,6.0
2020-11-25,PA,32.0,189.0,6.0
2020-11-23,PA,30.0,159.0,6.0
2020-11-17,PA,27.0,162.0,6.0
2020-11-16,PA,27.0,166.0,6.0
2020-11-15,PA,28.0,189.0,6.0
2020-11-13,PA,27.0,192.0,6.0
2020-11-09,PA,23.0,170.0,6.0
2020-11-07,PA,25.0,194.0,6.0
2020-11-04,PA,25.0,192.0,6.0
2020-11-01,PA,25.0,188.0,9.0
2020-10-17,PA,26.0,183.0,11.0
2020-10-07,PA,23.0,168.0,20.0
2020-10-05,PA,21.0,171.0,19.0
2020-09-29,PA,20.0,174.0,21.0
2020-09-27,PA,21.0,175.0,18.0
2020-09-21,PA,22.0,174.0,18.0
2020-09-20,PA,22.0,172.0,19.0
2020-09-19,PA,23.0,171.0,19.0
2020-09-14,PA,23.0,174.0,18.0
2020-09-10,PA,23.0,172.0,18.0
2020-09-02,PA,23.0,172.0,17.0
2020-08-24,PA,25.0,155.0,27.0
2020-08-09,PA,21.0,155.0,27.0
2020-08-06,PA,21.0,154.0,28.0
2020-08-03,PA,23.0,149.0,28.0
2020-08-02,PA,25.0,141.0,30.0
2021-11-04,PR,0.0,10.0,55.0
2021-10-25,PR,0.0,10.0,55.0
2021-09-21,PR,0.0,11.0,54.0
2021-06-17,PR,0.0,11.0,54.0
2021-06-02,PR,6.0,57.0,2.0
2021-01-06,PR,11.0,50.0,6.0
2020-12-08,PR,2.0,1.0,64.0
2020-12-05,PR,1.0,0.0,66.0
2020-12-01,PR,2.0,1.0,64.0
2020-11-29,PR,1.0,0.0,66.0
2020-11-26,PR,1.0,0.0,66.0
2020-11-22,PR,1.0,0.0,66.0
2020-11-21,PR,1.0,0.0,66.0
2020-11-20,PR,2.0,0.0,65.0
2020-11-19,PR,1.0,0.0,66.0
2020-11-14,PR,1.0,0.0,66.0
2020-11-10,PR,9.0,47.0,11.0
2020-11-08,PR,8.0,47.0,12.0
2020-10-30,PR,8.0,46.0,13.0
2020-10-27,PR,6.0,38.0,23.0
2020-10-20,PR,9.0,49.0,7.0
2020-10-14,PR,9.0,49.0,7.0
2020-10-05,PR,9.0,48.0,8.0
2020-10-04,PR,8.0,47.0,10.0
2020-10-02,PR,9.0,48.0,8.0
2020-09-25,PR,9.0,49.0,8.0
2020-09-21,PR,11.0,46.0,8.0
2020-09-17,PR,10.0,47.0,8.0
2020-09-14,PR,9.0,48.0,8.0
2020-09-13,PR,9.0,48.0,8.0
2020-09-09,PR,9.0,48.0,8.0
2020-09-04,PR,9.0,47.0,9.0
2020-08-28,PR,8.0,44.0,13.0
2020-08-21,PR,7.0,41.0,17.0
2020-08-17,PR,7.0,43.0,8.0
2020-08-14,PR,9.0,48.0,7.0
2020-08-13,PR,9.0,47.0,8.0
2020-08-09,PR,7.0,43.0,7.0
2020-08-08,PR,7.0,43.0,7.0
2020-08-07,PR,6.0,42.0,9.0
2022-04-21,RI,4.0,8.0,2.0
2022-02-20,RI,6.0,7.0,2.0
2021-11-26,RI,6.0,7.0,2.0
2021-11-15,RI,6.0,6.0,2.0
2021-10-31,RI,7.0,6.0,2.0
2021-10-30,RI,6.0,7.0,2.0
2021-10-27,RI,7.0,6.0,2.0
2021-10-26,RI,7.0,5.0,2.0
2021-10-16,RI,7.0,6.0,2.0
2021-10-04,RI,6.0,6.0,2.0
2021-09-20,RI,6.0,6.0,2.0
2021-09-07,RI,6.0,6.0,2.0
2021-09-05,RI,6.0,7.0,2.0
2021-08-23,RI,6.0,6.0,2.0
2021-08-22,RI,7.0,6.0,2.0
2021-08-09,RI,4.0,8.0,2.0
2021-08-03,RI,4.0,9.0,1.0
2021-07-31,RI,4.0,9.0,2.0
2021-07-28,RI,4.0,10.0,1.0
2021-07-27,RI,4.0,9.0,1.0
2021-07-10,RI,4.0,9.0,1.0
2021-05-31,RI,4.0,9.0,1.0
2021-05-30,RI,4.0,10.0,1.0
2021-05-28,RI,4.0,9.0,2.0
2021-05-27,RI,4.0,10.0,1.0
2021-05-25,RI,4.0,9.0,1.0
2021-05-24,RI,4.0,9.0,1.0
2021-05-23,RI,4.0,10.0,1.0
2021-05-20,RI,4.0,9.0,2.0
2021-05-18,RI,4.0,8.0,2.0
2021-05-11,RI,4.0,7.0,3.0
2021-04-23,RI,4.0,9.0,2.0
2021-01-10,RI,6.0,8.0,1.0
2021-01-01,RI,6.0,8.0,1.0
2020-12-31,RI,5.0,9.0,1.0
2020-12-30,RI,5.0,9.0,1.0
2020-12-29,RI,5.0,9.0,1.0
2020-12-12,RI,4.0,10.0,1.0
2020-12-10,RI,3.0,11.0,1.0
2020-12-05,RI,2.0,12.0,1.0
2020-12-03,RI,2.0,12.0,1.0
2020-12-01,RI,3.0,10.0,1.0
2020-11-27,RI,3.0,11.0,1.0
2020-11-19,RI,2.0,12.0,1.0
2020-11-06,RI,2.0,12.0,1.0
2020-11-05,RI,2.0,12.0,1.0
2020-10-25,RI,2.0,12.0,1.0
2020-10-19,RI,2.0,12.0,1.0
2020-10-17,RI,2.0,12.0,1.0
2020-10-15,RI,2.0,12.0,1.0
2020-10-13,RI,2.0,11.0,2.0
2020-10-11,RI,2.0,12.0,1.0
2020-10-10,RI,1.0,13.0,1.0
2020-10-09,RI,2.0,11.0,2.0
2020-10-06,RI,2.0,12.0,1.0
2020-10-02,RI,2.0,12.0,1.0
2020-09-30,RI,2.0,12.0,1.0
2020-09-22,RI,2.0,12.0,1.0
2020-09-18,RI,2.0,11.0,1.0
2020-09-09,RI,2.0,10.0,2.0
2020-08-30,RI,2.0,10.0,2.0
2020-08-29,RI,2.0,10.0,2.0
2020-08-26,RI,2.0,9.0,3.0
2020-08-23,RI,2.0,10.0,2.0
2020-08-22,RI,1.0,11.0,2.0
2020-08-18,RI,2.0,9.0,3.0
2020-08-16,RI,2.0,10.0,1.0
2020-08-12,RI,2.0,9.0,2.0
2020-08-07,RI,1.0,10.0,2.0
2020-08-06,RI,2.0,10.0,1.0
2020-08-05,RI,2.0,9.0,1.0
2020-08-04,RI,2.0,9.0,1.0
2021-07-25,SC,20.0,62.0,5.0
2020-12-10,SC,32.0,53.0,2.0
2020-12-06,SC,30.0,55.0,2.0
2020-11-30,SC,30.0,41.0,2.0
2020-11-28,SC,32.0,53.0,2.0
2020-11-24,SC,31.0,40.0,2.0
2020-11-18,SC,32.0,53.0,2.0
2020-11-09,SC,33.0,37.0,2.0
2020-11-03,SC,38.0,34.0,2.0
2020-10-28,SC,42.0,39.0,2.0
2020-10-24,SC,42.0,39.0,2.0
2020-10-16,SC,46.0,35.0,2.0
2020-10-15,SC,46.0,36.0,2.0
2020-10-12,SC,45.0,36.0,2.0
2020-10-09,SC,45.0,31.0,7.0
2020-10-07,SC,45.0,31.0,6.0
2020-10-01,SC,44.0,32.0,6.0
2020-09-29,SC,45.0,31.0,6.0
2020-09-28,SC,46.0,30.0,6.0
2020-09-27,SC,45.0,31.0,6.0
2020-09-24,SC,45.0,31.0,6.0
2020-09-15,SC,44.0,32.0,6.0
2020-09-12,SC,44.0,32.0,6.0
2020-09-07,SC,45.0,30.0,6.0
2020-09-06,SC,45.0,30.0,6.0
2020-08-27,SC,46.0,29.0,6.0
2020-08-20,SC,47.0,21.0,13.0
2020-08-19,SC,47.0,21.0,13.0
2020-08-11,SC,46.0,19.0,14.0
2020-08-10,SC,45.0,20.0,14.0
2020-08-02,SC,44.0,20.0,14.0
2020-08-01,SC,44.0,21.0,14.0
2022-03-24,SD,3.0,52.0,10.0
2021-12-30,SD,1.0,61.0,3.0
2021-06-04,SD,0.0,62.0,3.0
2021-05-26,SD,1.0,61.0,3.0
2021-01-20,SD,2.0,60.0,3.0
2020-12-11,SD,14.0,48.0,3.0
2020-12-04,SD,13.0,49.0,3.0
2020-11-25,SD,15.0,47.0,3.0
2020-11-23,SD,14.0,46.0,3.0
2020-11-17,SD,14.0,45.0,4.0
2020-11-16,SD,13.0,46.0,4.0
2020-11-15,SD,14.0,46.0,5.0
2020-11-08,SD,13.0,48.0,4.0
2020-11-06,SD,13.0,49.0,3.0
2020-11-04,SD,13.0,49.0,3.0
2020-11-02,SD,14.0,47.0,3.0
2020-10-31,SD,13.0,48.0,4.0
2020-10-29,SD,13.0,49.0,3.0
2020-10-23,SD,14.0,48.0,3.0
2020-10-20,SD,14.0,48.0,3.0
2020-10-14,SD,13.0,47.0,4.0
2020-10-12,SD,13.0,47.0,4.0
2020-09-28,SD,11.0,41.0,11.0
2020-09-20,SD,8.0,39.0,14.0
2020-09-19,SD,8.0,39.0,14.0
2020-09-12,SD,8.0,39.0,14.0
2020-09-11,SD,8.0,39.0,14.0
2020-09-07,SD,6.0,39.0,14.0
2020-09-05,SD,8.0,38.0,14.0
2020-09-03,SD,8.0,36.0,13.0
2020-09-02,SD,9.0,35.0,13.0
2020-09-01,SD,9.0,34.0,13.0
2020-08-26,SD,8.0,33.0,14.0
2020-08-25,SD,8.0,32.0,14.0
2020-08-24,SD,8.0,32.0,14.0
2020-08-15,SD,7.0,34.0,12.0
2021-07-11,TN,31.0,81.0,32.0
2020-12-17,TN,50.0,64.0,30.0
2020-12-08,TN,45.0,68.0,30.0
2020-11-22,TN,26.0,86.0,31.0
2020-11-20,TN,29.0,85.0,31.0
2020-11-14,TN,24.0,96.0,23.0
2020-11-13,TN,27.0,93.0,23.0
2020-11-11,TN,28.0,93.0,22.0
2020-11-07,TN,26.0,96.0,21.0
2020-11-05,TN,27.0,94.0,21.0
2020-11-02,TN,28.0,84.0,22.0
2020-11-01,TN,26.0,93.0,23.0
2020-10-30,TN,32.0,101.0,7.0
2020-10-29,TN,30.0,102.0,8.0
2020-10-28,TN,29.0,103.0,6.0
2020-10-26,TN,29.0,89.0,5.0
2020-10-18,TN,22.0,108.0,6.0
2020-10-17,TN,22.0,108.0,6.0
2020-10-11,TN,22.0,106.0,6.0
2020-10-05,TN,25.0,103.0,6.0
2020-09-26,TN,21.0,103.0,6.0
2020-09-25,TN,24.0,99.0,7.0
2020-09-17,TN,24.0,100.0,6.0
2020-09-16,TN,22.0,102.0,6.0
2020-09-14,TN,23.0,100.0,7.0
2020-09-08,TN,22.0,96.0,8.0
2020-09-04,TN,22.0,95.0,9.0
2020-08-30,TN,22.0,92.0,9.0
2020-08-29,TN,19.0,94.0,10.0
2020-08-26,TN,24.0,81.0,18.0
2020-08-22,TN,21.0,80.0,22.0
2020-08-12,TN,21.0,84.0,17.0
2020-08-08,TN,17.0,87.0,20.0
2020-08-04,TN,20.0,84.0,19.0
2020-12-05,TX,178.0,401.0,5.0
2020-11-26,TX,179.0,400.0,5.0
2020-11-22,TX,175.0,405.0,5.0
2020-11-19,TX,171.0,409.0,5.0
2020-11-18,TX,173.0,407.0,5.0
2020-11-12,TX,162.0,418.0,5.0
2020-11-10,TX,151.0,424.0,5.0
2020-11-03,TX,145.0,430.0,5.0
2020-10-27,TX,139.0,438.0,5.0
2020-10-13,TX,127.0,444.0,5.0
2020-10-10,TX,119.0,447.0,11.0
2020-10-09,TX,121.0,452.0,5.0
2020-10-08,TX,127.0,446.0,5.0
2020-10-02,TX,124.0,433.0,7.0
2020-10-01,TX,120.0,437.0,7.0
2020-09-30,TX,122.0,435.0,7.0
2020-09-23,TX,119.0,431.0,13.0
2020-09-22,TX,118.0,431.0,14.0
2020-09-21,TX,116.0,426.0,15.0
2020-09-15,TX,198.0,338.0,20.0
2020-09-13,TX,198.0,336.0,22.0
2020-09-09,TX,198.0,335.0,21.0
2020-09-04,TX,122.0,334.0,98.0
2020-08-31,TX,115.0,334.0,99.0
2020-08-21,TX,131.0,309.0,117.0
2020-08-17,TX,126.0,322.0,101.0
2020-08-14,TX,131.0,303.0,117.0
2020-08-13,TX,137.0,310.0,106.0
2020-08-09,TX,138.0,290.0,118.0
2020-08-07,TX,141.0,290.0,116.0
2020-08-05,TX,145.0,291.0,114.0
2022-04-28,UT,1.0,49.0,9.0
2022-04-18,UT,2.0,42.0,9.0
2020-12-10,UT,7.0,51.0,1.0
2020-12-07,UT,6.0,46.0,1.0
2020-12-04,UT,7.0,51.0,1.0
2020-12-01,UT,6.0,47.0,1.0
2020-11-30,UT,6.0,47.0,1.0
2020-11-27,UT,7.0,51.0,1.0
2020-11-24,UT,5.0,47.0,1.0
2020-11-21,UT,7.0,51.0,1.0
2020-11-18,UT,8.0,50.0,1.0
2020-11-15,UT,7.0,51.0,1.0
2020-11-12,UT,7.0,51.0,1.0
2020-11-09,UT,7.0,45.0,1.0
2020-10-25,UT,7.0,48.0,3.0
2020-10-16,UT,6.0,50.0,3.0
2020-10-15,UT,4.0,49.0,4.0
2020-10-13,UT,5.0,48.0,4.0
2020-10-07,UT,6.0,47.0,3.0
2020-10-06,UT,6.0,47.0,3.0
2020-10-04,UT,4.0,48.0,3.0
2020-09-29,UT,6.0,46.0,3.0
2020-09-28,UT,5.0,47.0,3.0
2020-09-27,UT,5.0,47.0,3.0
2020-09-24,UT,5.0,48.0,3.0
2020-09-20,UT,4.0,48.0,3.0
2020-09-18,UT,5.0,49.0,3.0
2020-09-10,UT,5.0,48.0,3.0
2020-09-06,UT,5.0,47.0,3.0
2020-09-01,UT,5.0,48.0,3.0
2020-08-28,UT,5.0,46.0,3.0
2020-08-18,UT,7.0,42.0,4.0
2020-08-11,UT,7.0,34.0,11.0
2020-08-10,UT,7.0,34.0,11.0
2020-08-09,UT,7.0,34.0,11.0
2020-08-02,UT,7.0,34.0,11.0
2020-08-01,UT,7.0,33.0,12.0
2020-12-12,VA,39.0,61.0,8.0
2020-12-09,VA,40.0,65.0,3.0
2020-12-02,VA,36.0,69.0,3.0
2020-11-29,VA,37.0,68.0,3.0
2020-11-23,VA,38.0,56.0,3.0
2020-11-17,VA,39.0,55.0,3.0
2020-11-16,VA,40.0,54.0,3.0
2020-11-07,VA,39.0,67.0,3.0
2020-11-06,VA,39.0,67.0,3.0
2020-10-30,VA,40.0,65.0,4.0
2020-10-28,VA,39.0,64.0,3.0
2020-10-22,VA,39.0,65.0,4.0
2020-10-21,VA,39.0,65.0,4.0
2020-10-20,VA,40.0,62.0,3.0
2020-10-12,VA,38.0,63.0,3.0
2020-10-11,VA,38.0,62.0,3.0
2020-10-03,VA,22.0,57.0,20.0
2020-09-19,VA,20.0,56.0,24.0
2020-09-17,VA,20.0,56.0,24.0
2020-09-11,VA,20.0,53.0,27.0
2020-09-06,VA,17.0,52.0,30.0
2020-09-05,VA,17.0,52.0,30.0
2020-09-03,VA,18.0,52.0,26.0
2020-09-02,VA,16.0,52.0,27.0
2020-08-29,VA,15.0,47.0,28.0
2020-08-27,VA,15.0,47.0,27.0
2020-08-25,VA,15.0,41.0,31.0
2020-08-23,VA,15.0,40.0,32.0
2020-08-17,VA,13.0,44.0,29.0
2020-08-16,VA,12.0,50.0,29.0
2020-08-15,VA,12.0,50.0,30.0
2020-08-06,VA,14.0,38.0,39.0
2022-06-01,VI,2.0,0.0,0.0
2022-05-27,VI,2.0,0.0,0.0
2022-05-26,VI,2.0,0.0,0.0
2022-05-25,VI,2.0,0.0,0.0
2022-05-21,VI,2.0,0.0,0.0
2022-05-19,VI,2.0,0.0,0.0
2022-05-18,VI,2.0,0.0,0.0
2022-05-16,VI,2.0,0.0,0.0
2022-05-13,VI,2.0,0.0,0.0
2022-05-11,VI,2.0,0.0,0.0
2022-05-10,VI,2.0,0.0,0.0
2022-05-08,VI,1.0,1.0,0.0
2022-05-07,VI,2.0,0.0,0.0
2022-05-06,VI,2.0,0.0,0.0
2022-05-05,VI,2.0,0.0,0.0
2022-05-03,VI,2.0,0.0,0.0
2022-05-02,VI,2.0,0.0,0.0
2022-04-30,VI,2.0,0.0,0.0
2022-04-29,VI,2.0,0.0,0.0
2022-04-27,VI,2.0,0.0,0.0
2022-04-22,VI,2.0,0.0,0.0
2022-04-15,VI,2.0,0.0,0.0
2022-04-13,VI,2.0,0.0,0.0
2022-04-08,VI,2.0,0.0,0.0
2022-04-07,VI,2.0,0.0,0.0
2022-04-06,VI,2.0,0.0,0.0
2022-04-05,VI,2.0,0.0,0.0
2022-04-02,VI,2.0,0.0,0.0
2022-03-30,VI,2.0,0.0,0.0
2022-03-27,VI,1.0,1.0,0.0
2022-03-25,VI,2.0,0.0,0.0
2022-03-23,VI,2.0,0.0,0.0
2022-03-22,VI,2.0,0.0,0.0
2022-03-19,VI,2.0,0.0,0.0
2022-03-17,VI,2.0,0.0,0.0
2022-03-16,VI,2.0,0.0,0.0
2022-03-15,VI,2.0,0.0,0.0
2022-03-14,VI,2.0,0.0,0.0
2022-03-12,VI,2.0,0.0,0.0
2022-03-11,VI,2.0,0.0,0.0
2022-03-09,VI,2.0,0.0,0.0
2022-03-08,VI,2.0,0.0,0.0
2022-03-06,VI,2.0,0.0,0.0
2022-03-04,VI,2.0,0.0,0.0
2022-03-03,VI,1.0,1.0,0.0
2022-03-01,VI,2.0,0.0,0.0
2022-02-28,VI,2.0,0.0,0.0
2022-02-26,VI,2.0,0.0,0.0
2022-02-24,VI,2.0,0.0,0.0
2022-02-23,VI,2.0,0.0,0.0
2022-02-21,VI,2.0,0.0,0.0
2022-02-19,VI,2.0,0.0,0.0
2022-02-16,VI,2.0,0.0,0.0
2022-02-15,VI,2.0,0.0,0.0
2022-02-13,VI,2.0,0.0,0.0
2022-02-12,VI,2.0,0.0,0.0
2022-02-11,VI,2.0,0.0,0.0
2022-02-08,VI,2.0,0.0,0.0
2022-02-07,VI,2.0,0.0,0.0
2022-02-05,VI,2.0,0.0,0.0
2022-02-04,VI,2.0,0.0,0.0
2022-02-03,VI,2.0,0.0,0.0
2022-01-30,VI,2.0,0.0,0.0
2022-01-28,VI,2.0,0.0,0.0
2022-01-27,VI,2.0,0.0,0.0
2022-01-26,VI,2.0,0.0,0.0
2022-01-23,VI,2.0,0.0,0.0
2022-01-22,VI,2.0,0.0,0.0
2022-01-19,VI,1.0,1.0,0.0
2022-01-18,VI,2.0,0.0,0.0
2022-01-15,VI,2.0,0.0,0.0
2022-01-14,VI,2.0,0.0,0.0
2022-01-12,VI,2.0,0.0,0.0
2021-12-08,VI,2.0,0.0,0.0
2021-09-29,VI,2.0,0.0,0.0
2020-12-13,VI,2.0,0.0,0.0
2020-12-11,VI,2.0,0.0,0.0
2020-11-08,VI,2.0,0.0,0.0
2020-11-05,VI,2.0,0.0,0.0
2020-11-04,VI,2.0,0.0,0.0
2020-11-02,VI,2.0,0.0,0.0
2020-10-27,VI,2.0,0.0,0.0
2020-10-26,VI,2.0,0.0,0.0
2020-10-24,VI,2.0,0.0,0.0
2020-10-23,VI,2.0,0.0,0.0
2020-10-17,VI,2.0,0.0,0.0
2020-10-16,VI,2.0,0.0,0.0
2020-10-14,VI,2.0,0.0,0.0
2020-10-12,VI,2.0,0.0,0.0
2020-10-08,VI,2.0,0.0,0.0
2020-10-07,VI,2.0,0.0,0.0
2020-10-05,VI,2.0,0.0,0.0
2020-10-03,VI,2.0,0.0,0.0
2020-09-29,VI,2.0,0.0,0.0
2020-09-28,VI,2.0,0.0,0.0
2020-09-26,VI,2.0,0.0,0.0
2020-09-22,VI,2.0,0.0,0.0
2020-09-21,VI,2.0,0.0,0.0
2020-09-16,VI,1.0,1.0,0.0
2020-09-08,VI,1.0,1.0,0.0
2020-09-07,VI,1.0,1.0,0.0
2020-09-03,VI,1.0,1.0,0.0
2020-09-02,VI,1.0,1.0,0.0
2020-08-30,VI,1.0,1.0,0.0
2020-08-28,VI,1.0,1.0,0.0
2020-08-25,VI,1.0,1.0,0.0
2020-08-24,VI,1.0,1.0,0.0
2020-08-23,VI,1.0,1.0,0.0
2020-08-22,VI,1.0,1.0,0.0
2020-08-21,VI,1.0,1.0,0.0
2020-08-20,VI,1.0,1.0,0.0
